DEPARTAMENTO,DIA
ANTIOQUIA,MIERCOLES
ANTIOQUIA,MIERCOLES
ANTIOQUIA,MIERCOLES
ANTIOQUIA,MIERCOLES
ANTIOQUIA,MIERCOLES
ANTIOQUIA,MIERCOLES
ARAUCA,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
ATLANTICO,MIERCOLES
BOLIVAR,MIERCOLES
BOLIVAR,MIERCOLES
BOLIVAR,MIERCOLES
BOLIVAR,MIERCOLES
BOLIVAR,MIERCOLES
BOLIVAR,MIERCOLES
BOYACA,MIERCOLES
CALDAS,MIERCOLES
CALDAS,MIERCOLES
CAQUETA,MIERCOLES
CAQUETA,MIERCOLES
CASANARE,MIERCOLES
CAUCA,MIERCOLES
CAUCA,MIERCOLES
CAUCA,MIERCOLES
CAUCA,MIERCOLES
CAUCA,MIERCOLES
CAUCA,MIERCOLES
CESAR,MIERCOLES
CESAR,MIERCOLES
CHOCO,MIERCOLES
CORDOBA,MIERCOLES
CORDOBA,MIERCOLES
CORDOBA,MIERCOLES
CORDOBA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
CUNDINAMARCA,MIERCOLES
GUAVIARE,MIERCOLES
HUILA,MIERCOLES
HUILA,MIERCOLES
HUILA,MIERCOLES
MAGDALENA,MIERCOLES
MAGDALENA,MIERCOLES
MAGDALENA,MIERCOLES
MAGDALENA,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
META,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NARINHO,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
NORTE DE SANTANDER,MIERCOLES
PUTUMAYO,MIERCOLES
QUINDIO,MIERCOLES
QUINDIO,MIERCOLES
QUINDIO,MIERCOLES
QUINDIO,MIERCOLES
RISARALDA,MIERCOLES
RISARALDA,MIERCOLES
RISARALDA,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SANTANDER,MIERCOLES
SUCRE,MIERCOLES
SUCRE,MIERCOLES
SUCRE,MIERCOLES
SUCRE,MIERCOLES
VALLE,MIERCOLES
SUCRE,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
TOLIMA,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
VALLE,MIERCOLES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ANTIOQUIA,JUEVES
ARAUCA,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
ATLANTICO,JUEVES
BOLIVAR,JUEVES
BOLIVAR,JUEVES
BOLIVAR,JUEVES
BOLIVAR,JUEVES
BOLIVAR,JUEVES
BOYACA,JUEVES
BOYACA,JUEVES
BOYACA,JUEVES
BOYACA,JUEVES
CALDAS,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAQUETA,JUEVES
CAUCA,JUEVES
CAUCA,JUEVES
CAUCA,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CESAR,JUEVES
CHOCO,JUEVES
CORDOBA,JUEVES
CORDOBA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
META,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
CUNDINAMARCA,JUEVES
GUAJIRA,JUEVES
GUAJIRA,JUEVES
HUILA,JUEVES
HUILA,JUEVES
MAGDALENA,JUEVES
MAGDALENA,JUEVES
MAGDALENA,JUEVES
MAGDALENA,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
META,JUEVES
NARINHO,JUEVES
NARINHO,JUEVES
NARINHO,JUEVES
NARINHO,JUEVES
NARINHO,JUEVES
NARINHO,JUEVES
NORTE DE SANTANDER,JUEVES
NORTE DE SANTANDER,JUEVES
NORTE DE SANTANDER,JUEVES
NORTE DE SANTANDER,JUEVES
NORTE DE SANTANDER,JUEVES
NORTE DE SANTANDER,JUEVES
QUINDIO,JUEVES
QUINDIO,JUEVES
QUINDIO,JUEVES
QUINDIO,JUEVES
QUINDIO,JUEVES
RISARALDA,JUEVES
RISARALDA,JUEVES
RISARALDA,JUEVES
RISARALDA,JUEVES
SAN ANDRES,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SANTANDER,JUEVES
SUCRE,JUEVES
SUCRE,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
TOLIMA,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VALLE,JUEVES
VICHADA,JUEVES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ANTIOQUIA,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
ATLANTICO,VIERNES
BOLIVAR,VIERNES
BOLIVAR,VIERNES
BOLIVAR,VIERNES
BOYACA,VIERNES
BOYACA,VIERNES
BOYACA,VIERNES
BOYACA,VIERNES
BOYACA,VIERNES
BOYACA,VIERNES
CALDAS,VIERNES
CALDAS,VIERNES
CALDAS,VIERNES
CALDAS,VIERNES
CAQUETA,VIERNES
CASANARE,VIERNES
CAUCA,VIERNES
CAUCA,VIERNES
CESAR,VIERNES
CESAR,VIERNES
CESAR,VIERNES
CESAR,VIERNES
CESAR,VIERNES
CESAR,VIERNES
CORDOBA,VIERNES
CORDOBA,VIERNES
CORDOBA,VIERNES
CORDOBA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
CUNDINAMARCA,VIERNES
GUAJIRA,VIERNES
GUAJIRA,VIERNES
HUILA,VIERNES
HUILA,VIERNES
HUILA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
MAGDALENA,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
META,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NARINHO,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
NORTE DE SANTANDER,VIERNES
PUTUMAYO,VIERNES
QUINDIO,VIERNES
QUINDIO,VIERNES
QUINDIO,VIERNES
QUINDIO,VIERNES
QUINDIO,VIERNES
QUINDIO,VIERNES
RISARALDA,VIERNES
RISARALDA,VIERNES
RISARALDA,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SANTANDER,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
SUCRE,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
TOLIMA,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
VALLE,VIERNES
AMAZONAS,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ANTIOQUIA,SABADO
ATLANTICO,SABADO
ATLANTICO,SABADO
ATLANTICO,SABADO
BOLIVAR,SABADO
BOLIVAR,SABADO
BOLIVAR,SABADO
BOYACA,SABADO
BOYACA,SABADO
BOYACA,SABADO
CALDAS,SABADO
CALDAS,SABADO
CALDAS,SABADO
CALDAS,SABADO
CALDAS,SABADO
CAQUETA,SABADO
CASANARE,SABADO
CASANARE,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CAUCA,SABADO
CESAR,SABADO
CESAR,SABADO
CESAR,SABADO
CESAR,SABADO
CESAR,SABADO
CORDOBA,SABADO
CORDOBA,SABADO
CORDOBA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
CUNDINAMARCA,SABADO
GUAJIRA,SABADO
GUAVIARE,SABADO
HUILA,SABADO
HUILA,SABADO
HUILA,SABADO
HUILA,SABADO
HUILA,SABADO
HUILA,SABADO
MAGDALENA,SABADO
MAGDALENA,SABADO
MAGDALENA,SABADO
MAGDALENA,SABADO
MAGDALENA,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
META,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NARINHO,SABADO
NORTE DE SANTANDER,SABADO
NORTE DE SANTANDER,SABADO
NORTE DE SANTANDER,SABADO
QUINDIO,SABADO
QUINDIO,SABADO
QUINDIO,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
RISARALDA,SABADO
SAN ANDRES,SABADO
SAN ANDRES,SABADO
SAN ANDRES,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SANTANDER,SABADO
SUCRE,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
TOLIMA,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
VALLE,SABADO
AMAZONAS,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ANTIOQUIA,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
ATLANTICO,DOMINGO
BOLIVAR,DOMINGO
BOLIVAR,DOMINGO
BOYACA,DOMINGO
BOYACA,DOMINGO
BOYACA,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CALDAS,DOMINGO
CAQUETA,DOMINGO
CAQUETA,DOMINGO
CAQUETA,DOMINGO
CASANARE,DOMINGO
CASANARE,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CAUCA,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CESAR,DOMINGO
CORDOBA,DOMINGO
CORDOBA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
CUNDINAMARCA,DOMINGO
GUAJIRA,DOMINGO
GUAJIRA,DOMINGO
GUAVIARE,DOMINGO
HUILA,DOMINGO
HUILA,DOMINGO
HUILA,DOMINGO
HUILA,DOMINGO
HUILA,DOMINGO
MAGDALENA,DOMINGO
MAGDALENA,DOMINGO
MAGDALENA,DOMINGO
MAGDALENA,DOMINGO
META,DOMINGO
META,DOMINGO
META,DOMINGO
META,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NARINHO,DOMINGO
NORTE DE SANTANDER,DOMINGO
NORTE DE SANTANDER,DOMINGO
NORTE DE SANTANDER,DOMINGO
QUINDIO,DOMINGO
QUINDIO,DOMINGO
QUINDIO,DOMINGO
QUINDIO,DOMINGO
QUINDIO,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
RISARALDA,DOMINGO
SAN ANDRES,DOMINGO
SAN ANDRES,DOMINGO
SAN ANDRES,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
SANTANDER,DOMINGO
TOLIMA,DOMINGO
SANTANDER,DOMINGO
SUCRE,DOMINGO
SUCRE,DOMINGO
SUCRE,DOMINGO
SUCRE,DOMINGO
SUCRE,DOMINGO
TOLIMA,DOMINGO
TOLIMA,DOMINGO
TOLIMA,DOMINGO
TOLIMA,DOMINGO
