MUNICIPIO,MARCA
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),-
GIRARDOT,LG
FONSECA,SAMSUNG
MAICAO,APPLE
CAMPOALEGRE,ALCATEL
CAMPOALEGRE,AVVIO
LA PLATA,SAMSUNG
LA PLATA,SAMSUNG
VILLAVICENCIO (CT),ALCATEL
NEIVA (CT),MOTOROLA
NEIVA (CT),MOTOROLA
NEIVA (CT),SAMSUNG
NEIVA (CT),SAMSUNG
NEIVA (CT),APPLE
NEIVA (CT),HUAWEI
PITALITO,SAMSUNG
PITALITO,HUAWEI
CIENAGA,NOKIA
CIENAGA,SAMSUNG
SANTA MARTA (CT),ALCATEL
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),ALCATEL
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),AVVIO
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),SAMSUNG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SONY
VILLAVICENCIO (CT),AVVIO
VILLAVICENCIO (CT),AZUMI
EL TAMBO,HUAWEI
IPIALES,SAMSUNG
IPIALES,MOTOROLA
IPIALES,SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),ASUS
PASTO (CT),HUAWEI
PASTO (CT),HUAWEI
CHINACOTA,SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),BLU
CUCUTA (CT),LG
CUCUTA (CT),APPLE
ARMENIA (CT),ALCATEL
ARMENIA (CT),HUAWEI
ARMENIA (CT),OTRA
CALARCA,SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),NOKIA
PEREIRA (CT),AZUMI
PEREIRA (CT),MOTOROLA
PEREIRA (CT),SONY
PEREIRA (CT),APPLE
PEREIRA (CT),SAMSUNG
SANTA ROSA DE CABAL,SAMSUNG
BARRANCABERMEJA,MOTOROLA
BARRANCABERMEJA,LG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SONY
FLORIDABLANCA,SAMSUNG
CALI (CT),SAMSUNG
FLORIDABLANCA,MOTOROLA
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),BLU
SINCELEJO (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
IBAGUE (CT),HUAWEI
BUENAVENTURA,OTRA
CALI (CT),MOTOROLA
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),LG
CALI (CT),MOTOROLA
CALI (CT),ASUS
CALI (CT),HUAWEI
CALI (CT),ASUS
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),APPLE
FLORIDA,HUAWEI
PALMIRA,ALCATEL
PALMIRA,HUAWEI
PALMIRA,SAMSUNG
ZARZAL,SAMSUNG
BELLO,ALCATEL
BELLO,SAMSUNG
BELLO,HUAWEI
BELLO,HUAWEI
BELLO,MOTOROLA
BELLO,SAMSUNG
CALDAS,MOTOROLA
CAUCASIA,OTRA
ENVIGADO,SAMSUNG
FREDONIA,ALCATEL
GUARNE,SAMSUNG
ITAGUI,HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
RIONEGRO,HUAWEI
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),APPLE
MALAMBO,SAMSUNG
PUERTO COLOMBIA,NOKIA
CARTAGENA (CT),-
CARTAGENA (CT),LENOVO
MANIZALES (CT),SONY
MANIZALES (CT),SAMSUNG
MANIZALES (CT),SAMSUNG
MANIZALES (CT),ALCATEL
VILLAMARIA,LG
FLORENCIA (CT),SAMSUNG
FLORENCIA (CT),SAMSUNG
FLORENCIA (CT),APPLE
PUERTO RICO,SAMSUNG
AGUAZUL,ALCATEL
YOPAL (CT),ALCATEL
YOPAL (CT),SAMSUNG
YOPAL (CT),NOKIA
PATIA,NOKIA
POPAYAN (CT),HUAWEI
POPAYAN (CT),HUAWEI
POPAYAN (CT),HUAWEI
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),AVVIO
EL CARMEN DE ATRATO,NOKIA
QUIBDO (CT),SAMSUNG
QUIBDO (CT),SAMSUNG
CERETE,HUAWEI
CERETE,SAMSUNG
MONTELIBANO,SAMSUNG
MONTERIA (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),NOKIA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),LENOVO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),ASUS
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),-
MAICAO,MOTOROLA
MAICAO,SAMSUNG
RIOHACHA (CT),SAMSUNG
LA PLATA,MOTOROLA
NEIVA (CT),AVVIO
NEIVA (CT),HUAWEI
NEIVA (CT),ALCATEL
NEIVA (CT),NOKIA
NEIVA (CT),SAMSUNG
NEIVA (CT),AVVIO
NEIVA (CT),ALCATEL
NEIVA (CT),SAMSUNG
PITALITO,HUAWEI
PITALITO,ALCATEL
SANTA MARTA (CT),ASUS
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),MOTOROLA
SANTA MARTA (CT),ALCATEL
SANTA MARTA (CT),HUAWEI
CUMARAL,MOTOROLA
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),LANIX
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
IPIALES,SAMSUNG
IPIALES,HUAWEI
PASTO (CT),MOTOROLA
CUCUTA (CT),ASUS
PAMPLONA,SAMSUNG
MOCOA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
DOSQUEBRADAS,SAMSUNG
PEREIRA (CT),LANIX
PEREIRA (CT),HUAWEI
PEREIRA (CT),SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),ALCATEL
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),APPLE
FLORIDABLANCA,SAMSUNG
CAJAMARCA,SAMSUNG
ESPINAL,HUAWEI
ESPINAL,HUAWEI
ESPINAL,MOTOROLA
IBAGUE (CT),MOTOROLA
IBAGUE (CT),-
IBAGUE (CT),SAMSUNG
IBAGUE (CT),NOKIA
MELGAR,SAMSUNG
MELGAR,APPLE
BUENAVENTURA,MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
CALI (CT),APPLE
CALI (CT),SAMSUNG
CALI (CT),ASUS
CALI (CT),HUAWEI
CALI (CT),OTRA
CALI (CT),SAMSUNG
CARTAGO,SAMSUNG
CARTAGO,SAMSUNG
CARTAGO,HUAWEI
BELLO,LG
CALDAS,LENOVO
GIRARDOTA,LG
GUARNE,SAMSUNG
ITAGUI,HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
PUERTO TRIUNFO,SAMSUNG
SAN PEDRO,AVVIO
SAN VICENTE,HUAWEI
TARAZA,SAMSUNG
BARRANQUILLA (CT),-
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),SAMSUNG
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),HUAWEI
BARRANQUILLA (CT),LG
SOLEDAD,MOTOROLA
SOLEDAD,OTRA
CARTAGENA (CT),SAMSUNG
CARTAGENA (CT),SAMSUNG
TUNJA (CT),ZTE
CHINCHINA,NOKIA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),MOTOROLA
MANIZALES (CT),SAMSUNG
MANIZALES (CT),ALCATEL
PORE,LG
TAURAMENA,SAMSUNG
YOPAL (CT),LENOVO
EL TAMBO,MOTOROLA
POPAYAN (CT),MOTOROLA
POPAYAN (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
POPAYAN (CT),HUAWEI
AGUACHICA,SAMSUNG
LA PAZ,SAMSUNG
VALLEDUPAR (CT),MOTOROLA
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),SAMSUNG
LA APARTADA,LG
MONTERIA (CT),-
MONTERIA (CT),MOTOROLA
ARBELAEZ,APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),NOKIA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
FONSECA,HUAWEI
RIOHACHA (CT),APPLE
NEIVA (CT),ALCATEL
NEIVA (CT),ALCATEL
PITALITO,ALCATEL
PUEBLOVIEJO,SAMSUNG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),LG
SANTA MARTA (CT),SAMSUNG
SANTA MARTA (CT),HUAWEI
SANTA MARTA (CT),APPLE
SANTA MARTA (CT),LENOVO
ACACIAS,SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),MOTOROLA
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),OTRA
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),ALCATEL
IPIALES,LG
IPIALES,-
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),SAMSUNG
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
SAN ANDRES DE TUMACO,SAMSUNG
TUQUERRES,SAMSUNG
CUCUTA (CT),ALCATEL
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),SAMSUNG
CUCUTA (CT),MOTOROLA
CUCUTA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
ARMENIA (CT),SAMSUNG
ARMENIA (CT),MOTOROLA
ARMENIA (CT),HUAWEI
ARMENIA (CT),NOKIA
CIRCASIA,HUAWEI
LA TEBAIDA,MOTOROLA
LA TEBAIDA,LG
PEREIRA (CT),LG
PEREIRA (CT),ALCATEL
PEREIRA (CT),ALCATEL
PEREIRA (CT),SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,SAMSUNG
BARRANCABERMEJA,ALCATEL
BARRANCABERMEJA,LG
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),HUAWEI
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,HUAWEI
FLORIDABLANCA,HUAWEI
FLORIDABLANCA,SAMSUNG
ESPINAL,SAMSUNG
IBAGUE (CT),HUAWEI
IBAGUE (CT),HUAWEI
IBAGUE (CT),SAMSUNG
IBAGUE (CT),LENOVO
IBAGUE (CT),MOTOROLA
IBAGUE (CT),APPLE
IBAGUE (CT),SAMSUNG
IBAGUE (CT),SAMSUNG
BUGALAGRANDE,SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),LENOVO
CALI (CT),HUAWEI
CALI (CT),MOTOROLA
CALI (CT),MOTOROLA
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
PALMIRA,APPLE
PALMIRA,OTRA
PALMIRA,SAMSUNG
BARBOSA,NOKIA
BELLO,LG
CAUCASIA,SAMSUNG
ENVIGADO,MOTOROLA
ITAGUI,SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),LG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),LG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),OTRA
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
RIONEGRO,HUAWEI
SAN PEDRO,AVVIO
TAME,LG
TAME,OTRA
BARRANQUILLA (CT),ALCATEL
BARRANQUILLA (CT),-
BARRANQUILLA (CT),MOTOROLA
BARRANQUILLA (CT),SAMSUNG
SOLEDAD,SAMSUNG
CHIQUINQUIRA,HUAWEI
SANTA ROSA DE VITERBO,SAMSUNG
SOGAMOSO,HUAWEI
TUNJA (CT),NOKIA
MANIZALES (CT),SAMSUNG
NEIRA,SAMSUNG
FLORENCIA (CT),SAMSUNG
SAN VICENTE DEL CAGUAN,SAMSUNG
AGUAZUL,ALCATEL
YOPAL (CT),AVVIO
POPAYAN (CT),SAMSUNG
POPAYAN (CT),HUAWEI
TIMBIO,NOKIA
AGUACHICA,SAMSUNG
VALLEDUPAR (CT),SAMSUNG
VALLEDUPAR (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ALCATEL
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),SONY
GACHANCIPA,APPLE
NILO,ASUS
FONSECA,SAMSUNG
FONSECA,SAMSUNG
MAICAO,HUAWEI
RIOHACHA (CT),HUAWEI
RIOHACHA (CT),HUAWEI
RIOHACHA (CT),ALCATEL
GARZON,AZUMI
NEIVA (CT),LG
NEIVA (CT),NOKIA
NEIVA (CT),LENOVO
PITALITO,MOTOROLA
SANTA MARTA (CT),SAMSUNG
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),AVVIO
VILLAVICENCIO (CT),BLU
VILLAVICENCIO (CT),HUAWEI
VILLAVICENCIO (CT),BLU
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),ALCATEL
VILLAVICENCIO (CT),SAMSUNG
PASTO (CT),MOTOROLA
PASTO (CT),HUAWEI
PASTO (CT),MOTOROLA
PASTO (CT),SAMSUNG
ABREGO,SAMSUNG
ARMENIA (CT),MOTOROLA
ARMENIA (CT),HUAWEI
CALARCA,SAMSUNG
PEREIRA (CT),HUAWEI
PEREIRA (CT),SAMSUNG
PEREIRA (CT),LG
PEREIRA (CT),HUAWEI
PEREIRA (CT),HUAWEI
PEREIRA (CT),MOTOROLA
BUCARAMANGA (CT),HUAWEI
BUCARAMANGA (CT),SAMSUNG
BUCARAMANGA (CT),MOTOROLA
BUCARAMANGA (CT),APPLE
FLORIDABLANCA,SAMSUNG
FLORIDABLANCA,SAMSUNG
SAN MARCOS,APPLE
SINCELEJO (CT),SAMSUNG
SINCELEJO (CT),APPLE
ESPINAL,HUAWEI
IBAGUE (CT),HUAWEI
IBAGUE (CT),MOTOROLA
IBAGUE (CT),MOTOROLA
IBAGUE (CT),HUAWEI
LIBANO,SAMSUNG
BUENAVENTURA,HUAWEI
BUGALAGRANDE,AZUMI
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),NOKIA
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),SAMSUNG
CALI (CT),MOTOROLA
CALI (CT),MOTOROLA
CALI (CT),LG
CALI (CT),SAMSUNG
CALI (CT),HUAWEI
CALI (CT),SAMSUNG
JAMUNDI,OTRA
PRADERA,SAMSUNG
TULUA,MOTOROLA
BELLO,SAMSUNG
BELLO,MOTOROLA
COPACABANA,SAMSUNG
ENVIGADO,MOTOROLA
ITAGUI,OTRA
JARDIN,MOTOROLA
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),AVVIO
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SONY
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),SAMSUNG
MEDELLIN (CT),ALCATEL
MEDELLIN (CT),HUAWEI
MEDELLIN (CT),MOTOROLA
MEDELLIN (CT),APPLE
MEDELLIN (CT),HUAWEI
RIONEGRO,ALCATEL
RIONEGRO,HUAWEI
RIONEGRO,SAMSUNG
BARRANQUILLA (CT),-
BARRANQUILLA (CT),LG
BARRANQUILLA (CT),SAMSUNG
CARTAGENA (CT),SAMSUNG
MAGANGUE,MOTOROLA
CHIQUINQUIRA,SAMSUNG
DUITAMA,HUAWEI
DUITAMA,SAMSUNG
TUNJA (CT),LG
TUNJA (CT),SAMSUNG
MANIZALES (CT),ALCATEL
MANIZALES (CT),AVVIO
MANIZALES (CT),HUAWEI
MANIZALES (CT),SAMSUNG
FLORENCIA (CT),LG
YOPAL (CT),SAMSUNG
YOPAL (CT),SAMSUNG
YOPAL (CT),SAMSUNG
POPAYAN (CT),SAMSUNG
AGUACHICA,SAMSUNG
AGUACHICA,ALCATEL
VALLEDUPAR (CT),MOTOROLA
VALLEDUPAR (CT),HUAWEI
VALLEDUPAR (CT),MOTOROLA
QUIBDO (CT),SAMSUNG
LORICA,SAMSUNG
MONTERIA (CT),SAMSUNG
MONTERIA (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),APPLE
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),LG
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),ZTE
BOGOTA D.C. (CT),AVVIO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MOTOROLA
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),HUAWEI
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SONY
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),SAMSUNG
BOGOTA D.C. (CT),HUAWEI
