BARRIO,SEXO
BELEN,MASCULINO
VER. TARQUI,FEMENINO
CENTRO,FEMENINO
ESTACION,MASCULINO
MURILLO TORO,MASCULINO
VILLA CAFE,MASCULINO
CENTRO,MASCULINO
EL BOSQUE,MASCULINO
BELLAVISTA,FEMENINO
EUCARISTICO E19,FEMENINO
EL LIDO E19,FEMENINO
VILLA DEL PRADO - EL GUABITO E5,MASCULINO
VILLA DEL PRADO - EL GUABITO E5,MASCULINO
MELENDEZ E18,MASCULINO
PRADOS DEL NORTE E2,FEMENINO
CIUDADELA FLORALIA E6,FEMENINO
SAN JUDAS TADEO I E10,FEMENINO
BENJAMIN HERRERA E8,FEMENINO
SIMON BOLIVAR E8,MASCULINO
SAN NICOLAS E3,MASCULINO
SANTA MONICA RESIDENCIAL E2,FEMENINO
SANTA MONICA RESIDENCIAL E2,FEMENINO
CORREGIMIENTO LA HABANA,FEMENINO
SANTA RITA,FEMENINO
UNION DE VIVIENDA POPULAR,MASCULINO
BOLIVAR E25,FEMENINO
LAS MERCEDES,MASCULINO
LA ESTACION,MASCULINO
LA CABANHA,MASCULINO
LAS ACACIAS,MASCULINO
LA FLORIDA,MASCULINO
MIRAFLORES  C-9,MASCULINO
CASTILLA C-5,MASCULINO
SANTA LUCIA C-12,MASCULINO
SANTA LUCIA C-12,MASCULINO
MANRIQUE 2  C-3,MASCULINO
LA CANDELARIA C-10,FEMENINO
LOS COLORES C-11,MASCULINO
FLORIDA NUEVA C-11,MASCULINO
CASTILLA C-5,MASCULINO
CENTRO,MASCULINO
LA CEIBA,MASCULINO
CENTRO,FEMENINO
CIUDADELA METROPOLITANA,FEMENINO
CIUDADELA METROPOLITANA,FEMENINO
LA CANDELARIA,FEMENINO
OLAYA HERRERA,FEMENINO
BARRIO SAN DIEGO,MASCULINO
ALTA SUIZA,FEMENINO
JUAN XXIII,FEMENINO
LAS MALVINAS,FEMENINO
EL CENTRO,MASCULINO
LUIS MARIA JIMENEZ,FEMENINO
VILLA MARIA,MASCULINO
CAMPO BELLO NORTE,FEMENINO
CENTRO,FEMENINO
CRISTO REY,MASCULINO
LA PRADERA,MASCULINO
CHUCHURUBI,MASCULINO
VILLANUEVA,FEMENINO
SANTAFE,MASCULINO
CGTO CAROLINA,MASCULINO
VER.SOCOTA,MASCULINO
GRANADA NORTE E-11,MASCULINO
SANTA ISABEL E-14,MASCULINO
EDUARDO SANTOS E-14,MASCULINO
SAN LUIS E-13,MASCULINO
QUINTA PAREDES E-13,MASCULINO
ENTRERIOS E-12,FEMENINO
HIPOTECHO OCCIDENTAL E-8,FEMENINO
EL RETIRO E-2,MASCULINO
RICAURTE E-14,MASCULINO
SAN MIGUEL E-4,MASCULINO
VENECIA E-6,MASCULINO
SAN MARCOS E-10,MASCULINO
SIMON BOLIVAR E-12,FEMENINO
LA FAVORITA E-14,MASCULINO
BRASILIA SUR E-5,MASCULINO
SAN AGUSTIN II SECTOR E-18,MASCULINO
VILLA ANA,FEMENINO
LUIS ANTONIO ROBLES,MASCULINO
1 DE MAYO,MASCULINO
CENTRO,MASCULINO
CANAIMA,MASCULINO
VERSALLES,MASCULINO
VERSALLES,MASCULINO
LAS PALMAS ETAPA II,-
TIMANCO,MASCULINO
ZONA INDUSTRIAL,MASCULINO
DIEGO DE OSPINA,FEMENINO
CARACOLI,MASCULINO
VEREDA EL CAGUAN,MASCULINO
PARAISO,FEMENINO
CENTRO,FEMENINO
TOTORAL,MASCULINO
LAS LUNAS,FEMENINO
TAMASAGRA I,MASCULINO
BARRIO EL PORTICO,MASCULINO
BARRIO EL LLANO,MASCULINO
EL BERLIN,MASCULINO
CENTRO,MASCULINO
ZONA CENTRO,FEMENINO
SANTA ISABEL 1,MASCULINO
LA VICTORIA,FEMENINO
LA VICTORIA,FEMENINO
LA VICTORIA,FEMENINO
BERLIN,FEMENINO
PROVIDENCIA,MASCULINO
AMERICA,MASCULINO
BELEN,MASCULINO
GIRARDOT,FEMENINO
SAN ALONSO,FEMENINO
COMUNEROS,FEMENINO
LA UNIVERSIDAD,FEMENINO
GARCIA ROVIRA,MASCULINO
PALERMO,MASCULINO
PALERMO,MASCULINO
PIONEROS,FEMENINO
VRDA. BRASIL,MASCULINO
VRDA. BRASIL,MASCULINO
CENTRO,FEMENINO
VASCONIA,FEMENINO
VRDA. LA CAJITA,MASCULINO
VRDA. LA CAJITA,MASCULINO
VRDA. LA CAJITA,MASCULINO
EL CENTRO,MASCULINO
EL CENTRO,MASCULINO
PUERTAS DEL SOL E14,MASCULINO
LA HACIENDA E17,FEMENINO
SAN JUAN BOSCO E3,MASCULINO
VALLADO E15,FEMENINO
CIUDAD CORDOBA E15,MASCULINO
ANTONIO NARINHO E16,FEMENINO
EL CALVARIO E3,MASCULINO
LLANO VERDE E15,FEMENINO
CIUDAD CORDOBA E15,MASCULINO
CGTO JUANCHITO,MASCULINO
CENTRO,FEMENINO
EL ALBERGUE,FEMENINO
VIA BUGA - CGTO. LA HABANA,MASCULINO
EL CARMEN,FEMENINO
POPULAR,FEMENINO
LA ASUNCION,MASCULINO
DITAIRES,MASCULINO
SANTA MARIA # 2,FEMENINO
VDA. EL AJIZAL,MASCULINO
LOS NARANJOS,MASCULINO
LOS GIRALDOS,FEMENINO
SANTA CRUZ  C-2,MASCULINO
LOS COLORES C-11,MASCULINO
LA CANDELARIA C-10,MASCULINO
BOLIVARIANA C-11,FEMENINO
LA CANDELARIA C-10,FEMENINO
BOSTON C-10,MASCULINO
BARRIO COLOMBIA C-14,MASCULINO
SAN BENITO C-10,FEMENINO
EL CHAGUALO C-10,FEMENINO
EVERFIT C-5,MASCULINO
SEVILLA  C-4,FEMENINO
VDA. LA DOCTORA,MASCULINO
MIRAMAR,MASCULINO
EL SANTUARIO,MASCULINO
SAN ROQUE,MASCULINO
CABRERA,MASCULINO
VILLA CARMEN,MASCULINO
BARRIO GAITAN,MASCULINO
BARRIO GAITAN,FEMENINO
BARRIO MESOPOTAMIA,FEMENINO
CAMILO TORRES,MASCULINO
ESTADIO,FEMENINO
BAJO TABLAZO,FEMENINO
EL CUNDUY,MASCULINO
LOS OCOBOS,FEMENINO
MACHANGARA,FEMENINO
EL RECUERDO,FEMENINO
CENTRO,FEMENINO
LUIS A ROBLES,MASCULINO
CENTRO,FEMENINO
CHUCHURUBI,MASCULINO
VILLA DEL RIO,FEMENINO
SAN VICTORINO E-3,FEMENINO
CIUDAD SALITRE E-9,MASCULINO
QUINTA PAREDES E-13,MASCULINO
RICAURTE E-14,FEMENINO
LOS CEDRITOS E-1,MASCULINO
SANTA SOFIA E-12,FEMENINO
RESTREPO E-15,FEMENINO
CARVAJAL E-8,MASCULINO
LAS AMERICAS E-8,FEMENINO
LAS QUINTAS DEL SUR E-19,MASCULINO
SAN VICTORINO E-3,FEMENINO
FRANCISCO JOSE DE CALDASS   E-8,FEMENINO
VILLA JAVIER E-4,MASCULINO
MANDALAY I ETAPA E-8,FEMENINO
LAGO DE CHAPINERO E-2,-
VEINTE DE JULIO E-4,FEMENINO
LA PAZ BOSA E-7,MASCULINO
SAN VICTORINO E-3,FEMENINO
URB. VILLA SONIA E-16,FEMENINO
RICAURTE E-14,MASCULINO
URB. EL ROCIO E-1,MASCULINO
GAITAN E-12,FEMENINO
EL SALITRE E-13,MASCULINO
JUAN REY E-4,FEMENINO
LA PALESTINA E-7,MASCULINO
SAN VICENTE FERRER E-6,MASCULINO
EL RINCON E-11,MASCULINO
URB. MONTES I SECTOR E-16,FEMENINO
EL SALITRE E-13,MASCULINO
JOSE JOAQUIN VARGAS E-12,FEMENINO
URB. EL CEDRITO E-1,FEMENINO
CATALUNHA E-2,FEMENINO
ACEVEDO TEJADA E-13,MASCULINO
BOSQUE DEL RIO FRIO,MASCULINO
MATAJUNA,FEMENINO
JUAN ANTONIO ARAUJO,FEMENINO
ALAMOS NORTE,MASCULINO
BOSQUES DE SAN LUIS,FEMENINO
ALAMOS NORTE,FEMENINO
ALAMOS NORTE,FEMENINO
LOS GUADUALES,MASCULINO
GUADUALES,FEMENINO
PORVENIR,FEMENINO
SIMON BOLIVAR,MASCULINO
COVISAN,MASCULINO
LA ROSITA,MASCULINO
AVENIDA BOYACA,MASCULINO
ROSALES II,MASCULINO
POTRERILLO,MASCULINO
LA CAROLINA,FEMENINO
PARQUE COLON,MASCULINO
BARRIO LATINO,FEMENINO
BARRIO TORCOROMA II,FEMENINO
BARRIO PROMESA DE DIOS,MASCULINO
BARRIO MARABEL,FEMENINO
LA CECILIA,FEMENINO
LAURELES I Y II,MASCULINO
LA MILAGROSA,MASCULINO
VDA.LA MONTANHA,MASCULINO
NUEVO PLAN,MASCULINO
SAN VICENTE,-
SAN VICENTE,-
EL CENTRO ALBANIA,FEMENINO
COLOMBIA,FEMENINO
LOS CORALES,FEMENINO
LA FLORESTA,FEMENINO
EL RECREO,FEMENINO
SAN FRANCISCO,FEMENINO
CENTRO,FEMENINO
ALARCON,FEMENINO
LA CEIBA,MASCULINO
SAN ALONSO,MASCULINO
COMUNEROS,MASCULINO
CABECERA DEL LLANO,MASCULINO
CASCO ANTIGUO DE FLORIDABLANCA,FEMENINO
CHIMITA,MASCULINO
BELLAVISTA P/TA,MASCULINO
LA SELVA,FEMENINO
MAGDALENA,MASCULINO
TOPACIO,MASCULINO
CENTRO,FEMENINO
JARDIN I ETAPA,FEMENINO
LAS MARGARITAS,MASCULINO
EL BOSQUE PARTE ALTA,MASCULINO
VRDA. GUACAMAYAS,FEMENINO
VRDA. GUACAMAYAS,FEMENINO
CENTRO,MASCULINO
SAN PEDRO E3,MASCULINO
LOS COMUNEROS II E13,MASCULINO
MARIANO RAMOS E16,MASCULINO
SINDICAL E12,FEMENINO
SAN LUIS II E6,MASCULINO
PRADOS DE ORIENTE E11,FEMENINO
ALAMEDA E9,MASCULINO
CANHAVERALEJO - SEGUROS P. E19,MASCULINO
EL VERGEL E13,FEMENINO
EL RETIRO E15,MASCULINO
ALFONSO B. ARAGON E14,FEMENINO
MUNICIPAL E8,MASCULINO
MUNICIPAL E8,MASCULINO
MUNICIPAL E8,FEMENINO
MUNICIPAL E8,MASCULINO
PANAMERICANO (23-2),MASCULINO
PALO BLANCO,MASCULINO
SEMBRADOR,FEMENINO
PARIS CENTRAL,MASCULINO
MACHADO,MASCULINO
LAURELES C-11,FEMENINO
VILLANUEVA C-10,MASCULINO
BOMBONA 1 C-10,MASCULINO
ALTAVISTA C-16,FEMENINO
GIRARDOT C-5,FEMENINO
CASTILLA C-5,MASCULINO
FATIMA C-16,MASCULINO
SAN JAVIER 1 C-13,FEMENINO
VILLANUEVA C-10,MASCULINO
MORAVIA  C-4,MASCULINO
PALERMO,MASCULINO
LA PAZ,MASCULINO
SIERRA,MASCULINO
PRADO,FEMENINO
LAS BRISAS,FEMENINO
UNIVERSITARIO,FEMENINO
BARRIO MALDONADO,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
BARRIO LA ASUNCION,MASCULINO
VDA. LA LIBERTAD,-
SIETE DE AGOSTO,MASCULINO
BELLA VISTA,FEMENINO
LOS HELECHOS,FEMENINO
BOLIVAR,FEMENINO
BOLIVARIANO,FEMENINO
LAS FLORES,FEMENINO
DANGON,FEMENINO
DANGON,FEMENINO
EL CENTRO,MASCULINO
MINUTO DE DIOS,MASCULINO
LA CRUZ,FEMENINO
PERDOMO E-19,MASCULINO
CHICO NORTE I E-2,FEMENINO
CALANDAIMA E-8,MASCULINO
GALERIAS E-13,FEMENINO
SAN JOSE SUR E-18,MASCULINO
SAN JOSE SUR E-18,MASCULINO
BOSA E-7,MASCULINO
MUZU E-16,MASCULINO
OLAYA E-18,FEMENINO
SANTA FE E-7,MASCULINO
JUAN PABLO II E-19,MASCULINO
LA MERCED NORTE E-12,FEMENINO
LAS MARGARITAS E-1,MASCULINO
URB. CLARET EL CARMEN E-6,MASCULINO
URB. CEDRITOS E-1,MASCULINO
BAVARIA E-8,MASCULINO
LORENZO ALCANTUZ I SECTOR E-5,MASCULINO
LA GLORIA E-4,FEMENINO
ALAMOS SUR E-10,FEMENINO
SAN VICTORINO E-3,MASCULINO
VILLA NUEVA   E-8,FEMENINO
SANTA ISABEL E-14,FEMENINO
BARRIOS UNIDOS E-12,FEMENINO
SAN FRANCISCO E-19,MASCULINO
CEDRO CLARO E-1,FEMENINO
EL CODITO E-1,FEMENINO
CHICO I E-2,MASCULINO
ESMERALDA E-11,FEMENINO
ARBORIZADORA ALTA E-19,MASCULINO
URB. LA COLINA CAMPESTRE I SECTOR E-11,MASCULINO
POLICARPA SALAVARRIETA E-15,MASCULINO
URB. PORTAL DE COMFAMILIAR,MASCULINO
ALAMOS NORTE,FEMENINO
LA FLORIDA,MASCULINO
LA TRINIDAD,MASCULINO
LA ESPERANZA,MASCULINO
SANTA FE,FEMENINO
CIUDAD PORFIA,MASCULINO
PRADOS DE SIBERIA,FEMENINO
CENTRO,MASCULINO
ARANDA,FEMENINO
MARIDIAZ,FEMENINO
SAN IGNACIO,MASCULINO
BARRIO LA RINCONADA,FEMENINO
MALECOM,FEMENINO
CENTRO,MASCULINO
EL TIGREROS,MASCULINO
GUADALUPE,MASCULINO
VDA. EL PLACER,FEMENINO
SECTOR PARQUE LA LIBERTAD,MASCULINO
SECTOR PLAZA DE BOLIVAR,-
SAN MIGUEL,FEMENINO
SAN FRANCISCO,FEMENINO
COMUNEROS,FEMENINO
CENTRO,FEMENINO
ALARCON,MASCULINO
ANTONIA SANTOS,MASCULINO
MINUTO DE DIOS,FEMENINO
LA UNIVERSIDAD,FEMENINO
SAN FRANCISCO,MASCULINO
URB. COLSEGUROS NORTE,FEMENINO
SANTA ANA,FEMENINO
CASCO ANTIGUO DE FLORIDABLANCA,FEMENINO
PORTAL CAMPESTRE,FEMENINO
LA PALMA,FEMENINO
AV. LUIS CARLOS GALAN,FEMENINO
20 DE JULIO,FEMENINO
CENTRO,MASCULINO
MALABAR,FEMENINO
MALABAR,MASCULINO
JORDAN VII ETAPA,MASCULINO
ANTONIO NARINHO,MASCULINO
NUEVA GRANADA,FEMENINO
JOSE M. MARROQUIN II E14,MASCULINO
TERRON COLORADO E1,FEMENINO
SAN FERNANDO NUEVO E19,FEMENINO
SAN FERNANDO NUEVO E19,FEMENINO
VERSALLES E2,FEMENINO
EL RETIRO E15,MASCULINO
TORRES DE CONFANDI E5,FEMENINO
SAN FERNANDO VIEJO E19,FEMENINO
LOS CHORROS E18,MASCULINO
CIUDADELA FLORALIA E6,FEMENINO
CIUDADELA FLORALIA E6,FEMENINO
VERSALLES E2,MASCULINO
LOS ALCAZARES E6,FEMENINO
ALFONSO LOPEZ I E7,MASCULINO
ALFONSO LOPEZ I E7,MASCULINO
LAS DELICIAS E4,FEMENINO
PUEBLITO DE LOS SANCHEZ,MASCULINO
CIUDADELA DEL NORTE,MASCULINO
VDA. HATOVIEJO,FEMENINO
CIUDADELA DEL NORTE,FEMENINO
ZONA CENTRO,FEMENINO
BOSQUES DE ZUNHIGA,FEMENINO
ZONA INDUSTRIAL #2,MASCULINO
CALATRAVA,MASCULINO
OLEODUCTO C-5,MASCULINO
BOSQUES DE SAN PABLO C-7,MASCULINO
LOS COLORES C-11,FEMENINO
LOS ANGELES C-10,FEMENINO
CASTILLA C-5,MASCULINO
ASTORGA C-14,FEMENINO
ASTORGA C-14,FEMENINO
LA CANDELARIA C-10,MASCULINO
SAN JAVIER LA LOMA C-13,FEMENINO
LA CANDELARIA C-10,MASCULINO
GUAYAQUIL C-10,MASCULINO
VILLANUEVA C-10,FEMENINO
ROSALES C-16,FEMENINO
CERRO EL VOLADOR C-7,MASCULINO
ESTADIO C-11,MASCULINO
PRADO C-10,FEMENINO
LA MANSION C-8,MASCULINO
HOLANDA,FEMENINO
CRISTO REY,FEMENINO
SAN FELIPE,MASCULINO
CARRIZAL,MASCULINO
EL ENCANTO,MASCULINO
BARRIO MESOPOTAMIA,FEMENINO
SANTOS,MASCULINO
VILLA NUEVA,MASCULINO
SANTOS,FEMENINO
NUEVA COLOMBIA,MASCULINO
VILLA ROCIO,MASCULINO
LA ESTANCIA,FEMENINO
BOLIVAR,FEMENINO
LA ESMERALDA,FEMENINO
JORGE ELIECER GAITAN,MASCULINO
VILLA DOCENTE,FEMENINO
BELLO HORIZONTE,FEMENINO
MARIA EUGENIA ALTO,MASCULINO
MAREIGUA,MASCULINO
CENTRO,FEMENINO
OBRERO,MASCULINO
SANTO DOMINGO,MASCULINO
CENTRO,FEMENINO
LOS ANGELES,FEMENINO
COLON,FEMENINO
LA GRANJA,MASCULINO
BOLIVAR,MASCULINO
ESTACION (EL TEJAR) E-7,MASCULINO
LA ESMERALDA E-13,FEMENINO
VENECIA E-6,MASCULINO
BUENA VISTA E-1,FEMENINO
CHAPINERO CENTRAL E-2,MASCULINO
RESTREPO E-15,MASCULINO
CHAPINERO CENTRAL E-2,MASCULINO
EL MORTINHO E-10,MASCULINO
LA PAZ BOSA E-7,MASCULINO
TIBABITA E-1,MASCULINO
BRITALIA E-11,-
CONJUNTO EL PALMAR II Y III E-1,MASCULINO
QUINTAS DEL CACIQUE,-
EL PORTAL DE PATIO BONITO E-8,MASCULINO
EL PARAISO E-19,FEMENINO
BOSA E-7,FEMENINO
SAN ANTONIO E-15,MASCULINO
POLO CLUB E-12,FEMENINO
ANDALUCIA E-7,MASCULINO
SANTA FE E-13,MASCULINO
AURES II E-11,FEMENINO
TEJARES DEL NORTE E-11,MASCULINO
VERBENAL E-1,MASCULINO
CAMPINHA E-11,MASCULINO
SANTA SOFIA E-12,MASCULINO
LUCERO ALTO E-19,MASCULINO
EL CASTILLO E-8,FEMENINO
CENTRO E-3,MASCULINO
PATIO BONITO I E-8,FEMENINO
VENECIA E-6,MASCULINO
SAN LUIS E-13,FEMENINO
LA ESTANCIA E-19,MASCULINO
SAN MARTIN E-3,MASCULINO
SAN MATEO,MASCULINO
LIBERTADOR,MASCULINO
LIBERTADOR,FEMENINO
LAS CRISTALINAS,MASCULINO
ASENTAMIENTO LOS ANDESITOS,MASCULINO
CANDIDO LEGUIZAMO,FEMENINO
CENTRO,FEMENINO
VEREDA LA CASTANHEDA,FEMENINO
VEREDA LA CASTANHEDA,FEMENINO
CENTRO,MASCULINO
VILLA JOHANA,MASCULINO
CENTRO,MASCULINO
VILLA JULIA,MASCULINO
SAN FELIPE,FEMENINO
NAVARRETE,MASCULINO
SAN IGNACIO,MASCULINO
FATIMA,FEMENINO
MARIDIAZ,FEMENINO
AQUINE I,FEMENINO
CENTRO,FEMENINO
BARRIO PUEBLO NUEVO,FEMENINO
BARRIO SIGLO XXI,FEMENINO
QUINTAS DEL CACIQUE,-
VDA. LA UNION,FEMENINO
SECTOR PARQUE EL LAGO,MASCULINO
PINARES,FEMENINO
SECTOR CENTRO,FEMENINO
SECTOR CENTRO,FEMENINO
LOS CORALES,FEMENINO
FONTANA,MASCULINO
CAFE MADRID,FEMENINO
CHORRERAS DE DON JUAN,MASCULINO
ESPERANZA I,MASCULINO
ESPERANZA I,FEMENINO
EL CRISTAL,MASCULINO
MEJORAS PUBLICAS,MASCULINO
MEJORAS PUBLICAS,MASCULINO
BOLARQUI,FEMENINO
CENTRO,MASCULINO
CABECERA DEL LLANO,FEMENINO
SAN ALONSO,FEMENINO
POBLADO,FEMENINO
VEREDA EL TORNO,FEMENINO
URB. VILLA NATALIA,FEMENINO
DIVINO NINHO,MASCULINO
RITA ARROZOLA,MASCULINO
ARENITAS,MASCULINO
CARMENZA ROCHA,MASCULINO
ARKABAL,MASCULINO
GAITAN,MASCULINO
ONZAGA,MASCULINO
VILLAS DE GUALARA,MASCULINO
CENTRO,MASCULINO
JORDAN VII ETAPA,MASCULINO
EL CARMEN (E.SUR),FEMENINO
VILLA DEL SOL,FEMENINO
JARDIN SANTANDER,FEMENINO
LA FLORESTA,FEMENINO
CALIMA E4,FEMENINO
VENEZ - URB. CANHAVER E20,FEMENINO
SAN FERNANDO VIEJO E19,MASCULINO
EL LIDO E19,MASCULINO
DIAMANTE E13,FEMENINO
URB. CIUDAD JARDIN E22,FEMENINO
URB. CIUDAD JARDIN E22,FEMENINO
GUAYAQUIL E9,FEMENINO
JOSE M. MARROQUIN II E14,MASCULINO
EUCARISTICO E19,FEMENINO
MARROQUIN I E14,FEMENINO
SAN PASCUAL E3,MASCULINO
TORRES DE CONFANDI E5,MASCULINO
PARQUE DE LA CANHA E7,MASCULINO
ULPIANO LLOREDA E13,FEMENINO
NUEVA FLORESTA E12,FEMENINO
CIUDAD CAPRI E17,MASCULINO
PRADOS DEL NORTE E2,FEMENINO
UNID. A GALINDO PLAZA TOROS E19,MASCULINO
FATIMA E4,FEMENINO
EL GUABAL E10,MASCULINO
LILI E17,MASCULINO
LILI E17,MASCULINO
SAN PEDRO E3,FEMENINO
LOS CAMBULOS E19,MASCULINO
LOS ANDES E5,FEMENINO
SAN MARINO E7,MASCULINO
VDA LOMITAS,FEMENINO
VILLA LINDA,MASCULINO
EL CENTRO,FEMENINO
PORTALES DE COMFANDI E25,FEMENINO
SANTANA,MASCULINO
PRADO,MASCULINO
LA MISERICORDIA,MASCULINO
EL DORADO,FEMENINO
ZONA CENTRO,FEMENINO
LAS VEGAS,MASCULINO
PILSEN,MASCULINO
LOS NARANJOS,MASCULINO
ASTURIAS,MASCULINO
LA CANDELARIA C-10,FEMENINO
NUEVA VILLA DE ABURRA C-16,FEMENINO
SANTA MARGARITA C-7,FEMENINO
BARRIO COLOMBIA C-14,MASCULINO
ESTACION VILLA C-10,MASCULINO
CERRO EL VOLADOR C-7,MASCULINO
BRASILIA  C-4,MASCULINO
LOS NARANJOS C-14,MASCULINO
BARRIO COLOMBIA C-14,MASCULINO
LA CANDELARIA C-10,MASCULINO
EL BOSQUE,MASCULINO
MONTES,MASCULINO
BOSTON,MASCULINO
CENTRO,MASCULINO
VDA. TOBAL,FEMENINO
EL CENTRO,FEMENINO
EL RAICERO,FEMENINO
CASIMENA,MASCULINO
CASIMENA,FEMENINO
LAS AMERICAS,FEMENINO
YANACONAS,FEMENINO
YANACONAS,FEMENINO
ALTOS DEL JARDIN,FEMENINO
OBRERO,MASCULINO
LA ESPERANZA,MASCULINO
HOLANDA,FEMENINO
NARINHO,-
LA CABRERA E-2,FEMENINO
SAMORE E-6,MASCULINO
CHAPINERO CENTRAL E-2,MASCULINO
EL PALMAR E-7,MASCULINO
LOS PERIODISTAS E-8,FEMENINO
VILLA NELLY E-8,FEMENINO
COLOMBIA,MASCULINO
PATIO BONITO I E-8,MASCULINO
SAN MARTIN E-3,FEMENINO
CASTILLA LA NUEVA E-8,MASCULINO
LA PAZ E-18,MASCULINO
LA MAGDALENA E-13,MASCULINO
RIO NEGRO NORTE E-12,MASCULINO
SANTA BARBARA CENTRAL E-1,MASCULINO
LA PATRIA E-12,MASCULINO
CAOBOS E-1,MASCULINO
VILLA MARIA I E-11,FEMENINO
LOS MOLINOS DEL VIENTO E-1,MASCULINO
SAN CARLOS PREDIO SAN JOSE E-6,MASCULINO
VELODROMO E-4,MASCULINO
SAN VICTORINO E-3,FEMENINO
EL REFUGIO E-9,FEMENINO
URB. MIRANDELA E-11,MASCULINO
CHICO I E-2,MASCULINO
EL PORVENIR E-5,FEMENINO
COUNTRY SUR E-18,MASCULINO
NIZA NORTE E-11,MASCULINO
POLO CLUB E-12,FEMENINO
7 DE AGOSTO E-12,MASCULINO
CHICO I E-2,MASCULINO
ROMA  E-8,MASCULINO
LA PATRIA E-12,FEMENINO
VERAGUAS E-14,MASCULINO
BELLAVISTA E-8,FEMENINO
VILLA MAYOR E-15,MASCULINO
CARVAJAL E-8,FEMENINO
URB. SAN CARLOS E-6,FEMENINO
MODELO E-12,MASCULINO
CHAPINERO ALTO E-2,FEMENINO
VILLA NUEVA   E-8,FEMENINO
LAS BRISAS E-8,MASCULINO
CENTRO,FEMENINO
SANTA ISABEL,MASCULINO
ARRIBA,FEMENINO
SAN ISIDRO,MASCULINO
VEREDA BALSEADERO,MASCULINO
SAN MARTIN DE PORRES,MASCULINO
ALAMOS NORTE,FEMENINO
ALAMOS NORTE,FEMENINO
CENTRO,MASCULINO
VILLA DEL RIO,MASCULINO
PARQUE,MASCULINO
VENCEDORES,MASCULINO
VENCEDORES,MASCULINO
BARZAL ALTO,FEMENINO
SAN BENITO,MASCULINO
NUEVO MAIZARO,MASCULINO
LA ROCHELA,MASCULINO
VILLA JULIA,FEMENINO
CENTRO,FEMENINO
CENTRO,FEMENINO
BARRIO CONTENTO,FEMENINO
BARRIO CENTRO,FEMENINO
BARRIO SAN MATEO,FEMENINO
BARRIO VILLA CRISTINA,MASCULINO
VDA. UCHUPAYACO,MASCULINO
CAFETERO,FEMENINO
VERACRUZ,MASCULINO
EL CAM,MASCULINO
CUBA V-8,MASCULINO
LA PAZ CENTRO,FEMENINO
COLOMBIA,MASCULINO
SAN PEDRO CLAVER,MASCULINO
CENTRO,FEMENINO
CENTRO,MASCULINO
GIRARDOT,FEMENINO
CENTRAL DE ABASTOS,MASCULINO
ALTOS DE ANDINA,FEMENINO
EL CORTIJO,FEMENINO
POZO MAJAGUAL PARQUE,FEMENINO
CENTRO,FEMENINO
CENTRO,MASCULINO
LOS ROSALES,FEMENINO
CENTRO,MASCULINO
PIEDRA PINTADA PARTE ALTA,FEMENINO
LA POLA,FEMENINO
LAS VEGAS,MASCULINO
CENTRO,FEMENINO
BOLIVAR,FEMENINO
ALFONSO LOPEZ I E7,MASCULINO
SAN PEDRO E3,MASCULINO
LEON XIII E11,MASCULINO
METROPOLITANO DEL NORTE E5,MASCULINO
ASTURIAS E12,MASCULINO
CHAMPAGNAT E19,MASCULINO
MARROQUIN I E14,FEMENINO
EL INGENIO E17,MASCULINO
EL CEDRO E19,FEMENINO
JORGE ISAACS E4,MASCULINO
EVARISTO GARCIA E4,FEMENINO
SAN VICENTE E2,MASCULINO
EL JARDIN E11,MASCULINO
SAN NICOLAS E3,MASCULINO
SAN LUIS II E6,MASCULINO
MANUEL JOSE RAMIREZ,FEMENINO
LA CONCORDIA,MASCULINO
LA CAMPINHA,FEMENINO
ESTAMBUL,FEMENINO
LA ALAMEDA,FEMENINO
DITAIRES,FEMENINO
LOS NARANJOS,FEMENINO
TRIANA,MASCULINO
MILIMETRO,FEMENINO
SAN JUDAS,MASCULINO
LA CANDELARIA C-10,MASCULINO
SANTA LUCIA C-12,FEMENINO
LOS COLORES C-11,FEMENINO
SAN GERMAN C-7,MASCULINO
BRASILIA  C-4,MASCULINO
FERRINI C-12,MASCULINO
EL POBLADO C-14,MASCULINO
ALEJANDRO ECHAVARRIA  C-9,MASCULINO
VERSALLES 1 C-3,FEMENINO
NARANJAL C-11,MASCULINO
LA AGUACATALA C-14,MASCULINO
BARRIO COLON C-10,MASCULINO
LA CANDELARIA C-10,MASCULINO
EL CHUSCAL,FEMENINO
CENTRO,MASCULINO
CEVILLAR,MASCULINO
NORTE ZONA UNO,MASCULINO
CEMENTERIO,FEMENINO
EL CARMEN,MASCULINO
LAS MARGARITAS,MASCULINO
CHICAMOCHA,MASCULINO
SANTA INES,MASCULINO
BARRIO LAS AMERICAS,MASCULINO
VDA LA PRIMAVERA,FEMENINO
EL DEAN,FEMENINO
YAMBITARA,MASCULINO
ALAMEDA,FEMENINO
LA ESTANCIA,MASCULINO
LA ESMERALDA,FEMENINO
BRISAS DE BUTURAMA,MASCULINO
IDEMA,FEMENINO
LA ESPERANZA,MASCULINO
VILLA DEL ROSARIO,MASCULINO
EL CENTRO,MASCULINO
EDMUNDO LÒPEZ,MASCULINO
LA CASTELLANA,FEMENINO
CARVAJAL E-8,MASCULINO
VILLA ALSACIA SECTOR A E-9,MASCULINO
ALAMEDA E-3,MASCULINO
URB. MAZUREN I SECTOR E-11,FEMENINO
