BARRIO,EDAD
LA CASTELLANA C-11,ADULTOJOVEN
LOS SALADOS,ADULTOMAYOR
VDA. LAS LOMITAS,ADULTOMAYOR
VDA. LAS LOMITAS,ADULTOMAYOR
VDA. LAS LOMITAS,ADULTOMAYOR
EL ROSARIO,ADULTO
CARRIZAL,ADULTO
CALAMARY,ADULTO
CALAMARY,ADULTOMAYOR
SAN MARTIN,ADULTOJOVEN
PRADO,ADULTO
LAS MORAS,ADULTOMAYOR
COSTA HERMOSA,ADULTO
EL CARMEN,ADOLESCENTE
BARRIO LA MARIA,ADULTO
PLAZA MERCADO DEL SUR,ADULTO
CENTRO,ANCIANO
LA RAMBLA,ADOLESCENTE
LAS AVENIDAS,ADULTOJOVEN
MODELO,ADULTOJOVEN
SANTA CLARA,ADULTO
MODELO,ADULTOMAYOR
LOPERENA,ANCIANO
LA ESPERANZA,ADULTO
27 DE JULIO,ADOLESCENTE
OSPINA PEREZ,ADULTOJOVEN
LA PRADERA,ANCIANO
EL CENTRO,ADULTOMAYOR
LA MAGDALENA E-13,ADULTO
PALESTINA E-7,ADULTO
LAS AGUAS E-3,ADOLESCENTE
URB. LA FRAGUITA E-15,ADULTOMAYOR
SAN FRANCISCO E-19,ADULTOJOVEN
SANTA FE E-14,ANCIANO
EL RINCON E-11,ADULTOJOVEN
ALFONSO LOPEZ E-13,ADULTOMAYOR
BARRIOS UNIDOS E-12,ADULTOJOVEN
CHAPINERO NORTE E-2,ADULTOMAYOR
EL TUNAL II E-6,ADOLESCENTE
MONTEVIDEO E-9,ADULTOJOVEN
VEINTE DE JULIO E-4,ADULTOJOVEN
OLAYA E-18,ADULTO
BALMORAL I ETAPA E-19,ADULTOJOVEN
CHAPINERO CENTRAL E-2,ADULTO
SAN FASSON E-14,ADULTO
PRADO PINZON E-11,ADULTOMAYOR
URB. PUENTE ARANDA E-16,ADULTO
CHAPINERO CENTRAL E-2,ADULTOJOVEN
LA FLORIDA E-10,ADULTOJOVEN
EL CODITO E-1,ADULTO
DINDALITO E-8,ADULTOMAYOR
EL RECUERDO E-13,ADULTOJOVEN
CANDELARIA LA NUEVA I SECTOR E-19,ADULTO
BACHUE E-10,ADULTOJOVEN
URB. LA ASUNCION E-16,ADULTO
LA MARIA   E-8,ADULTO
SAN BLAS E-4,ADULTOJOVEN
URB. SAN PATRICIO E-1,ADULTO
SAN LUIS E-13,ADULTOMAYOR
SAN ANDRES   E-8,ADULTOJOVEN
CIUDAD JARDIN SUR E-15,ADULTO
POLO CLUB E-12,ADULTO
VILLEMAR E-9,ADULTOJOVEN
LAS DOS AVENIDAS E-8,ADULTOJOVEN
LOS MOLINOS DEL SUR E-18,ADULTOJOVEN
TIMIZA CELULA A LOTE RA-2 E-8,ADULTOJOVEN
LA SOLEDAD E-13,ADULTOJOVEN
EL NOGAL E-2,ADULTO
SANTA RITA,ADULTOJOVEN
LORENZO SOLANO,ADULTOJOVEN
TRAMO DE VIA,ADULTO
LAS TUNAS,ADULTO
VILLA CAFE,ADULTO
URBANIZACION CIUDAD DEL SOL,ADULTO
CENTRO,ADULTO
NUEVO RICAUTE,ADULTO
PLAYA RICA,ADULTO
NUEVO MAIZARO,ADULTOJOVEN
CIUDAD PORFIA,ADOLESCENTE
SAN ISIDRO,ADULTOMAYOR
SAN JOSE,ADULTOJOVEN
CENTRO,ADULTO
CIUDAD PORFIA,ADOLESCENTE
EL DARIEN,ADULTOMAYOR
JONGOVITO CATAMBUCO,ADULTO
VILLAFLOR II,ADULTO
VDA SAN FRANCISCO BUESAQUILLO,ADULTO
CENTRO,ADULTOJOVEN
AGUALONGO,ADULTOMAYOR
SANTA MATILDE,ADULTO
EL COMERCIO,OTRA
BARRIO LOMA DE BOLIVAR,ADULTO
QUINTAS DE LA MARINA,ADOLESCENTE
CENTRO,ADULTOMAYOR
LA ARBOLEDA,ADOLESCENTE
LA ARBOLEDA,ADOLESCENTE
LIMONAR,ADOLESCENTE
SECTOR LA VEINTE,ADULTOMAYOR
NUEVA CECILIA,ADULTOJOVEN
VERSALLES,ADULTO
VERSALLES,ADULTOJOVEN
VERSALLES,ADULTOJOVEN
VERSALLES,ADULTOJOVEN
VERSALLES,ADULTOJOVEN
OLIMPICO II,ADULTOMAYOR
LIBERTAD,OTRA
LAS GRANJAS,ADULTOJOVEN
CABECERA DEL LLANO,ANCIANO
PUERTA DEL SOL,ADULTOJOVEN
KENNEDY,ADOLESCENTE
CENTRO,ADULTOJOVEN
BETANIA,ADULTO
LA CUMBRE,ADULTO
ALTO VIENTO II,ADULTOJOVEN
ZAPAMANGA V,ADULTO
ARENALES I,ANCIANO
LOS CUROS,ADULTOMAYOR
URB. PORTAL DEL VALLE,ADULTO
LA CANDELARIA,ADULTO
VRDA  TUN-TUN,ADULTO
VIVEROS,ADULTO
RINCON DE PIEDRAPINTADA,ADULTOJOVEN
LA GAVIOTA,ADULTOJOVEN
EL CARMEN,OTRA
PUEBLO NUEVO,ADULTO
SAN NICOLAS E3,ADULTOMAYOR
FLORA INDUSTRIAL E4,ADULTOJOVEN
VERSALLES E2,ANCIANO
LOS ALCAZARES E6,ADULTO
LILI E17,ADULTOJOVEN
LA NUEVA BASE E8,ADULTO
LA NUEVA BASE E8,ADULTO
LILI E17,ADULTO
URBANIZACION LA FLORA E2,ADULTOMAYOR
URBANIZACION LA FLORA E2,ADULTOJOVEN
PETECUY I E6,ADULTOMAYOR
JUNIN E9,ANCIANO
VERSALLES E2,ANCIANO
LOS GUAYACANES E5,ADULTOJOVEN
MARIANO RAMOS E16,ADULTOMAYOR
CIUDAD CORDOBA E15,ADULTO
SAN NICOLAS E3,ADULTOMAYOR
COLSEGUROS ANDES E10,ADULTO
CHAPINERO E8,ADULTOJOVEN
EL GUABAL E10,ANCIANO
AGUABLANCA E11,ADULTOJOVEN
LOS CAMBULOS E19,ADULTOMAYOR
ALFONSO BARBERENA E12,ADULTOMAYOR
ALFONSO BARBERENA E12,ADULTOMAYOR
CIUDADELA FLORALIA E6,ADULTO
SAN FERNANDO NUEVO E19,ADULTO
SANTA ELENA E10,ADULTOJOVEN
PANAMERICANO (23-2),ADULTOJOVEN
VEREDA IRRUPA,ANCIANO
VEREDA IRRUPA,ANCIANO
VIA A A RIOFRIO,ADOLESCENTE
CGTO NARINHO,ADULTOJOVEN
PROGRESAR,ADULTOJOVEN
LA MADERA,ADULTOJOVEN
LA CABANHA,ADULTOMAYOR
CENTRAL MAYORISTA,ADULTO
MIRAVALLE C-16,ADULTO
BOMBONA 1 C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOMAYOR
PATIO BONITO C-14,ADULTOJOVEN
PATIO BONITO C-14,ADULTO
SANTA LUCIA C-12,ADULTOJOVEN
SANTA LUCIA C-12,ADULTOJOVEN
LAS PALMAS C-10,ADULTOJOVEN
MANRIQUE 2  C-3,ADULTOJOVEN
LA CANDELARIA C-10,ANCIANO
AURES C-7,ADULTOJOVEN
SAN JOAQUIN C-11,ADULTOJOVEN
KENNEDY C-6,OTRA
CARIBE C-5,ADULTO
CARIBE C-5,ADULTO
BETANIA,ADULTOJOVEN
CHIQUINQUIRA,ADOLESCENTE
PUEBLO,ADULTO
MONTES,ADULTOJOVEN
SAN ISIDRO,OTRA
LUCERO,ADULTO
VILLA OLIMPICA,ADULTOMAYOR
SABANILLA,ADULTO
SABANILLA,ADULTO
LOS ANGELES,OTRA
SANTA LUCIA,ADULTOJOVEN
VILLA VIANEY,ADULTOJOVEN
BARRIO KENNEDY,ADULTOJOVEN
BARRIO SANTA RITA,ADULTO
FUNDADORES,ADOLESCENTE
CENTRO,ADULTO
BARRIO LLERAS,ADULTOJOVEN
BELEN,ADULTOMAYOR
FUNDADORES,ADULTOJOVEN
VILLA MARIA,ADULTO
VALENCIA,ADULTOJOVEN
EL EMPEDRADO,ADULTO
CENTRO,ADULTO
KENNEDY,ADULTOJOVEN
SAN RAFAEL,OTRA
SAN RAFAEL,OTRA
EL CENTRO,ADULTOJOVEN
EDMUNDO LÒPEZ,ADULTOJOVEN
EDMUNDO LÒPEZ,ADULTO
BONANZA,ADULTOMAYOR
LA GRANJA,ADOLESCENTE
CASABLANCA I     E-8,ADULTO
SUCRE E-2,ANCIANO
DANUBIO AZUL E-5,ADULTOJOVEN
LA SOLEDAD E-13,ADULTOJOVEN
BOSA CENTRO E-7,ADULTOJOVEN
PALOQUEMAO E-14,ADULTOJOVEN
ANTONIA SANTOS E-7,ADULTOJOVEN
CHICO I E-2,ANCIANO
QUIROGA IHS ETAPA E-18,ADULTO
LA CANDELARIA E-17,ADULTOJOVEN
RICAURTE OCCIDENTAL E-16,OTRA
CIUDAD KENNEDY CENTRAL E-8,ADULTOJOVEN
EL PINAR E-11,ADULTOJOVEN
LUCERO BAJO E-19,ADULTOJOVEN
VILLA MAYOR E-15,ADULTOMAYOR
TEUSAQUILLO E-13,ADULTO
GRATAMIRA E-11,ADULTOJOVEN
CONTADOR E-1,ADULTOJOVEN
CIUDAD JARDIN SUR E-15,ADULTOMAYOR
BRAVO PAEZ E-18,ADULTOMAYOR
LA CATEDRAL E-17,ADULTOJOVEN
GRAN COLOMBIANO E-8,ADULTOJOVEN
CHAPINERO ALTO E-2,ADULTOJOVEN
GRANADA E-2,ADULTOJOVEN
MINUTO DE DIOS E-10,ADULTOJOVEN
LAS VILLAS,ADULTOMAYOR
VEREDA PANORAMA,ADULTO
ANTONIO NARINHO,ADULTO
CORDOBITA,ADULTOMAYOR
MINUTO DE DIOS,ADULTO
JARDIN,ADULTOJOVEN
COMUNEROS,ADULTO
SAN ISIDRO,ADULTO
VILLA JULIA,ADULTOMAYOR
EL MILAGRO,ADULTO
VILLA ORIENTE,ADULTOJOVEN
INDUSTRIAL,ADULTO
CIUDADELA COFREM,ADULTOJOVEN
BARZAL ALTO,ADULTO
CIUDADELA LA MADRID,ADULTO
ANTONIO PINILLA,ADULTO
PALERMO,ADULTO
PUCALPA I,ADOLESCENTE
POTRERILLO,ADOLESCENTE
AVENIDA BOYACA,ADULTO
AGUALONGO,ADULTOJOVEN
BARRIO CENTRO,ADULTOMAYOR
SECTOR PORTAL DEL QUINDIO,ADULTO
VDA. PITAL DE COMBIA,ADULTOJOVEN
SECTOR PARQUE LA LIBERTAD,ADULTO
SECTOR CURVA LA VIRGEN,ADULTO
PALMIRA,ADULTO
PALMIRA,ADULTOMAYOR
EL PARNASO,ADULTOMAYOR
SECTOR COMERCIAL,ADULTO
SECTOR COMERCIAL,ADULTO
SECTOR COMERCIAL,ADULTO
VILLA ROSA,ADULTOJOVEN
SOTOMAYOR,ANCIANO
SAN ALONSO,ADULTOJOVEN
SOTOMAYOR,ADULTO
GAITAN,ADOLESCENTE
PRADOS DEL SUR,ADULTO
ARGELIA,ADULTOJOVEN
CAMILO TORRES,ADOLESCENTE
CADIZ,ADULTOJOVEN
YULDAIMA,ADULTOJOVEN
EL JORGE,ADULTO
REPUBLICA ISRAEL E16,ADULTO
VALLADO E15,ADULTOMAYOR
DESEPAZ INVICALI E21,ADULTOMAYOR
ALFEREZ REAL E18,ADULTO
SULTANA BERLIN SAN FRANCISCO E4,ADULTOJOVEN
CGTO MONTEBELLO E1,ANCIANO
SALOMIA E4,ADULTO
LA MERCED E3,ADULTO
SANTA ANITA E17,ADULTO
VERSALLES E2,ADULTO
CALIMIO DESEPAZ E21,ADULTO
GUAYAQUIL E9,ADOLESCENTE
GUAYAQUIL E9,ADOLESCENTE
LOS CAMBULOS E19,ADULTO
CIUDAD 2000 E16,ADULTOMAYOR
ANTONIO NARINHO E16,ADULTOJOVEN
BASE AEREA E7,ADOLESCENTE
EL TRONCAL E8,ADULTO
CIUDAD CAPRI E17,ADULTOJOVEN
LA CRISTINA,ADULTOJOVEN
LA BALASTRERA,ADULTO
PRADO,ADULTO
LAS GRANJAS,ADULTOJOVEN
SECTOR EL GUAMO,ADULTO
LA GLORIA,ADULTO
CENTRO,ADULTO
CARIBE C-5,ADULTOJOVEN
CATALUNHA  C-9,ADULTO
SURAMERICANA C-11,ADULTO
SAN PEDRO  C-4,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOJOVEN
LA CANDELARIA C-10,ADULTOMAYOR
LA CANDELARIA C-10,ADULTOMAYOR
CENTRO ADMINISTRATIVO C-10,ADULTO
CENTRO  S.A.P.,ADULTOJOVEN
LAS MARGARITAS S.C.,ADULTOMAYOR
MAYORCA C-15,ADULTO
BARRIO COLOMBIA C-14,ADULTO
LA CANDELARIA C-10,ADULTOJOVEN
CRISTO REY C-15,ADULTOJOVEN
LA ALPUJARRA C-10,ADULTOMAYOR
RESTREPO NARANJO,OTRA
UNION,ADULTOJOVEN
RIOMAR,ADULTOJOVEN
VILLA ROSARIO,ADULTO
EL FERRY,ADULTOJOVEN
VILLA DEL CARMEN,ADULTOJOVEN
VDA. VOLCAN,ANCIANO
VDA. SIQUINQUE,ADULTO
BARRIO GAITAN,ADULTOMAYOR
BARRIO MESOPOTAMIA,ADULTO
GALERIAS,ADULTO
SECTOR EL CABLE,ADULTO
CALLE NUEVA,ADULTOJOVEN
SANTIAGO DE CALI,ADULTOJOVEN
SITIO O VDA LOS FAROLES,ADULTOJOVEN
LUIS A ROBLES,ADULTO
CENTRO,ADOLESCENTE
CENTRO,ADOLESCENTE
CENTRO,ADULTOJOVEN
LA CASTELLANA,ADULTOJOVEN
EL RECREO E-7,ADULTOJOVEN
URB. LA CORUNHA E-19,ADULTO
TECHO  E-8,ADULTO
URB. LA COLINA CAMPESTRE I SECTOR E-11,ADULTO
BOSA CENTRO E-7,ADULTOJOVEN
VILLA MAYOR E-15,ADULTOMAYOR
BILBAO E-11,ADULTOJOVEN
NARINHO SUR E-4,ADULTO
URB. BAHIA SOLANO E-9,ADULTOJOVEN
FERROCAJA E-9,ADULTO
LUCERO MEDIO E-19,ADULTO
MUZU E-6,ADULTOJOVEN
LUCERO BAJO E-19,ADULTO
TEUSAQUILLO E-13,ADULTOJOVEN
TEUSAQUILLO E-13,ADULTOJOVEN
TEUSAQUILLO E-13,ADULTO
RICAURTE E-14,ADULTOJOVEN
SALAZAR GOMEZ E-16,ADULTO
GALERIAS E-13,ADULTOMAYOR
CENTRO E-3,ADULTOMAYOR
LA URIBE E-1,ADULTO
LA PORCIUNCULA E-2,ADULTOJOVEN
CALANDAIMA E-8,ADULTO
SAN BERNARDINO E-7,ADULTOJOVEN
ONASIS E-8,ADULTOJOVEN
SANTA MARIA DEL LAGO E-10,ADULTO
LAS GRANJAS E-9,ADULTOJOVEN
URB. MADELENA I Y II SECTOR E-19,ADULTOJOVEN
SAN VICENTE FERRER E-6,ADULTOJOVEN
MARLY E-2,ADULTOJOVEN
RICAURTE E-14,ADULTOJOVEN
SAN BENITO E-6,ADULTOJOVEN
SAN MARTIN E-3,ANCIANO
TINTAL    E-8,ADULTOMAYOR
GRAN BRITALIA E-8,ADULTO
SAN JOSE SUR E-18,ADULTOJOVEN
CHAPINERO ALTO E-2,ADULTOMAYOR
TEUSAQUILLO E-13,ADULTOJOVEN
VOTO NACIONAL E-14,ADULTOMAYOR
CHAPINERO SUR OCC. E-13,ADOLESCENTE
CHAPINERO SUR OCC. E-13,ADOLESCENTE
CORABASTOS E-8,ANCIANO
LA ESMERALDA E-13,ADULTO
SAN FASSON E-14,ADULTOJOVEN
TORRENTES,ADULTO
JORGE ARRIETA,ADULTO
EUGENIO FERRO FALLA,ADULTOJOVEN
EL TRIANGULO,ADULTOMAYOR
MOTELES VIA A PALERMO,ADULTO
MOTELES VIA A PALERMO,ADULTO
URBANIZACION SIERRA ADENTRO,ADULTO
CENTRO,ADULTO
SAN MARCOS,OTRA
LA ESPERANZA III ETAPA,ADOLESCENTE
7 DE AGOSTO,ADULTOJOVEN
SAN ANTONIO,ADULTOJOVEN
VILLA DEL RIO,ADULTOJOVEN
CENTRO,ADULTO
VILLA CLAUDIA,ADULTO
LA FLORIDA,ADULTO
PUENES,ADULTO
CAICEDO,ADULTOJOVEN
CHILE,ADULTOMAYOR
EL PILAR,ADULTO
FATIMA,ADULTOJOVEN
EL PILAR,ADOLESCENTE
SANTA CLARA,ADULTOJOVEN
CENTRO,ADULTO
LA FLORIDA,ADULTO
BARRIO PRADOS DEL NORTE,ADULTO
BARRIO PRADOS DEL NORTE,ADULTO
BARRIO LLERAS RESTREPO,ADULTOJOVEN
BARRIO LATINO,ADULTOJOVEN
LAS PALOMAS,ADULTOMAYOR
CORALES,ADULTO
LA VICTORIA,ADULTOMAYOR
CENTRO (A) PEREIRA,ADULTOJOVEN
EL RETEN,ADULTOJOVEN
LA AURORA,ADULTO
LA AURORA,ADULTO
LA AURORA,ADULTO
SOTOMAYOR,ADULTOJOVEN
URB. CIUDAD BOLIVAR,ADULTOJOVEN
GIRARDOT,ADULTO
GOMEZ NINHO,ADULTO
GOMEZ NINHO,ADULTO
CENTRO,ADULTO
MOLINOS BAJOS,ADULTOMAYOR
LOS ROSALES,ADOLESCENTE
CARRIZAL,ADULTO
SAN ANTONIO DEL CARRIZAL,ANCIANO
VILLAS DEL RIO,ADULTOJOVEN
VILLAS DEL RIO,ADULTOJOVEN
VRDA. MECHI SAN CAYETANO,ADULTO
VRDA. PASO ANCHO,ANCIANO
QUINTAS,ADULTO
VIVEROS,ADOLESCENTE
PICALENHA,ADULTOMAYOR
CENTRO,ADULTOJOVEN
PUEBLO NUEVO,ADULTOMAYOR
PORVENIR,ADULTO
LOS ALCAZARES E6,ADULTOJOVEN
CIUDAD CORDOBA E15,ADULTOJOVEN
MOJICA E15,ADULTOJOVEN
SAN CAYETANO E3,ADULTOMAYOR
LOS COMUNEROS II E13,ADULTO
CERRO TRES CRUCES E1,ADULTO
JORGE ZAWADSKY E10,ADULTO
SAN CARLOS E11,ADULTOMAYOR
NUEVA FLORESTA E12,ADULTO
CHARCO AZUL E13,ADULTO
BENJAMIN HERRERA E8,ADULTOJOVEN
LOS GUADUALES E6,ADULTOJOVEN
SAN NICOLAS E3,ADULTO
LOS ALCAZARES E6,ADULTO
SANTA ELENA E10,ADULTOMAYOR
CHIPICHAPE E2,ADULTO
PUERTAS DEL SOL E14,ADULTO
20 DE JULIO,ADULTOJOVEN
BELEN,ADOLESCENTE
ALTOS DE NIQUIA,ADULTO
ZAMORA,ADULTO
CIUDADELA DEL NORTE,ADULTOJOVEN
MESA,ADULTOJOVEN
VILLA PAULA,ADULTOJOVEN
BOSTON C-10,ADULTOMAYOR
BUENOS AIRES  C-9,ADULTOJOVEN
ALFONSO LOPEZ C-5,ADULTO
LAS NIEVES,ADULTOJOVEN
PRADO,ADULTOMAYOR
NUEVA COLOMBIA,ADULTO
SAN ANTONIO,ADULTO
LA FERIA,ADULTOJOVEN
COSTA HERMOSA,ADULTOJOVEN
BARRIO CENTRO,ADULTOJOVEN
BARRIO CENTRO,ADULTOJOVEN
BARRIO CENTRO,ADULTO
PARQUE JULIO FLORES,ADOLESCENTE
BARRIO BOYACA ALTO,ADULTOMAYOR
BARRIO LAS CALLEJAS,ADULTOJOVEN
CENTRO,ADULTOJOVEN
LA ARBOLEDA,OTRA
EL CARMEN,ANCIANO
BARRIO GALERIAS,ANCIANO
LOS VENCEDORES,ADULTOMAYOR
MARIA MILENA,ADULTOJOVEN
HOBO,ADULTO
TORREMOLINOS,ADULTOJOVEN
CAMPAMENTO,ADULTO
7 DE AGOSTO,ADULTOJOVEN
LOS CAMPANOS,ADULTO
MOGAMBO,ADULTOJOVEN
GARZONES,ADULTOMAYOR
BOLIVIA E-10,ADULTO
VEINTE DE JULIO E-4,ADULTOMAYOR
PLAZA DE LAS FLORES   E-8,ADULTOMAYOR
CIUDAD JARDIN SUR E-15,ADULTOMAYOR
CIUDAD KENNEDY CENTRAL E-8,ADULTOMAYOR
CIUDAD SALITRE II E-13,ADULTO
LA AURORA E-12,ADULTO
TUNALITO E-6,ADULTOJOVEN
LA PORCIUNCULA E-2,ADULTOJOVEN
LOS CEDRITOS E-1,ADULTO
MODELIA E-9,ADULTOJOVEN
7 DE AGOSTO E-12,ADULTO
SAN DIEGO E-3,ADULTOJOVEN
SAN JOSE SPRING E-11,ADULTOJOVEN
CHICO I E-2,ADULTOJOVEN
LA ALMERIA E-10,ADULTOMAYOR
SAN MARTIN E-2,ADULTO
VERBENAL E-1,ADULTO
URB. SAN EUSEBIO E-16,ADULTOMAYOR
RICAURTE E-14,ADULTOJOVEN
LA GAITANA E-11,ADULTOJOVEN
NUEVA GERONA,ADULTO
EL CERRITO,ADULTOJOVEN
JOSE ANTONIO GALAN,ADULTOJOVEN
JOSE ANTONIO GALAN,ADULTOJOVEN
15 DE MAYO,ADULTOJOVEN
NUEVO HORIZONTE,ADULTOJOVEN
SAN RAFAEL,ADULTO
VILLA MARCELA ETAPA I,ADULTOJOVEN
LOMA LINDA,ADULTO
URBANIZACION COMBEIMA,ADULTOJOVEN
LA ROSALIA,ADULTOJOVEN
LA ROSALIA,ADULTOJOVEN
CIUDAD PORFIA,ADULTOJOVEN
LLANO LINDO,ADULTO
GUATIQUIA,ADULTOMAYOR
7 DE AGOSTO,ADULTOJOVEN
VILLA ORTIZ I,ADULTOJOVEN
EL EMPORIO,ADULTOJOVEN
VENCEDORES,ADULTOJOVEN
SAN ANTONIO,ADULTO
LLANABASTOS,ADULTO
CGTO. DE OBONUCO,ADOLESCENTE
CGTO. DE OBONUCO,ADULTOJOVEN
LOS FUNDADORES,ADULTO
LORENZO,ADULTO
BARRIO BOCONO,ADULTOJOVEN
BARRIO CARORA,ADULTO
CENTRO,ADULTOMAYOR
EL REMANSO,ADULTO
EL ROSAL,ADULTO
GAMMA III,ADULTO
EL TRIUNFO,ADULTOJOVEN
CIUDADELA REAL DE MINAS,ADULTOJOVEN
GIRARDOT,ADULTOMAYOR
UNION,ADULTO
SAN RAFAEL P/TA,ADULTOMAYOR
CENTRO,ADULTO
CENTRO,ADULTOJOVEN
JORDAN III ETAPA,ADULTO
EL REFUGIO E19,ADULTO
PARCELACIONES PANCE E22,ADULTOJOVEN
PARCELACIONES PANCE E22,ADULTOJOVEN
PARCELACIONES PANCE E22,ADULTO
PARCELACIONES PANCE E22,ADULTOJOVEN
EL TRONCAL E8,ADULTOJOVEN
SUCRE E9,ADULTOMAYOR
SANTA TERESITA E2,ADULTOJOVEN
PARCELACIONES PANCE E22,ADULTOJOVEN
LOS CAMBULOS E19,ADULTOJOVEN
LOS CAMBULOS E19,ADULTOJOVEN
VIPASA E2,ADULTO
BELISARIO CAICEDO E20,ADULTOMAYOR
CIUDAD CORDOBA E15,ADULTOJOVEN
CIUDAD CORDOBA E15,ADULTOJOVEN
EL INGENIO E17,ADULTOMAYOR
VALLE GRANDE E21,ADULTO
CALLEJON TIPLE ARRIBA (23-S-4-1),ADULTOJOVEN
ALCAZARES,ADULTOJOVEN
SAN NICOLAS,ADULTOJOVEN
URB. EL BOSQUE,ADOLESCENTE
OLIMPICO,ADULTOJOVEN
CENTRAL,ADULTOMAYOR
CENTRO,ADULTOMAYOR
SAN FERNANDO,ADULTO
ZONA INDUSTRIAL #1,ADULTOMAYOR
SANTA MARIA # 3,ADULTO
ANDALUCIA  C-2,ADULTOJOVEN
LA FLORESTA C-12,ADULTOJOVEN
CONQUISTADORES C-11,ADULTOJOVEN
BOLIVARIANA C-11,ANCIANO
BELEN C-16,ADULTOMAYOR
VILLANUEVA C-10,ADULTO
ASTORGA C-14,ADULTOJOVEN
AURES C-7,ADULTOMAYOR
BARRIO COLON C-10,ANCIANO
BARRIO COLON C-10,ANCIANO
VILLANUEVA C-10,ADULTOJOVEN
LA AMERICA C-12,ADULTO
ESTADIO C-11,ADULTO
BARRIO CRISTOBAL C-12,ADULTO
MODERNO,ADULTOJOVEN
EL SANTUARIO,ADULTO
EL ROSARIO,ADULTOJOVEN
NUEVA GRANADA,ADULTOMAYOR
VILLA MUVDI,ADULTOJOVEN
TACARIGUA,ADULTO
SECTOR 7 DE AGOSTO,ADULTOJOVEN
BARRIO LA POLA,ADULTOJOVEN
BRR. TOCOGUA,ADULTOMAYOR
BARRIO  VILLA LUZ,ADULTOJOVEN
CENTRO,ADULTO
NUEVA COLOMBIA,ADULTOJOVEN
NUEVA COLOMBIA,ADULTOJOVEN
NUEVA COLOMBIA,ADULTOJOVEN
SAN JORGE,ADULTOJOVEN
UNION SAN CARLOS,ADULTOJOVEN
COMFACASANARE,ADULTOJOVEN
LOS SAUCES,ADULTOJOVEN
SANTA CLARA,ADOLESCENTE
LA ESMERALDA,ADULTO
PANDIGUANDO,ADULTOJOVEN
EL MORA,ADULTO
EL RECUERDO E-13,ADULTOJOVEN
FONTIBON CENTRO E-9,ADULTOJOVEN
SANTA BARBARA CENTRAL E-1,ADULTOJOVEN
LA PORCIUNCULA E-2,ADULTOMAYOR
INGLES E-18,ADULTOJOVEN
LA ESTACION E-7,ADULTO
FATIMA E-6,ADULTO
RESTREPO E-15,ADULTOJOVEN
PATIO BONITO I E-8,ADULTO
PROGRESO II SECTOR LA REFORMA E-5,ADULTOMAYOR
EL TINTAL E-8,OTRA
CASTILLA LA NUEVA E-8,ADULTO
VENECIA E-6,ADULTOJOVEN
PORTALES DE SAN ANTONIO E-10,ADOLESCENTE
MODELIA E-9,ADULTO
ALCAZARES E-12,ADULTOJOVEN
CENTRO INTERNACIONAL E-3,ADULTOJOVEN
CHICO NAVARRA E-1,ADULTO
ALAMEDA E-3,ANCIANO
FISCALA ALTA E-5,ADULTO
LA CASTELLANA E-12,ADULTOJOVEN
ANTIGUO COUNTRY E-2,ADULTOMAYOR
CENTRO NORTE USAQUEN E-1,ADULTO
USATAMA E-14,ADULTOJOVEN
LA ALAMEDA E-3,ADULTOMAYOR
NUEVO TIMIZA E-8,ADULTOJOVEN
GRAN AMERICA E-13,ADULTOJOVEN
MONSERRATE,ADULTOJOVEN
EL COCLI,ADULTOMAYOR
MOTELES VIA A PALERMO,ADULTO
BOGOTA,ADULTO
VEREDA GALILEA,ADULTOJOVEN
PUEBLO NUEVO,ADULTO
LAS AMERICAS,ADULTO
MAMATOCO,ADULTO
SAN ANTONIO,ADULTOMAYOR
EL EMPORIO,ADULTOJOVEN
SAN IGNACIO,ADULTOMAYOR
CENTRO,ADULTOJOVEN
POPULAR,ADULTO
TAMASAGRA I,ADULTOJOVEN
PARQUE INFANTIL,ADULTOJOVEN
CENTRO,ADULTOJOVEN
BARRIO PANAMERICANO,ADULTO
BARRIO LA CABRERA,ADULTOJOVEN
BARRIO LA CABRERA,ADULTOJOVEN
SAN JOSE,ADOLESCENTE
AVENIDA,OTRA
LA JULIA,ADULTOJOVEN
LA PAZ CENTRO,ADOLESCENTE
SAUCES I,ADULTOJOVEN
URIBE URIBE,ADULTOJOVEN
PALMIRA,ADULTO
FONTANA,ADULTOJOVEN
SAN RAFAEL,ADULTOJOVEN
PORTON DEL TEJAR,ADULTOMAYOR
EL BOSQUE,ADULTO
EL CAMINO REAL,ADULTO
CIUDADELA NUEVO GIRON,ADULTO
MIRADOR DE ARENALES,ADULTOJOVEN
EL LLANITO,ADULTOJOVEN
EL LLANITO,ADULTOJOVEN
SAN FRANCISCO P/TA,ADOLESCENTE
JUNIN,ADULTOMAYOR
ARGENTINA ANTIGUA,ANCIANO
LA ESPERANZA,ADULTO
JORDAN VI ETAPA,ADULTOJOVEN
LOS TUNJOS,ADULTOMAYOR
MACARENA ALTA,ANCIANO
ALASKA,ADULTOMAYOR
SAN SIMON PARTE BAJA,ADULTOJOVEN
MACARENA,ADULTOJOVEN
EL CARMEN,ADULTO
SAN ANTONIO E3,ADULTO
LA BASE E8,ADULTO
VILLA DEL SUR E11,ADULTO
LA MERCED E3,ADULTO
LEON XIII E11,ADULTO
LLERAS CAMARGO E20,ADULTOMAYOR
SIETE DE AGOSTO E7,ANCIANO
