MUNICIPIO,SEXO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
CUCUTA (CT),MASCULINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
LOS PATIOS,FEMENINO
OCANHA,MASCULINO
OCANHA,FEMENINO
MOCOA (CT),FEMENINO
ARMENIA (CT),FEMENINO
CALARCA,MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
SANTA ROSA DE CABAL,FEMENINO
SANTA ROSA DE CABAL,FEMENINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
FLORIDABLANCA,MASCULINO
FLORIDABLANCA,FEMENINO
GIRON,MASCULINO
SAN BENITO ABAD,FEMENINO
SAN MARCOS,MASCULINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),FEMENINO
CHAPARRAL,MASCULINO
CHAPARRAL,MASCULINO
GUAMO,MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
PURIFICACION,MASCULINO
ROVIRA,MASCULINO
ALCALA,FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CANDELARIA,MASCULINO
GUADALAJARA DE BUGA,FEMENINO
YUMBO,FEMENINO
LETICIA (CT),MASCULINO
CISNEROS,MASCULINO
ITAGUI,FEMENINO
MARINILLA,MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
SABANETA,FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
SOLEDAD,MASCULINO
CARTAGENA (CT),FEMENINO
MORALES (BOLIVAR),FEMENINO
MORALES (BOLIVAR),FEMENINO
MORALES (BOLIVAR),FEMENINO
DUITAMA,MASCULINO
DUITAMA,MASCULINO
TUNJA (CT),MASCULINO
LA DORADA,FEMENINO
LA DORADA,FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
RIOSUCIO,MASCULINO
RIOSUCIO,FEMENINO
RIOSUCIO,FEMENINO
RIOSUCIO,MASCULINO
VILLAMARIA,MASCULINO
MANI,MASCULINO
POPAYAN (CT),MASCULINO
SILVIA,MASCULINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),FEMENINO
QUIBDO (CT),FEMENINO
QUIBDO (CT),MASCULINO
LORICA,FEMENINO
MONTERIA (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),-
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
FUSAGASUGA,FEMENINO
SIBATE,MASCULINO
FONSECA,MASCULINO
MAICAO,MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),-
NEIVA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),-
PUERTO GAITAN,FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
IPIALES,MASCULINO
IPIALES,MASCULINO
IPIALES,FEMENINO
IPIALES,MASCULINO
IPIALES,FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
TUQUERRES,MASCULINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
CUCUTA (CT),FEMENINO
LOS PATIOS,MASCULINO
PUERTO ASIS,MASCULINO
ARMENIA (CT),FEMENINO
CALARCA,FEMENINO
DOSQUEBRADAS,MASCULINO
DOSQUEBRADAS,MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),MASCULINO
SANTA ROSA DE CABAL,MASCULINO
SANTA ROSA DE CABAL,FEMENINO
SANTA ROSA DE CABAL,MASCULINO
BARBOSA,FEMENINO
BARBOSA,FEMENINO
BARBOSA,MASCULINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
FLORIDABLANCA,MASCULINO
FLORIDABLANCA,MASCULINO
GIRON,MASCULINO
GIRON,MASCULINO
SAN ONOFRE,FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
CHAPARRAL,FEMENINO
COYAIMA,MASCULINO
COYAIMA,FEMENINO
ESPINAL,FEMENINO
FLANDES,FEMENINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),MASCULINO
LIBANO,MASCULINO
MELGAR,MASCULINO
BUENAVENTURA,FEMENINO
BUENAVENTURA,MASCULINO
CAICEDONIA,FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),-
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
GUADALAJARA DE BUGA,FEMENINO
PALMIRA,FEMENINO
PALMIRA,MASCULINO
ARBOLETES,FEMENINO
BELLO,MASCULINO
BELLO,MASCULINO
CONCORDIA,MASCULINO
ENVIGADO,MASCULINO
ENVIGADO,MASCULINO
ITAGUI,MASCULINO
MARINILLA,MASCULINO
MARINILLA,FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MONTEBELLO,MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
SOLEDAD,MASCULINO
SOLEDAD,MASCULINO
SOLEDAD,MASCULINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
DUITAMA,MASCULINO
DUITAMA,MASCULINO
JENESANO,MASCULINO
SOGAMOSO,FEMENINO
TUNJA (CT),MASCULINO
ANSERMA,FEMENINO
LA MERCED,FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
RIOSUCIO,FEMENINO
RIOSUCIO,FEMENINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,FEMENINO
RIOSUCIO,MASCULINO
RIOSUCIO,FEMENINO
RIOSUCIO,FEMENINO
RIOSUCIO,FEMENINO
RIOSUCIO,MASCULINO
RIOSUCIO,FEMENINO
MORELIA,FEMENINO
YOPAL (CT),FEMENINO
YOPAL (CT),MASCULINO
YOPAL (CT),FEMENINO
PIENDAMO,MASCULINO
POPAYAN (CT),MASCULINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
SANTANDER DE QUILICHAO,MASCULINO
SILVIA,MASCULINO
AGUACHICA,FEMENINO
CURUMANI,FEMENINO
VALLEDUPAR (CT),MASCULINO
QUIBDO (CT),FEMENINO
QUIBDO (CT),FEMENINO
CERETE,MASCULINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
PASTO (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
GRANADA,FEMENINO
ALBANIA,MASCULINO
MAICAO,FEMENINO
MAICAO,FEMENINO
MAICAO,FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),MASCULINO
PITALITO,MASCULINO
PITALITO,MASCULINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
PUERTO GAITAN,FEMENINO
PUERTO GAITAN,MASCULINO
PUERTO GAITAN,FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
IPIALES,FEMENINO
IPIALES,MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
SAN ANDRES DE TUMACO,FEMENINO
SAN PABLO,FEMENINO
TUQUERRES,FEMENINO
TUQUERRES,FEMENINO
CUCUTA (CT),MASCULINO
CUCUTA (CT),FEMENINO
OCANHA,FEMENINO
ARMENIA (CT),FEMENINO
ARMENIA (CT),MASCULINO
LA VIRGINIA,FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
SANTA ROSA DE CABAL,MASCULINO
SANTA ROSA DE CABAL,MASCULINO
SANTA ROSA DE CABAL,MASCULINO
BARBOSA,MASCULINO
BARBOSA,MASCULINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
FLORIDABLANCA,MASCULINO
FLORIDABLANCA,FEMENINO
GIRON,MASCULINO
LEBRIJA,MASCULINO
PIEDECUESTA,FEMENINO
SAN ONOFRE,MASCULINO
SANTIAGO DE TOLU,MASCULINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),MASCULINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
TOLU VIEJO,FEMENINO
ESPINAL,FEMENINO
ESPINAL,FEMENINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),MASCULINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),FEMENINO
ICONONZO,FEMENINO
VENADILLO,MASCULINO
BUENAVENTURA,MASCULINO
BUENAVENTURA,MASCULINO
CAICEDONIA,MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CALI (CT),FEMENINO
CARTAGO,FEMENINO
CARTAGO,MASCULINO
GUADALAJARA DE BUGA,MASCULINO
LA UNION,FEMENINO
PALMIRA,FEMENINO
PALMIRA,FEMENINO
PALMIRA,MASCULINO
TULUA,MASCULINO
YUMBO,FEMENINO
APARTADO,FEMENINO
BELLO,MASCULINO
CHIGORODO,FEMENINO
CONCORDIA,FEMENINO
ENVIGADO,MASCULINO
ENVIGADO,MASCULINO
ENVIGADO,FEMENINO
ITAGUI,MASCULINO
MARINILLA,MASCULINO
MARINILLA,MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
NECOCLI,MASCULINO
BARRANQUILLA (CT),MASCULINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
EL CARMEN DE BOLIVAR,FEMENINO
MAGANGUE,FEMENINO
CHIQUINQUIRA,MASCULINO
DUITAMA,FEMENINO
CHINCHINA,MASCULINO
LA MERCED,MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,FEMENINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
RIOSUCIO,MASCULINO
FLORENCIA (CT),FEMENINO
POPAYAN (CT),FEMENINO
POPAYAN (CT),FEMENINO
MONTERIA (CT),FEMENINO
MONTERIA (CT),MASCULINO
MONTERIA (CT),MASCULINO
SAHAGUN,MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
SOACHA,MASCULINO
SOACHA,FEMENINO
NEIVA (CT),MASCULINO
PITALITO,MASCULINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
PUERTO GAITAN,MASCULINO
PUERTO GAITAN,MASCULINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),MASCULINO
IPIALES,FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
PASTO (CT),MASCULINO
PASTO (CT),FEMENINO
PASTO (CT),MASCULINO
CUCUTA (CT),FEMENINO
ARMENIA (CT),FEMENINO
ARMENIA (CT),MASCULINO
DOSQUEBRADAS,MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
SAN ANDRES (CT),MASCULINO
BARBOSA,MASCULINO
BARBOSA,MASCULINO
BARRANCABERMEJA,MASCULINO
BUCARAMANGA (CT),MASCULINO
FLORIDABLANCA,FEMENINO
GIRON,FEMENINO
MALAGA,FEMENINO
MALAGA,FEMENINO
PIEDECUESTA,FEMENINO
MORROA,FEMENINO
SINCELEJO (CT),MASCULINO
IBAGUE (CT),MASCULINO
LERIDA,MASCULINO
MELGAR,FEMENINO
BUENAVENTURA,MASCULINO
BUENAVENTURA,MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CANDELARIA,FEMENINO
JAMUNDI,FEMENINO
VIJES,FEMENINO
YUMBO,MASCULINO
BELLO,MASCULINO
BELLO,FEMENINO
BELLO,MASCULINO
CALDAS,MASCULINO
CALDAS,MASCULINO
EL CARMEN DE VIBORAL,MASCULINO
ITAGUI,MASCULINO
JARDIN,MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
NECOCLI,FEMENINO
RIONEGRO,FEMENINO
SANTA BARBARA,FEMENINO
ARAUCA (CT),FEMENINO
ARAUCA (CT),FEMENINO
ARAUCA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
PUERTO COLOMBIA,MASCULINO
CARTAGENA (CT),MASCULINO
CARTAGENA (CT),FEMENINO
CARTAGENA (CT),FEMENINO
CUCAITA,FEMENINO
DUITAMA,-
DUITAMA,FEMENINO
SOGAMOSO,FEMENINO
TUNJA (CT),MASCULINO
VILLA DE LEYVA,FEMENINO
VILLA DE LEYVA,FEMENINO
LA DORADA,MASCULINO
MANIZALES (CT),FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
RIOSUCIO,FEMENINO
FLORENCIA (CT),FEMENINO
MANI,FEMENINO
BOLIVAR,MASCULINO
PADILLA,MASCULINO
POPAYAN (CT),MASCULINO
VILLA RICA,MASCULINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),MASCULINO
QUIBDO (CT),MASCULINO
QUIBDO (CT),MASCULINO
CERETE,FEMENINO
LORICA,MASCULINO
MONTERIA (CT),-
MONTERIA (CT),-
MONTERIA (CT),FEMENINO
SAN ANTERO,FEMENINO
SAN ANTERO,FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
CUCUTA (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
FUSAGASUGA,FEMENINO
SAN JUAN DEL CESAR,FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),FEMENINO
NEIVA (CT),MASCULINO
NEIVA (CT),-
NEIVA (CT),FEMENINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
SANTA MARTA (CT),MASCULINO
GRANADA,FEMENINO
PUERTO GAITAN,MASCULINO
PUERTO GAITAN,FEMENINO
VILLAVICENCIO (CT),MASCULINO
VILLAVICENCIO (CT),FEMENINO
VILLAVICENCIO (CT),FEMENINO
IPIALES,MASCULINO
PASTO (CT),MASCULINO
OCANHA,MASCULINO
ARMENIA (CT),MASCULINO
ARMENIA (CT),FEMENINO
CALARCA,FEMENINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),MASCULINO
PEREIRA (CT),FEMENINO
PEREIRA (CT),FEMENINO
BARBOSA,MASCULINO
BARRANCABERMEJA,FEMENINO
BARRANCABERMEJA,FEMENINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),MASCULINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),FEMENINO
BUCARAMANGA (CT),MASCULINO
MALAGA,FEMENINO
PIEDECUESTA,FEMENINO
PIEDECUESTA,MASCULINO
PIEDECUESTA,MASCULINO
SABANA DE TORRES,FEMENINO
CAIMITO,FEMENINO
COROZAL,MASCULINO
SANTIAGO DE TOLU,FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
SINCELEJO (CT),FEMENINO
HONDA,FEMENINO
IBAGUE (CT),FEMENINO
IBAGUE (CT),MASCULINO
BUENAVENTURA,MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
CALI (CT),MASCULINO
CALI (CT),MASCULINO
CALI (CT),FEMENINO
BELLO,FEMENINO
BELLO,MASCULINO
CHIGORODO,MASCULINO
CHIGORODO,MASCULINO
GIRARDOTA,MASCULINO
GIRARDOTA,MASCULINO
ITAGUI,MASCULINO
ITAGUI,FEMENINO
ITAGUI,FEMENINO
MARINILLA,-
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),FEMENINO
MEDELLIN (CT),MASCULINO
MEDELLIN (CT),MASCULINO
PUERTO TRIUNFO,MASCULINO
RETIRO,MASCULINO
RIONEGRO,MASCULINO
RIONEGRO,FEMENINO
ARAUCA (CT),FEMENINO
BARANOA,FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),MASCULINO
BARRANQUILLA (CT),FEMENINO
BARRANQUILLA (CT),MASCULINO
MALAMBO,MASCULINO
PUERTO COLOMBIA,MASCULINO
SABANAGRANDE,MASCULINO
CARTAGENA (CT),MASCULINO
CHIQUINQUIRA,FEMENINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),MASCULINO
MANIZALES (CT),FEMENINO
RIOSUCIO,MASCULINO
FLORENCIA (CT),FEMENINO
POPAYAN (CT),FEMENINO
SANTANDER DE QUILICHAO,FEMENINO
AGUACHICA,MASCULINO
MANAURE,MASCULINO
VALLEDUPAR (CT),FEMENINO
VALLEDUPAR (CT),MASCULINO
VALLEDUPAR (CT),FEMENINO
AYAPEL,FEMENINO
MONTERIA (CT),MASCULINO
SAN ANTERO,FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
BOGOTA D.C. (CT),FEMENINO
BOGOTA D.C. (CT),MASCULINO
