MUNICIPIO,MOVILVICTIMA
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,MOTOCICLETA
FLORIDABLANCA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SINCELEJO (CT),MOTOCICLETA
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
MARIQUITA,A PIE
MELGAR,A PIE
BUENAVENTURA,A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
PALMIRA,A PIE
PALMIRA,A PIE
PALMIRA,MOTOCICLETA
BELLO,A PIE
BELLO,A PIE
EL CARMEN DE VIBORAL,A PIE
ITUANGO,A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
SABANETA,A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
GALAPA,A PIE
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
PAIPA,A PIE
PUERTO BOYACA,-
SAN JOSE DE PARE,A PIE
TUNJA (CT),A PIE
MANIZALES (CT),A PIE
FLORENCIA (CT),VEHICULO
FLORENCIA (CT),A PIE
YOPAL (CT),A PIE
MERCADERES,A PIE
MERCADERES,A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
SANTANDER DE QUILICHAO,MOTOCICLETA
VALLEDUPAR (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
ZIPAQUIRA,A PIE
MAICAO,A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
SAN JUAN DEL CESAR,A PIE
SAN JOSE DEL GUAVIARE (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),MOTOCICLETA
PITALITO,A PIE
CONCORDIA,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
ACACIAS,A PIE
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
OCANHA,A PIE
OCANHA,A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
CALARCA,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
SAN ANDRES (CT),A PIE
SAN ANDRES (CT),A PIE
BUCARAMANGA (CT),TRANSPORTE PUBLICO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),TRANSPORTE PUBLICO
GIRON,A PIE
GIRON,A PIE
PIEDECUESTA,A PIE
SINCELEJO (CT),TRANSPORTE PUBLICO
ESPINAL,VEHICULO
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALIMA,A PIE
CANDELARIA,VEHICULO
CANDELARIA,A PIE
EL CERRITO,A PIE
PALMIRA,A PIE
PALMIRA,MOTOCICLETA
PALMIRA,MOTOCICLETA
SEVILLA,A PIE
BELLO,A PIE
BELLO,A PIE
CHIGORODO,A PIE
COPACABANA,A PIE
DON MATIAS,A PIE
ENVIGADO,A PIE
ENVIGADO,MOTOCICLETA
GIRARDOTA,A PIE
GIRARDOTA,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
ITAGUI,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
ARAUCA (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),TRANSPORTE PUBLICO
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
DUITAMA,A PIE
GARAGOA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),MOTOCICLETA
MANIZALES (CT),MOTOCICLETA
FLORENCIA (CT),MOTOCICLETA
POPAYAN (CT),A PIE
BECERRIL,A PIE
VALLEDUPAR (CT),MOTOCICLETA
VALLEDUPAR (CT),TRANSPORTE PUBLICO
CERETE,A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
SOACHA,A PIE
RIOHACHA (CT),A PIE
RIOHACHA (CT),MOTOCICLETA
NEIVA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
ACACIAS,A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
IPIALES,A PIE
IPIALES,VEHICULO
IPIALES,A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),TRANSPORTE PUBLICO
CUCUTA (CT),A PIE
DOSQUEBRADAS,A PIE
LA VIRGINIA,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
SAN ANDRES (CT),A PIE
BARRANCABERMEJA,MOTOCICLETA
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),VEHICULO
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SOCORRO,A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),TRANSPORTE PUBLICO
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
MELGAR,A PIE
BUENAVENTURA,A PIE
BUENAVENTURA,A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CARTAGO,A PIE
CARTAGO,A PIE
GUADALAJARA DE BUGA,A PIE
LA CUMBRE,A PIE
PALMIRA,A PIE
PRADERA,A PIE
TULUA,A PIE
ZARZAL,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
BELLO,A PIE
COPACABANA,VEHICULO
ENVIGADO,VEHICULO
ENVIGADO,A PIE
ITAGUI,A PIE
ITAGUI,VEHICULO
LA ESTRELLA,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
TAME,A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
SABANALARGA,A PIE
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
CARTAGENA (CT),A PIE
SAN ESTANISLAO,A PIE
TUNJA (CT),A PIE
TUNJA (CT),MOTOCICLETA
TUNJA (CT),A PIE
LA DORADA,A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),MOTOCICLETA
POPAYAN (CT),A PIE
VALLEDUPAR (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),A PIE
GIRARDOT,A PIE
GIRARDOT,A PIE
MAICAO,MOTOCICLETA
RIOHACHA (CT),A PIE
RIOHACHA (CT),MOTOCICLETA
RIOHACHA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
CIENAGA,A PIE
FUNDACION,A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),TRANSPORTE PUBLICO
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
CUCUTA (CT),TRANSPORTE PUBLICO
CUCUTA (CT),A PIE
CUCUTA (CT),VEHICULO
CUCUTA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),TRANSPORTE PUBLICO
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),A PIE
PEREIRA (CT),A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,VEHICULO
FLORIDABLANCA,A PIE
GIRON,A PIE
GIRON,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SAN GIL,A PIE
COROZAL,MOTOCICLETA
SAN ONOFRE,A PIE
ESPINAL,A PIE
IBAGUE (CT),VEHICULO
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
VENADILLO,A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),VEHICULO
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),MOTOCICLETA
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CARTAGO,A PIE
GUADALAJARA DE BUGA,VEHICULO
PALMIRA,A PIE
PALMIRA,A PIE
YUMBO,A PIE
LETICIA (CT),A PIE
LETICIA (CT),A PIE
APARTADO,A PIE
BELLO,A PIE
COPACABANA,A PIE
COPACABANA,A PIE
ENVIGADO,A PIE
ENVIGADO,A PIE
ENVIGADO,VEHICULO
MARINILLA,MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
PUERTO BERRIO,A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),VEHICULO
SOLEDAD,A PIE
DUITAMA,A PIE
TUNJA (CT),A PIE
TUNJA (CT),A PIE
TUNJA (CT),TRANSPORTE PUBLICO
MANIZALES (CT),A PIE
MANIZALES (CT),A PIE
VILLAMARIA,A PIE
VILLAMARIA,A PIE
FLORENCIA (CT),A PIE
FLORENCIA (CT),A PIE
YOPAL (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),A PIE
POPAYAN (CT),MOTOCICLETA
POPAYAN (CT),MOTOCICLETA
SANTANDER DE QUILICHAO,MOTOCICLETA
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
MONTERIA (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),MOTOCICLETA
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
BOGOTA D.C. (CT),A PIE
CHIA,A PIE
CHOCONTA,A PIE
FACATATIVA,A PIE
FONSECA,VEHICULO
RIOHACHA (CT),A PIE
RIOHACHA (CT),A PIE
NEIVA (CT),A PIE
NEIVA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),A PIE
SANTA MARTA (CT),MOTOCICLETA
SANTA MARTA (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),MOTOCICLETA
VILLAVICENCIO (CT),VEHICULO
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
VILLAVICENCIO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
PASTO (CT),A PIE
SAN PABLO,A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),A PIE
CUCUTA (CT),TRANSPORTE PUBLICO
VILLA DEL ROSARIO,A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
ARMENIA (CT),A PIE
BUENAVISTA,MOTOCICLETA
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
DOSQUEBRADAS,A PIE
PEREIRA (CT),TRANSPORTE PUBLICO
PEREIRA (CT),A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,A PIE
SANTA ROSA DE CABAL,A PIE
SAN ANDRES (CT),A PIE
BARRANCABERMEJA,MOTOCICLETA
BARRANCABERMEJA,A PIE
BARRANCABERMEJA,A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),A PIE
BUCARAMANGA (CT),MOTOCICLETA
FLORIDABLANCA,A PIE
FLORIDABLANCA,A PIE
FLORIDABLANCA,TRANSPORTE PUBLICO
FLORIDABLANCA,A PIE
GIRON,A PIE
PIEDECUESTA,A PIE
PIEDECUESTA,A PIE
SAMPUES,A PIE
SAMPUES,A PIE
SINCELEJO (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
IBAGUE (CT),A PIE
ALCALA,A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),A PIE
CALI (CT),VEHICULO
CALI (CT),VEHICULO
CALI (CT),VEHICULO
CALI (CT),TRANSPORTE PUBLICO
CALI (CT),A PIE
JAMUNDI,A PIE
LA CUMBRE,A PIE
ZARZAL,A PIE
ARBOLETES,A PIE
BELLO,A PIE
BELLO,A PIE
ENVIGADO,VEHICULO
ENVIGADO,A PIE
ITAGUI,A PIE
MARINILLA,A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),MOTOCICLETA
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),VEHICULO
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
MEDELLIN (CT),A PIE
ARAUCA (CT),A PIE
ARAUCA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),A PIE
BARRANQUILLA (CT),TRANSPORTE PUBLICO
SOLEDAD,VEHICULO
SOLEDAD,A PIE
CARTAGENA (CT),A PIE
