DEPARTAMENTO,BARRIO
CUNDINAMARCA,RESTREPO E-15
CUNDINAMARCA,LA GIRALDA E-9
CUNDINAMARCA,LAGO GAITAN E-2
CUNDINAMARCA,LAS DELICIAS   E-8
CUNDINAMARCA,NIZA XII E-11
CUNDINAMARCA,SANTA MATILDE I SECTOR E-16
CUNDINAMARCA,SAMPER E-3
CUNDINAMARCA,BOSQUE CALDERON E-2
CUNDINAMARCA,POLO CLUB E-12
CUNDINAMARCA,SANTA ISABEL E-14
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,SAN ANTONIO E-15
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,EL CENTENARIO E-18
CUNDINAMARCA,TINTAL    E-8
CUNDINAMARCA,VILLA DEL RINCON E-11
CUNDINAMARCA,CENTRO ANTONIO NARINHO E-13
CUNDINAMARCA,VENECIA E-6
CUNDINAMARCA,QUIROGA IHS ETAPA E-18
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,URB. MANUELA BELTRAN E-19
CUNDINAMARCA,URB. LA PUERTA DEL SOL E-11
CUNDINAMARCA,CHICO I E-2
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,CHICO NAVARRA E-1
CUNDINAMARCA,URB. CLARET EL CARMEN E-6
CUNDINAMARCA,MARIA PAZ E-8
CUNDINAMARCA,LAS MARGARITAS E-8
CUNDINAMARCA,QUIROGA VII ETAPA E-18
CUNDINAMARCA,GALAN
CUNDINAMARCA,CENTRO
GUAVIARE,BARRIO LA ESPERANZA
HUILA,URBANIZACION EL TESORO
HUILA,URBANIZACION EL TESORO
HUILA,SAN FRANCISCO DE ASIS
HUILA,SAN FRANCISCO DE ASIS
HUILA,RAFAEL AZUERO MANCHOLA
HUILA,SUCRE
HUILA,LOS PINOS
MAGDALENA,TEYUNA
MAGDALENA,DON DIEGO
MAGDALENA,CENTRO
MAGDALENA,RODADERO TRADICIONAL
META,CENTRO
META,VEREDA BARCELONA
META,COMUNEROS
META,LA ESPERANZA VII ETAPA
META,CAUDAL ORIENTAL
META,PORVENIR
META,CAMINO REAL
META,GUATIQUIA
META,MONTECARLO
NARINHO,20 DE JULIO
NARINHO,YERBABUENA
NARINHO,AVENIDA PANAMERICANA
NARINHO,CENTRO
NARINHO,CRUZ VERDE
NARINHO,CRUZ VERDE
NARINHO,OBRERO
NARINHO,AVENIDA PANAMERICANA
NARINHO,LORENZO
NARINHO,MARILUZ
NARINHO,MIRAFLORES I
NARINHO,LA AURORA
NARINHO,CHAPAL
NORTE DE SANTANDER,BARRIO QUINTA VELEZ
NORTE DE SANTANDER,BARRIO SANTO DOMINGO
NORTE DE SANTANDER,BARRIO LATINO
NORTE DE SANTANDER,BARIO LA RIVIERA
NORTE DE SANTANDER,BARRIO PATIO CENTRO
NORTE DE SANTANDER,BARRIO SAN AGUSTIN
NORTE DE SANTANDER,BARRIO SAN AGUSTIN
PUTUMAYO,CENTRO
QUINDIO,MONTEVIDEO
QUINDIO,ZONA CENTRO
RISARALDA,PINARES DE SAN MARTIN
RISARALDA,JARDIN I
RISARALDA,OLAYA HERRERA
RISARALDA,PRIMERO DE FEBRERO 1
RISARALDA,SECTOR VIADUCTO
RISARALDA,SECTOR PLAZA DE BOLIVAR
RISARALDA,LA ISLA (V/SANTANA)
RISARALDA,B. SAN VICENTE DE PAUL
RISARALDA,B. SAN VICENTE DE PAUL
SANTANDER,SANTA ANA
SANTANDER,GALAN GOMEZ
SANTANDER,VILLARELIS III
SANTANDER,CABECERA DEL LLANO
SANTANDER,CABECERA DEL LLANO
SANTANDER,CENTRO
SANTANDER,TRANSICION IV
SANTANDER,ANTIGUO CAMPESTRE
SANTANDER,DANGOND
SANTANDER,LA CONCORDIA
SANTANDER,LAGOS I
SANTANDER,LAGOS I
SANTANDER,ANILLO VIAL
SUCRE,VILLA MERLANO
SUCRE,CENTRO
SUCRE,URB. LAS COLINAS
SUCRE,URB. LAS COLINAS
SUCRE,FLORENCIA
SUCRE,LA MANO DE DIOS
SUCRE,URB. LOS TEJARES
TOLIMA,CARMENZA ROCHA
TOLIMA,CARMENZA ROCHA
TOLIMA,CENTRO
TOLIMA,CENTRO
TOLIMA,EL CARMEN
TOLIMA,LAS PALMERAS (URB.)
TOLIMA,LAURELES
TOLIMA,PRADOS DEL NORTE
TOLIMA,JORDAN III ETAPA
TOLIMA,LA MIEL
TOLIMA,CENTRO
VALLE,EL CENTRO
VALLE,EL POBLADO II E13
VALLE,JOSE M. MARROQUIN II E14
VALLE,JOSE M. MARROQUIN II E14
VALLE,LAS DELICIAS E4
VALLE,LOS GUADUALES E6
VALLE,CALIMIO DESEPAZ E21
VALLE,CIUDAD CAPRI E17
VALLE,CIUDAD CAPRI E17
VALLE,COMPARTIR E21
VALLE,VENEZ - URB. CANHAVER E20
VALLE,BASE AEREA E7
VALLE,MARIANO RAMOS E16
VALLE,EL CEDRO E19
VALLE,PUERTO MALLARINO E7
VALLE,PRADOS DEL NORTE E2
VALLE,COLSEGUROS ANDES E10
VALLE,VIA CALI CANDELARIA (23-S-6-1)
VALLE,EL CARMELO
VALLE,BOLIVAR E25
AMAZONAS,JOSE MARIA HERNANDEZ
ANTIOQUIA,SAN GERMAN
ANTIOQUIA,ZONA INDUSTRIAL #1
ANTIOQUIA,CAROLINA
ANTIOQUIA,LAS PLAYAS C-16
ANTIOQUIA,GUAYAQUIL C-10
ANTIOQUIA,JESUS NAZARENO C-10
ANTIOQUIA,CASTILLA C-5
ANTIOQUIA,CASTILLA C-5
ANTIOQUIA,SANTA FE C-15
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,LA MOTA C-16
ANTIOQUIA,PRADO C-10
ANTIOQUIA,MANILA C-14
ANTIOQUIA,UINIVERSIDAD DE ANTIOQUIA  C-4
ANTIOQUIA,FLORENCIA C-5
ANTIOQUIA,LAS PALMAS C-10
ANTIOQUIA,LAS INDEPENDENCIAS C-13
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,BARRIO COLOMBIA C-14
ANTIOQUIA,EL CHAGUALO C-10
ANTIOQUIA,LA FLORESTA C-12
ANTIOQUIA,KENNEDY C-6
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,SANTA ANA
ATLANTICO,LA PRADERA
ATLANTICO,GRANADILLO
ATLANTICO,SANTO DOMINGO DE GUZMAN
ATLANTICO,VILLA SANTOS
ATLANTICO,EL SANTUARIO
ATLANTICO,VILLA SANTOS
ATLANTICO,EL RIO
BOLIVAR,GETSEMANI
BOLIVAR,EL PROGRESO
BOLIVAR,EL PROGRESO
BOLIVAR,EL PROGRESO
BOYACA,PLAZA PRINCIPAL LOS LIBERTADORES
BOYACA,BARRIO CENTRO
BOYACA,BARRIO EL TOPO
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,GUAYACANES
CALDAS,BARRIO CHIPRE
CALDAS,CENTRO
CALDAS,SECTOR COLEGIO INEM
CALDAS,FUNDADORES
CALDAS,CENTRO
CALDAS,NUEVA GRANADA
CALDAS,CENTRO
CALDAS,SECTOR PARQUE SAN SEBASTIAN
CALDAS,ALTOS DE MOLINO
CASANARE,EL VISO
CAUCA,CENTRO
CAUCA,CENTRO
CESAR,PONTEVEDRA
CESAR,CIUDADELA 450 ANHOS
CHOCO,LAS MARGARITAS
CHOCO,MINUTO DE DIOS
CORDOBA,ALTO KENNEDY
CORDOBA,LA FLORESTA
CUNDINAMARCA,LA FLORIDA E-10
CUNDINAMARCA,BACHUE E-10
CUNDINAMARCA,LAS AGUAS E-17
CUNDINAMARCA,ROSALES E-2
CUNDINAMARCA,SAN VICTORINO E-14
CUNDINAMARCA,LAS NIEVES E-3
CUNDINAMARCA,RINCON VILLA MAYOR E-6
CUNDINAMARCA,MARLY E-2
CUNDINAMARCA,RINCON DE LOS ANGELES  E-8
CUNDINAMARCA,EL TINTAL E-9
CUNDINAMARCA,MONTEVIDEO E-9
CUNDINAMARCA,OLAYA E-18
CUNDINAMARCA,URB. CATALINA E-8
CUNDINAMARCA,GUSTAVO RESTREPO E-18
CUNDINAMARCA,AURES II E-11
CUNDINAMARCA,BOSQUE POPULAR E-10
CUNDINAMARCA,CIUDAD KENNEDY OCC E-8
CUNDINAMARCA,LOS PERIODISTAS E-8
CUNDINAMARCA,LA INDEPENDENCIA E-7
CUNDINAMARCA,SAN CRISTOBAL E-4
CUNDINAMARCA,OLARTE E-7
CUNDINAMARCA,LA SOLEDAD E-13
CUNDINAMARCA,EL NEVADO E-5
CUNDINAMARCA,GALERIAS E-13
CUNDINAMARCA,LA PERLA E-5
CUNDINAMARCA,RICAURTE E-14
CUNDINAMARCA,SIDAUTO E-10
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,URB. LA CHUCUA E-8
CUNDINAMARCA,SANTANDER
CUNDINAMARCA,EL PROGRESO
GUAJIRA,EL RETIRO
GUAJIRA,CENTRO
HUILA,SUR ORIENTALES
HUILA,ACACIAS ETAPA II
HUILA,VILLA CAROLINA
MAGDALENA,RODADERO SUR
MAGDALENA,13 DE JUNIO
MAGDALENA,TENERIA
MAGDALENA,SAN FRANCISCO
MAGDALENA,LAS VEGAS
MAGDALENA,BULEVAR LA 19
MAGDALENA,CENTRO HISTORICO
META,EL MANACACIAS
META,VILLA JULIA
META,VEREDA VANGUARDIA
META,VILLA JULIA
META,OLIMPICO
META,7 DE AGOSTO
META,SAN BENITO
META,EL BUQUE
META,ARIGUANI
META,VILLA MARIA
NARINHO,AVENIDA PANAMERICANA
NARINHO,BALCONES DE LA FRONTERA
NARINHO,CHAMBU
NARINHO,LOS CHILCOS
NARINHO,AVENIDA PANAMERICANA
NARINHO,LA RIVERA
NARINHO,SAN IGNACIO
NARINHO,CHAPAL
NARINHO,PLAZA DEL CARNAVAL
NARINHO,ESTADIO LIBERTAD
NARINHO,AV. ESTUDIANTES
NARINHO,CENTRO
NARINHO,ESTADIO LIBERTAD
NARINHO,ESTADIO LIBERTAD
NARINHO,ESTADIO LIBERTAD
NARINHO,AV. CHAMPAGNAT
NARINHO,CENTRO
NARINHO,CENTRO
NARINHO,SANTA MONICA
NARINHO,ESTADIO LIBERTAD
NARINHO,SAN JUAN BOSCO
NARINHO,ESTADIO LIBERTAD
NARINHO,ESTADIO LIBERTAD
NARINHO,CENTRO
NARINHO,NIZA II
NARINHO,ESTADIO LIBERTAD
NARINHO,JULIAN BUCHELI
NARINHO,JULIAN BUCHELI
NARINHO,ESTADIO LIBERTAD
NARINHO,BACHUE
NARINHO,SIMON BOLIVAR
NORTE DE SANTANDER,BARRIO PRADOS DEL NORTE
NORTE DE SANTANDER,BARRIO CERRO PICO
NORTE DE SANTANDER,BARRIO LATINO
NORTE DE SANTANDER,BARRIO CENTRO
NORTE DE SANTANDER,BARRIO VIDELSO
PUTUMAYO,EL CENTRO
QUINDIO,BOSQUES DE PALERMO
QUINDIO,ECOMAR
RISARALDA,BOMBAY
RISARALDA,LOS LAGOS
RISARALDA,SECTOR PARQUE LA LIBERTAD
RISARALDA,SECTOR PLAZA DE BOLIVAR
RISARALDA,SECTOR GALERIA CENTRAL
RISARALDA,SECTOR ZONA ROSA
RISARALDA,B. CENTRO
RISARALDA,B. CENTRO
SANTANDER,EL CENTRO
SANTANDER,EL TRAPICHE
SANTANDER,EL CENTRO
SANTANDER,GALAN GOMEZ
SANTANDER,CABECERA DEL LLANO
SANTANDER,SAN GERARDO
SANTANDER,VILLAS DE SAN IGNACIO
SANTANDER,CALDAS
SANTANDER,ALTAMIRA
SANTANDER,LOS CAMBULOS
SANTANDER,POBLADO
SUCRE,PALTO ALTO
SUCRE,LAS DELICIAS
SUCRE,BOSTON
SUCRE,PLAZA MAJAGUAL
SUCRE,PLAZA MAJAGUAL
TOLIMA,LIBERTADOR
TOLIMA,VRDA. AMAYARCO
TOLIMA,VRDA. AMAYARCO
TOLIMA,BALCANES
TOLIMA,QUINTAS
TOLIMA,MIRAMAR
TOLIMA,20 DE JULIO
TOLIMA,VRDA. EL PINAL
TOLIMA,VRDA MALACHI
VALLE,VIA BUENAVENTURA - BUGA
VALLE,CENTRO
VALLE,EL CARMEN
VALLE,ANTONIO NARINHO E16
VALLE,SAN CARLOS E11
VALLE,EL TRONCAL E8
VALLE,LILI E17
VALLE,VILLA DEL SUR E11
VALLE,PAMPA LINDA E19
VALLE,VALLE GRANDE E21
VALLE,LOS ALCAZARES E6
VALLE,EL LIDO E19
VALLE,LILI E17
VALLE,LILI E17
VALLE,JOSE MARIA CABAL
VALLE,SEMBRADOR
VALLE,OLIMPICO
ANTIOQUIA,DEPORTIVO
ANTIOQUIA,NAVARRA
ANTIOQUIA,CIUDAD NIQUIA
ANTIOQUIA,LA ARBOLEDA
ANTIOQUIA,MESA
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,PILSEN
ANTIOQUIA,CENTRO
ANTIOQUIA,LA BOMBA
ANTIOQUIA,LAS VIOLETAS C-16
ANTIOQUIA,LAS ACACIAS C-11
ANTIOQUIA,CONQUISTADORES C-11
ANTIOQUIA,ASTORGA C-14
ANTIOQUIA,GUAYABAL C-15
ANTIOQUIA,ESTACION VILLA C-10
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,EL RODEO C-15
ANTIOQUIA,BELEN C-16
ANTIOQUIA,CRISTO REY C-15
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,ASTORGA C-14
ANTIOQUIA,LA CAMELIA
ATLANTICO,CIUDADELA 20 DE JULIO
ATLANTICO,LOS ANGELES
ATLANTICO,EL BOSQUE
ATLANTICO,MIRAMAR
ATLANTICO,SOLEDAD 2000
ATLANTICO,LAS GAVIOTAS
ATLANTICO,LOS CUSULES
BOLIVAR,EL CABRERO
BOLIVAR,EL LAGUITO
BOLIVAR,BOCAGRANDE
BOYACA,BARRIO CENTRO
BOYACA,BARRIO CENTRO
BOYACA,PARQUE PRINCIPAL
BOYACA,CENTRO
BOYACA,BARRIO LAS PENHITAS
CALDAS,LA PRADERA
CALDAS,LA FELISA
CALDAS,CENTENARIO
CALDAS,LOS ALCAZARES
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,PLAZA DE TOROS
CALDAS,LA ESTRELLA
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,EL CARMELO
CALDAS,HISPANIA
CALDAS,LA CANDELARIA
CALDAS,SECTOR PARQUE SAN SEBASTIAN
CALDAS,SECTOR PARQUE SAN SEBASTIAN
CALDAS,CENTRO
CALDAS,CENTRO
CAQUETA,VIA A FLORENCIA
CASANARE,20 DE JULIO
CASANARE,PROGRESO III
CASANARE,NUEVO HABITAD
CAUCA,VDA TUNIA
CAUCA,SANTA CLARA
CAUCA,LA ALDEA
CAUCA,CENTRO
CAUCA,MORALES DUQUE
CAUCA,CENTRO
CESAR,INV. LA PRADERA
CESAR,EL PARAISO
CESAR,DON CARMELO
CHOCO,LOS ROSALES
CHOCO,AMERICAS
CORDOBA,LA ESPERANZA
CORDOBA,CHUCHURUBI
CORDOBA,EL CENTRO
CORDOBA,COSTA DE ORO
CUNDINAMARCA,MUZU E-6
CUNDINAMARCA,VISION DE COLOMBIA E-8
CUNDINAMARCA,CHAPINERO CENTRAL E-2
CUNDINAMARCA,SAN DIEGO BOSA E-7
CUNDINAMARCA,LA ESPERANZA E-12
CUNDINAMARCA,LA ESTANCIA E-19
CUNDINAMARCA,BELLAVISTA E-8
CUNDINAMARCA,SALAZAR GOMEZ E-16
NARINHO,LOS DOS PUENTES
CUNDINAMARCA,CARVAJAL E-8
CUNDINAMARCA,EL RETIRO E-2
CUNDINAMARCA,BOSA CARBONEL II E-7
CUNDINAMARCA,URB. MADELENA I Y II SECTOR E-19
CUNDINAMARCA,LOS NARANJOS E-7
CUNDINAMARCA,MODELO E-12
CUNDINAMARCA,LA PLAYA E-19
CUNDINAMARCA,VER.GUACIMAL
GUAJIRA,TRAMO DE VIA ALBANIA - CUESTESITAS
GUAJIRA,OVIDIO MEJIA
GUAJIRA,JOSE D BOSCAN
GUAJIRA,JOSE D BOSCAN
HUILA,ACACIAS ETAPA II
HUILA,LAS GRANJAS
HUILA,SAN JORGE
HUILA,LAS BRISAS
HUILA,PORVENIR
HUILA,PORVENIR
MAGDALENA,RODADERO TRADICIONAL
MAGDALENA,PLAYA SALGUERO
MAGDALENA,PLAYA SALGUERO
MAGDALENA,RODADERO TRADICIONAL
MAGDALENA,SANTA CRUZ
MAGDALENA,CENTRO
MAGDALENA,TAGANGA
META,EL MANACACIAS
META,MANACACIAS
META,CENTRO
META,PORFIA
META,CENTAURO
META,MARACOS
META,CAUDAL NORTE
META,PIAMONTE
META,COVISAN
META,VEREDA VANGUARDIA
META,VEREDA VANGUARDIA
META,LA ESPERANZA
META,EL DARIEN
NARINHO,RUMICHACA
NARINHO,CENTRO
NARINHO,PALERMO
NARINHO,JERUSALEN
NARINHO,LA MINGA
NARINHO,LA MINGA
NARINHO,MIJITAYO ALTO
NARINHO,AV. LAS AMERICAS
NARINHO,BOMBONA
NARINHO,PUENTE DEL PROGRESO
NARINHO,NUEVO
NARINHO,SIMON BOLIVAR
NARINHO,SAN FRANCISCO
NORTE DE SANTANDER,BARRIO PARAMO
NORTE DE SANTANDER,BARRIO ALTO PAMPLONITA
NORTE DE SANTANDER,BARRIO BRUSELAS
QUINDIO,"QUINDOS I, II Y III"
QUINDIO,LA PATRIA
RISARALDA,LOS LIBERTADORES
RISARALDA,VDA. EL CHOCHO
RISARALDA,TERMINAL DE TRANSPORTES
RISARALDA,SECTOR PARQUE EL LAGO
RISARALDA,B. CENTRO
RISARALDA,CENTRO 2
RISARALDA,B. CENTRO
SANTANDER,EL CENTRO
SANTANDER,EL TRAPICHE
SANTANDER,JORGE ELIECER GAITAN
SANTANDER,COLOMBIA
SANTANDER,SAN ALONSO
SANTANDER,EL PORVENIR
SANTANDER,CIUDADELA REAL DE MINAS
SANTANDER,CABECERA DEL LLANO
SANTANDER,PABLO VI
SANTANDER,SAN FRANCISCO
SANTANDER,CENTRO
SANTANDER,EL PRADO
SANTANDER,CANHAVERAL
SANTANDER,LAGOS I
SANTANDER,EL PALENQUE
SANTANDER,LA POPA
SANTANDER,JUNIN
SUCRE,CGTO RINCON DEL MAR
SUCRE,CALLE NUEVA
SUCRE,PUERTA ROJA
SUCRE,MAJAGUAL
SUCRE,ALTOS DE LA SABANA
SUCRE,AV. LUIS CARLOS GALAN
SUCRE,RURAL LA SIERRA VIA TOLU
SUCRE,RURAL LA SIERRA VIA TOLU
SUCRE,SAN RAFAEL
TOLIMA,CENTRO
TOLIMA,CENTRO
TOLIMA,CENTRO
TOLIMA,COQUETA
TOLIMA,JORDAN ARKCENTRO
TOLIMA,LOS PARRALES
TOLIMA,ALTO DE LA VIRGEN
TOLIMA,CENTRO
VALLE,MUELLE TURISTICO
VALLE,NUEVA BUENAVENTURA
VALLE,EL CARMEN
VALLE,VEREDA CASCAJAL E22
VALLE,CALDAS E18
VALLE,EL LIDO E19
VALLE,MANUELA BELTRAN E14
VALLE,CIUDADELA DEL RIO E21
VALLE,CIUDADELA DEL RIO E21
VALLE,JOSE M. MARROQUIN II E14
VALLE,VALLE GRANDE E21
VALLE,VALLE GRANDE E21
VALLE,CHAMPAGNAT E19
VALLE,JUANAMBU E2
VALLE,NAPOLES E18
VALLE,FENALCO KENNEDY E12
VALLE,BRETANHA E9
VALLE,CENTRO
VALLE,CENTRO
VALLE,CGTO. EL VINCULO
VALLE,CENTRO
VALLE,CENTRAL
VALLE,SANTA RITA
VALLE,RECTA CALI - PALMIRA
VALLE,NUEVO FATIMA
VALLE,BELALCAZAR E25
ANTIOQUIA,MANZANAREZ
ANTIOQUIA,PRADO
ANTIOQUIA,CENTRO
ANTIOQUIA,LA ARBOLEDA
ANTIOQUIA,ZONA CENTRO
ANTIOQUIA,JARDINES
ANTIOQUIA,MESA
ANTIOQUIA,SIMON BOLIVAR
ANTIOQUIA,CENTRO
ANTIOQUIA,CENTRO
ANTIOQUIA,BOSTON C-10
ANTIOQUIA,CASTILLA C-5
ANTIOQUIA,CONQUISTADORES C-11
ANTIOQUIA,ESTADIO C-11
ANTIOQUIA,LA AGUACATALA C-14
ANTIOQUIA,SAN MIGUEL C-8
ANTIOQUIA,ROSALES C-16
ANTIOQUIA,SAN JAVIER 1 C-13
ANTIOQUIA,LA LOMA DE LOS BERNAL C-16
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,VIA SANTA ELENA  C-9
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,CARIBE C-5
ANTIOQUIA,ARANJUEZ  C-4
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,LORENA C-11
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,SIMON BOLIVAR I
ATLANTICO,SAN ROQUE
BOLIVAR,DANIEL LEMAITRE
BOLIVAR,EL LAGUITO
BOLIVAR,PIE DEL CERRO
BOLIVAR,VEREDA SAN RAFAEL
BOLIVAR,BARRIO VILLA JULIANA
BOYACA,BARRIO CENTRO
BOYACA,TERMINAL DE TRANSPORTES
CALDAS,GALERIAS
CALDAS,VDA LA FELISA
CALDAS,CENTRO
CALDAS,SECTOR EL CABLE
CALDAS,SECTOR PLAZA ALFONSO LOPEZ P.
CALDAS,PALOGRANDE
CALDAS,CENTRO
CALDAS,BARRIO VILLAPILAR
CALDAS,BARRIO GALERIAS
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,SECTOR PARQUE SAN SEBASTIAN
CALDAS,FUNDADORES
CALDAS,CENTRO
CALDAS,CENTRO
CALDAS,LA CANDELARIA
CALDAS,LA CANDELARIA
CALDAS,LA CANDELARIA
CALDAS,LA CANDELARIA
CALDAS,LA CANDELARIA
CALDAS,LA CANDELARIA
CAQUETA,BERLIN
CAUCA,BOLIVAR
CAUCA,CENTRO
CORDOBA,LA GRANJA
CORDOBA,SANTA ELENA
CORDOBA,EL ALIVIO
CORDOBA,CGTO BATATAS
CUNDINAMARCA,SAN DIEGO BOSA E-7
CUNDINAMARCA,SIDAUTO E-10
CUNDINAMARCA,VEINTE DE JULIO E-4
CUNDINAMARCA,VERBENAL E-1
CUNDINAMARCA,ARBORIZADORA BAJA E-19
CUNDINAMARCA,LUCERO BAJO E-19
CUNDINAMARCA,PATIO BONITO I E-8
CUNDINAMARCA,TINTALITO E-8
CUNDINAMARCA,LA GAITANA E-11
CUNDINAMARCA,URB. NUEVA ZELANDIA E-11
CUNDINAMARCA,SAN ANTONIO E-15
CUNDINAMARCA,SAN MATEO
CUNDINAMARCA,QUINTANARES
HUILA,CHAPINERO
HUILA,VILLA MATILDE
MAGDALENA,PREDIOS POZOS COLORADOS
MAGDALENA,RODADERO SUR
MAGDALENA,SANTA MONICA
MAGDALENA,URBANIZACION RIASCOS
MAGDALENA,LA LUCHA
META,EL TRIUNFO
META,MANACACIAS
META,VILLA BOLIVAR
META,CENTRO
META,SAN BENITO
NARINHO,CENTRO
NARINHO,CENTRO
NARINHO,LAS VIOLETAS I
NARINHO,SAN FERNANDO
NARINHO,IDEMA
NARINHO,VILLA RECREO
NARINHO,SAN FELIPE
NORTE DE SANTANDER,BARRIO LLERAS RESTREPO
QUINDIO,CENTRO
QUINDIO,CENTRO
RISARALDA,LA PRADERA
RISARALDA,SECTOR CC. UNICENTRO CUBA
RISARALDA,ESTACION VILLEGAS
SAN ANDRES,SECTOR CENTRO
SANTANDER,EL CENTRO
SANTANDER,EL CENTRO
SANTANDER,BATALLON NUEVA GRANADA
SANTANDER,LA UNIVERSIDAD
SANTANDER,EL CARMEN IV
SANTANDER,BALCONES DE GALIXIA
SANTANDER,CENTRO
SANTANDER,CENTRO
SANTANDER,CENTRO P/TA
SUCRE,SETOR CANAPRO
SUCRE,6 DE ENERO
TOLIMA,PIEDRA PINTADA PARTE ALTA
TOLIMA,CENTRO
TOLIMA,CENTRO
VALLE,VIA CALI - BUENAVENTURA
VALLE,VIA CALI - BUENAVENTURA
VALLE,EL POBLADO I E13
VALLE,CHIPICHAPE E2
VALLE,CAMINO REAL - J BORRERO E19
VALLE,CAMINO REAL - J BORRERO E19
VALLE,SAN JOAQUIN E17
VALLE,SAN JUDAS TADEO I E10
VALLE,BELEN (23-S-2-1)
VALLE,EL PORVENIR E24
VALLE,EL LIDO (26-1)
VALLE,PANORAMA E25
ANTIOQUIA,ALTOS DE NIQUIA
ANTIOQUIA,NIQUIA QUITASOL
ANTIOQUIA,VDA. EL PINAR
ANTIOQUIA,CENTRO
ANTIOQUIA,VDA. CARDALITO
ANTIOQUIA,TAHAMIES
ANTIOQUIA,SIMON BOLIVAR
ANTIOQUIA,OBRERO
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,VILLANUEVA C-10
ANTIOQUIA,SAN JAVIER 1 C-13
ANTIOQUIA,LA FRANCIA  C-2
ANTIOQUIA,CARIBE C-5
ANTIOQUIA,U.D. ATANASIO GIRARDOT C-11
ANTIOQUIA,EL POBLADO C-14
ANTIOQUIA,LA LIBERTAD C-8
ANTIOQUIA,LA CANDELARIA C-10
ANTIOQUIA,CARIBE
ANTIOQUIA,AEROPUERTO
ANTIOQUIA,LA GALLERA
ARAUCA,EL BOSQUE
ARAUCA,LA ESPERANZA
ARAUCA,LOS GUARATAROS
ATLANTICO,EL ROSARIO
ATLANTICO,BARRANQUILLITA
ATLANTICO,LOS JOBOS
ATLANTICO,LA MAGDALENA
ATLANTICO,EL ANCIA
BOLIVAR,LA BOQUILLA
BOLIVAR,EL BIFFI
BOLIVAR,SAN FERNANDO
BOYACA,PARQUE PRINCIPAL
BOYACA,JUAN GRANDE
BOYACA,SOLANO
BOYACA,EL PRADO
BOYACA,VDA. PIRGUA
BOYACA,CENTRO
BOYACA,CENTRO
CALDAS,VDA.LAS CAMELIAS
CALDAS,CAMPO AMOR
CALDAS,CENTRO
CALDAS,COLSEGUROS
CALDAS,CENTRO
CAQUETA,ABBAS TURBAY
CASANARE,CENTRO
CAUCA,BELEN
CAUCA,VDA YARUMALES
CAUCA,EL PAJONAL
CAUCA,SECTOR EL PEAJE
CESAR,SAN JOAQUIN
CESAR,EL PROGRESO
CESAR,GARUPAL II
CESAR,GARUPAL II
CHOCO,SANTA ANA
CHOCO,KENNEDY
CORDOBA,VEREDA LAS MARCELITAS
CORDOBA,SAN PEDRO
CORDOBA,LAS AMERICAS
CORDOBA,LAS AMERICAS
CORDOBA,VILLA MARGARITA
CORDOBA,SECTOR PLAYA BLANCA
CORDOBA,SECTOR PLAYA BLANCA
CUNDINAMARCA,QUINTA CAMACHO E-2
CUNDINAMARCA,CIUDAD KENNEDY CENTRAL E-8
CUNDINAMARCA,EL VERGEL E-14
CUNDINAMARCA,EL TUNAL II E-6
CUNDINAMARCA,MARLY E-2
CUNDINAMARCA,SAN BLAS II E-4
CUNDINAMARCA,ROMA  E-8
CUNDINAMARCA,LA ESMERALDA E-13
CUNDINAMARCA,VERACRUZ E-3
CUNDINAMARCA,LA AZUCENA A E-7
CUNDINAMARCA,EL CAIRO E-15
NORTE DE SANTANDER,BARRIO LA PLAYA
CUNDINAMARCA,URB. NUEVA MARSELLA I SECTOR E-8
CUNDINAMARCA,CLARET E-18
CUNDINAMARCA,BALMORAL
GUAJIRA,CHAPINERO
HUILA,CANDIDO LEGUIZAMO
HUILA,LAS CRISTALINAS
HUILA,ACACIAS ETAPA II
HUILA,ENCENILLO
HUILA,CENTRO
MAGDALENA,GAIRA TRADICIONAL
MAGDALENA,CENTRO HISTORICO
MAGDALENA,20 DE JULIO
META,BONANZA
META,CENTRO
META,VENCEDORES
META,PLAYA RICA
