FECHA,DEPARTAMENTO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NARINHO
ENERO,NORTE DE SANTANDER
ENERO,NORTE DE SANTANDER
ENERO,NORTE DE SANTANDER
ENERO,NORTE DE SANTANDER
ENERO,NORTE DE SANTANDER
ENERO,PUTUMAYO
ENERO,QUINDIO
ENERO,QUINDIO
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,RISARALDA
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SANTANDER
ENERO,SUCRE
ENERO,SUCRE
ENERO,SUCRE
ENERO,SUCRE
ENERO,SUCRE
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,TOLIMA
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,VALLE
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ANTIOQUIA
ENERO,ATLANTICO
ENERO,ATLANTICO
ENERO,ATLANTICO
ENERO,ATLANTICO
ENERO,ATLANTICO
ENERO,ATLANTICO
