DEPARTAMENTO,ARMA
NORTE DE SANTANDER,SIN EMPLEO DE ARMAS
NORTE DE SANTANDER,ARMA BLANCA / CORTOPUNZANTE
NORTE DE SANTANDER,ARMA BLANCA / CORTOPUNZANTE
NORTE DE SANTANDER,SIN EMPLEO DE ARMAS
QUINDIO,ARMA DE FUEGO
QUINDIO,ARMA DE FUEGO
QUINDIO,ARMA DE FUEGO
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA DE FUEGO
QUINDIO,CONTUNDENTES
QUINDIO,SIN EMPLEO DE ARMAS
QUINDIO,SIN EMPLEO DE ARMAS
RISARALDA,SIN EMPLEO DE ARMAS
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,ARMA DE FUEGO
RISARALDA,ARMA DE FUEGO
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,ARMA DE FUEGO
RISARALDA,ARMA DE FUEGO
RISARALDA,SIN EMPLEO DE ARMAS
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA DE FUEGO
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,CONTUNDENTES
VALLE,CONTUNDENTES
VALLE,CONTUNDENTES
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ATLANTICO,SIN EMPLEO DE ARMAS
ATLANTICO,SIN EMPLEO DE ARMAS
ATLANTICO,SIN EMPLEO DE ARMAS
BOLIVAR,ARMA DE FUEGO
BOLIVAR,SIN EMPLEO DE ARMAS
BOYACA,CONTUNDENTES
BOYACA,ARMA BLANCA / CORTOPUNZANTE
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,LLAVE MAESTRA
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
CALDAS,ESCOPOLAMINA
CALDAS,SIN EMPLEO DE ARMAS
CALDAS,ARMA BLANCA / CORTOPUNZANTE
CALDAS,SIN EMPLEO DE ARMAS
CAQUETA,SIN EMPLEO DE ARMAS
CAQUETA,ARMA BLANCA / CORTOPUNZANTE
CASANARE,SIN EMPLEO DE ARMAS
CASANARE,ARMA BLANCA / CORTOPUNZANTE
CASANARE,SIN EMPLEO DE ARMAS
CAUCA,SIN EMPLEO DE ARMAS
CAUCA,ARMA BLANCA / CORTOPUNZANTE
CAUCA,SIN EMPLEO DE ARMAS
CAUCA,ARMA BLANCA / CORTOPUNZANTE
CAUCA,SIN EMPLEO DE ARMAS
CESAR,ARMA DE FUEGO
CESAR,SIN EMPLEO DE ARMAS
CESAR,ARMA DE FUEGO
CESAR,SIN EMPLEO DE ARMAS
CHOCO,ARMA DE FUEGO
CORDOBA,ARMA DE FUEGO
CORDOBA,ARMA BLANCA / CORTOPUNZANTE
CORDOBA,ARMA DE FUEGO
CORDOBA,ESCOPOLAMINA
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
GUAJIRA,ARMA DE FUEGO
HUILA,ARMA DE FUEGO
HUILA,ARMA DE FUEGO
HUILA,ARMA BLANCA / CORTOPUNZANTE
HUILA,ARMA DE FUEGO
MAGDALENA,ARMA DE FUEGO
MAGDALENA,SIN EMPLEO DE ARMAS
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA DE FUEGO
META,SIN EMPLEO DE ARMAS
META,ARMA DE FUEGO
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
NARINHO,SIN EMPLEO DE ARMAS
NARINHO,CONTUNDENTES
NARINHO,CONTUNDENTES
NARINHO,CONTUNDENTES
NARINHO,SIN EMPLEO DE ARMAS
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,SIN EMPLEO DE ARMAS
NARINHO,CONTUNDENTES
NARINHO,CONTUNDENTES
NORTE DE SANTANDER,SIN EMPLEO DE ARMAS
NORTE DE SANTANDER,ARMA DE FUEGO
NORTE DE SANTANDER,ARMA DE FUEGO
NORTE DE SANTANDER,ARMA DE FUEGO
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,SIN EMPLEO DE ARMAS
RISARALDA,SIN EMPLEO DE ARMAS
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,LLAVE MAESTRA
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
SAN ANDRES,SIN EMPLEO DE ARMAS
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SUCRE,SIN EMPLEO DE ARMAS
SUCRE,ARMA DE FUEGO
SUCRE,ARMA DE FUEGO
SUCRE,ARMA DE FUEGO
SUCRE,ARMA DE FUEGO
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ATLANTICO,ARMA DE FUEGO
BOLIVAR,ARMA DE FUEGO
BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
CALDAS,ARMA BLANCA / CORTOPUNZANTE
CALDAS,SIN EMPLEO DE ARMAS
CALDAS,ARMA BLANCA / CORTOPUNZANTE
CALDAS,SIN EMPLEO DE ARMAS
CALDAS,SIN EMPLEO DE ARMAS
CAQUETA,ARMA BLANCA / CORTOPUNZANTE
CASANARE,ARMA DE FUEGO
CAUCA,SIN EMPLEO DE ARMAS
CAUCA,ARMA BLANCA / CORTOPUNZANTE
CESAR,ARMA DE FUEGO
CESAR,ARMA DE FUEGO
CESAR,ARMA DE FUEGO
CESAR,CONTUNDENTES
CESAR,SIN EMPLEO DE ARMAS
CESAR,ARMA DE FUEGO
CORDOBA,CONTUNDENTES
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ESCOPOLAMINA
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
GUAJIRA,ARMA DE FUEGO
HUILA,CONTUNDENTES
HUILA,SIN EMPLEO DE ARMAS
HUILA,SIN EMPLEO DE ARMAS
HUILA,ARMA BLANCA / CORTOPUNZANTE
MAGDALENA,ARMA BLANCA / CORTOPUNZANTE
MAGDALENA,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,SIN EMPLEO DE ARMAS
META,SIN EMPLEO DE ARMAS
META,SIN EMPLEO DE ARMAS
META,SIN EMPLEO DE ARMAS
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,CONTUNDENTES
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA DE FUEGO
QUINDIO,CONTUNDENTES
RISARALDA,CONTUNDENTES
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,SIN EMPLEO DE ARMAS
SAN ANDRES,SIN EMPLEO DE ARMAS
SAN ANDRES,ARMA DE FUEGO
SANTANDER,ARMA DE FUEGO
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA DE FUEGO
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
SUCRE,SIN EMPLEO DE ARMAS
SUCRE,SIN EMPLEO DE ARMAS
SUCRE,ARMA DE FUEGO
SUCRE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,SIN EMPLEO DE ARMAS
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,CONTUNDENTES
VALLE,CONTUNDENTES
VALLE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,CONTUNDENTES
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,ESCOPOLAMINA
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ATLANTICO,ARMA BLANCA / CORTOPUNZANTE
ATLANTICO,ARMA DE FUEGO
ATLANTICO,ARMA DE FUEGO
ATLANTICO,ARMA BLANCA / CORTOPUNZANTE
BOLIVAR,SIN EMPLEO DE ARMAS
BOYACA,CONTUNDENTES
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
BOYACA,SIN EMPLEO DE ARMAS
CALDAS,SIN EMPLEO DE ARMAS
CALDAS,SIN EMPLEO DE ARMAS
CAUCA,SIN EMPLEO DE ARMAS
CAUCA,ARMA DE FUEGO
CESAR,ARMA DE FUEGO
CESAR,ARMA DE FUEGO
CESAR,ARMA DE FUEGO
CESAR,SIN EMPLEO DE ARMAS
CESAR,SIN EMPLEO DE ARMAS
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
GUAJIRA,SIN EMPLEO DE ARMAS
GUAJIRA,ARMA DE FUEGO
HUILA,CONTUNDENTES
HUILA,CONTUNDENTES
HUILA,CONTUNDENTES
HUILA,CONTUNDENTES
HUILA,ARMA DE FUEGO
HUILA,CONTUNDENTES
MAGDALENA,SIN EMPLEO DE ARMAS
META,SIN EMPLEO DE ARMAS
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,ARMA BLANCA / CORTOPUNZANTE
META,SIN EMPLEO DE ARMAS
NARINHO,SIN EMPLEO DE ARMAS
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NARINHO,ARMA BLANCA / CORTOPUNZANTE
NORTE DE SANTANDER,ARMA BLANCA / CORTOPUNZANTE
NORTE DE SANTANDER,SIN EMPLEO DE ARMAS
NORTE DE SANTANDER,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,SIN EMPLEO DE ARMAS
QUINDIO,SIN EMPLEO DE ARMAS
QUINDIO,SIN EMPLEO DE ARMAS
QUINDIO,CONTUNDENTES
QUINDIO,ARMA BLANCA / CORTOPUNZANTE
QUINDIO,ARMA DE FUEGO
RISARALDA,CONTUNDENTES
RISARALDA,CONTUNDENTES
RISARALDA,CONTUNDENTES
RISARALDA,ARMA BLANCA / CORTOPUNZANTE
RISARALDA,ARMA DE FUEGO
RISARALDA,SIN EMPLEO DE ARMAS
SAN ANDRES,ARMA DE FUEGO
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,CONTUNDENTES
SANTANDER,CONTUNDENTES
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA BLANCA / CORTOPUNZANTE
SANTANDER,ARMA DE FUEGO
SANTANDER,SIN EMPLEO DE ARMAS
SANTANDER,SIN EMPLEO DE ARMAS
TOLIMA,CONTUNDENTES
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,SIN EMPLEO DE ARMAS
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,ARMA BLANCA / CORTOPUNZANTE
TOLIMA,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,ARMA DE FUEGO
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA DE FUEGO
VALLE,CONTUNDENTES
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,SIN EMPLEO DE ARMAS
VALLE,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,ARMA DE FUEGO
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,ARMA BLANCA / CORTOPUNZANTE
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ANTIOQUIA,SIN EMPLEO DE ARMAS
ATLANTICO,ARMA DE FUEGO
ATLANTICO,SIN EMPLEO DE ARMAS
ATLANTICO,ARMA BLANCA / CORTOPUNZANTE
ATLANTICO,ARMA DE FUEGO
ATLANTICO,ARMA DE FUEGO
ATLANTICO,ARMA BLANCA / CORTOPUNZANTE
BOLIVAR,ARMA BLANCA / CORTOPUNZANTE
BOYACA,CONTUNDENTES
BOYACA,CONTUNDENTES
CALDAS,ARMA BLANCA / CORTOPUNZANTE
CALDAS,SIN EMPLEO DE ARMAS
CAQUETA,ARMA BLANCA / CORTOPUNZANTE
CAQUETA,ARMA BLANCA / CORTOPUNZANTE
CAQUETA,ARMA DE FUEGO
CAUCA,ARMA BLANCA / CORTOPUNZANTE
CAUCA,SIN EMPLEO DE ARMAS
CAUCA,SIN EMPLEO DE ARMAS
CESAR,ARMA DE FUEGO
CESAR,SIN EMPLEO DE ARMAS
CESAR,ARMA DE FUEGO
CESAR,ARMA BLANCA / CORTOPUNZANTE
CESAR,ARMA DE FUEGO
CHOCO,SIN EMPLEO DE ARMAS
CORDOBA,CONTUNDENTES
CORDOBA,CONTUNDENTES
CORDOBA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,CONTUNDENTES
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA DE FUEGO
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,SIN EMPLEO DE ARMAS
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
CUNDINAMARCA,ARMA BLANCA / CORTOPUNZANTE
