MUNICIPIO,EDAD
FLORENCIA (CT),ADULTO
FLORENCIA (CT),ADULTO
AGUAZUL,ADULTO
YOPAL (CT),ADULTOJOVEN
YOPAL (CT),ANCIANO
YOPAL (CT),ANCIANO
POPAYAN (CT),ADULTOMAYOR
BECERRIL,ADULTO
VALLEDUPAR (CT),ADULTO
VALLEDUPAR (CT),ADULTOJOVEN
MONTERIA (CT),ADULTO
AGUA DE DIOS,ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
FUSAGASUGA,ADULTO
SOACHA,ADULTO
SAN JOSE DEL GUAVIARE (CT),ADULTO
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTO
NEIVA (CT),ADULTO
NEIVA (CT),ADULTO
PITALITO,ADULTOJOVEN
PITALITO,ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTO
PUERTO LOPEZ,ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
IPIALES,ADULTOJOVEN
IPIALES,ADULTOJOVEN
IPIALES,ADULTOJOVEN
IPIALES,ADULTOMAYOR
IPIALES,ADULTOJOVEN
IPIALES,ADULTOJOVEN
IPIALES,ADULTO
IPIALES,ADULTOMAYOR
PASTO (CT),ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOJOVEN
CUCUTA (CT),ADULTOMAYOR
CUCUTA (CT),ADULTOJOVEN
CUCUTA (CT),ANCIANO
CUCUTA (CT),ADULTOJOVEN
LOS PATIOS,ADULTO
OCANHA,ADULTO
OCANHA,ADULTOJOVEN
MOCOA (CT),ADULTOJOVEN
ARMENIA (CT),ADULTO
CALARCA,ADULTOMAYOR
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTO
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ANCIANO
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTO
SANTA ROSA DE CABAL,ADULTO
SANTA ROSA DE CABAL,ADULTO
BARRANCABERMEJA,ADULTOJOVEN
BARRANCABERMEJA,ADULTOJOVEN
BARRANCABERMEJA,ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ADULTOJOVEN
FLORIDABLANCA,ADULTOJOVEN
GIRON,ADULTO
SAN BENITO ABAD,ADULTOMAYOR
SAN MARCOS,ADULTO
SINCELEJO (CT),ADULTOJOVEN
SINCELEJO (CT),ADULTOJOVEN
SINCELEJO (CT),ADULTOMAYOR
SINCELEJO (CT),ADULTOMAYOR
SINCELEJO (CT),ADULTOMAYOR
CHAPARRAL,ADULTO
CHAPARRAL,ADULTO
GUAMO,ADULTOJOVEN
IBAGUE (CT),ADULTO
IBAGUE (CT),ADULTOMAYOR
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOMAYOR
IBAGUE (CT),ADOLESCENTE
PURIFICACION,ADULTO
ROVIRA,ADULTOJOVEN
ALCALA,ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ANCIANO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CANDELARIA,ADULTOJOVEN
GUADALAJARA DE BUGA,ADULTO
YUMBO,ADULTO
LETICIA (CT),ADULTOJOVEN
CISNEROS,ANCIANO
ITAGUI,ADULTOJOVEN
MARINILLA,ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
SABANETA,ADULTO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ADULTOMAYOR
SOLEDAD,ADULTO
CARTAGENA (CT),ADULTOJOVEN
MORALES (BOLIVAR),ADULTO
MORALES (BOLIVAR),ADULTO
MORALES (BOLIVAR),ADULTO
DUITAMA,ADULTOJOVEN
DUITAMA,ADULTOJOVEN
TUNJA (CT),ADULTO
LA DORADA,ADULTO
LA DORADA,ADULTO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTO
VILLAMARIA,ADULTOMAYOR
MANI,ADULTO
POPAYAN (CT),ADULTOJOVEN
SILVIA,ADULTO
VALLEDUPAR (CT),ADULTO
VALLEDUPAR (CT),ADULTOMAYOR
QUIBDO (CT),ADULTOJOVEN
QUIBDO (CT),ADULTO
LORICA,ADULTO
MONTERIA (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),OTRA
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ANCIANO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
FUSAGASUGA,ADULTOJOVEN
SIBATE,ADOLESCENTE
FONSECA,ADULTO
MAICAO,ADULTO
NEIVA (CT),ADOLESCENTE
NEIVA (CT),OTRA
NEIVA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),OTRA
PUERTO GAITAN,ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
IPIALES,ADULTOJOVEN
IPIALES,ADULTO
IPIALES,ADULTO
IPIALES,ADULTOMAYOR
IPIALES,ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADOLESCENTE
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
TUQUERRES,ADULTOJOVEN
CUCUTA (CT),ADULTO
CUCUTA (CT),ADULTOJOVEN
CUCUTA (CT),ADULTO
CUCUTA (CT),ADULTO
LOS PATIOS,ADULTO
PUERTO ASIS,ADULTOJOVEN
ARMENIA (CT),ADULTOMAYOR
CALARCA,ADULTOJOVEN
DOSQUEBRADAS,ADOLESCENTE
DOSQUEBRADAS,ADOLESCENTE
PEREIRA (CT),ANCIANO
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADOLESCENTE
SANTA ROSA DE CABAL,ADULTOMAYOR
SANTA ROSA DE CABAL,ANCIANO
SANTA ROSA DE CABAL,ADULTO
BARBOSA,ADULTO
BARBOSA,ADULTOJOVEN
BARBOSA,ADULTOJOVEN
BARRANCABERMEJA,ADULTOJOVEN
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOMAYOR
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ADULTO
FLORIDABLANCA,ADOLESCENTE
GIRON,ADULTOMAYOR
GIRON,ANCIANO
SAN ONOFRE,ADULTOMAYOR
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTOMAYOR
SINCELEJO (CT),ADULTOMAYOR
CHAPARRAL,ADULTOJOVEN
COYAIMA,ADOLESCENTE
COYAIMA,ADULTO
ESPINAL,ADULTOMAYOR
FLANDES,ANCIANO
IBAGUE (CT),ADULTOMAYOR
IBAGUE (CT),ADULTO
LIBANO,ADULTOMAYOR
MELGAR,ADULTO
BUENAVENTURA,ADULTOJOVEN
BUENAVENTURA,ADULTO
CAICEDONIA,ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),OTRA
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
GUADALAJARA DE BUGA,ADULTOMAYOR
PALMIRA,ADULTOJOVEN
PALMIRA,ADULTOJOVEN
ARBOLETES,ADULTOJOVEN
BELLO,ADULTOJOVEN
BELLO,ADULTO
CONCORDIA,ADULTOJOVEN
ENVIGADO,ADULTOMAYOR
ENVIGADO,ANCIANO
ITAGUI,ADULTOJOVEN
MARINILLA,ADULTO
MARINILLA,ADOLESCENTE
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MONTEBELLO,ADULTOJOVEN
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTO
SOLEDAD,ADULTOMAYOR
SOLEDAD,ADULTOMAYOR
SOLEDAD,ADULTOJOVEN
CARTAGENA (CT),ADULTOJOVEN
CARTAGENA (CT),ADULTO
CARTAGENA (CT),ADULTOMAYOR
DUITAMA,ADULTOJOVEN
DUITAMA,ADULTOJOVEN
JENESANO,ADULTOMAYOR
SOGAMOSO,ADULTOJOVEN
TUNJA (CT),ADULTO
ANSERMA,ADULTOMAYOR
LA MERCED,ADULTOMAYOR
MANIZALES (CT),ANCIANO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTOMAYOR
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOMAYOR
RIOSUCIO,ADULTOMAYOR
RIOSUCIO,ANCIANO
RIOSUCIO,ADULTO
RIOSUCIO,ADULTO
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOMAYOR
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
MORELIA,ADULTOJOVEN
YOPAL (CT),ADULTO
YOPAL (CT),ADULTOJOVEN
YOPAL (CT),ADULTO
PIENDAMO,ADULTOJOVEN
POPAYAN (CT),ADULTO
POPAYAN (CT),ANCIANO
POPAYAN (CT),ADULTO
SANTANDER DE QUILICHAO,ADULTOJOVEN
SILVIA,ADULTOJOVEN
AGUACHICA,ADULTOJOVEN
CURUMANI,ADULTOJOVEN
VALLEDUPAR (CT),ADULTO
QUIBDO (CT),ADULTOJOVEN
QUIBDO (CT),ADULTOJOVEN
CERETE,ADULTO
MONTERIA (CT),ADULTO
MONTERIA (CT),ADULTO
MONTERIA (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOMAYOR
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
GRANADA,ADULTOJOVEN
ALBANIA,ADULTOJOVEN
MAICAO,ADULTO
MAICAO,ANCIANO
MAICAO,ANCIANO
NEIVA (CT),ADULTOMAYOR
NEIVA (CT),ADULTOMAYOR
NEIVA (CT),ADULTOJOVEN
NEIVA (CT),ADULTOJOVEN
PITALITO,ADULTOMAYOR
PITALITO,ADULTOMAYOR
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTOMAYOR
SANTA MARTA (CT),ADULTOJOVEN
PUERTO GAITAN,ADULTO
PUERTO GAITAN,ADULTOJOVEN
PUERTO GAITAN,ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTOJOVEN
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTO
IPIALES,ADULTOJOVEN
IPIALES,ADULTO
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTO
SAN ANDRES DE TUMACO,ADULTO
SAN PABLO,ADULTOJOVEN
TUQUERRES,ADULTOMAYOR
TUQUERRES,ADULTOJOVEN
CUCUTA (CT),ANCIANO
CUCUTA (CT),ADULTOJOVEN
OCANHA,ADULTOMAYOR
ARMENIA (CT),ADULTOJOVEN
ARMENIA (CT),ADULTOJOVEN
LA VIRGINIA,ADULTO
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
SANTA ROSA DE CABAL,ADULTOJOVEN
SANTA ROSA DE CABAL,ADULTO
SANTA ROSA DE CABAL,ADULTOJOVEN
BARBOSA,ADULTOJOVEN
BARBOSA,ADULTOJOVEN
BARRANCABERMEJA,ADULTO
BARRANCABERMEJA,ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ANCIANO
BUCARAMANGA (CT),ADULTO
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ANCIANO
FLORIDABLANCA,ADULTO
GIRON,ADULTOJOVEN
LEBRIJA,ADULTOJOVEN
PIEDECUESTA,ADULTOMAYOR
SAN ONOFRE,ADULTOMAYOR
SANTIAGO DE TOLU,ADULTOJOVEN
SINCELEJO (CT),ADULTOJOVEN
SINCELEJO (CT),ADULTOJOVEN
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTO
SINCELEJO (CT),ADULTO
TOLU VIEJO,ADULTOJOVEN
ESPINAL,ADULTOJOVEN
ESPINAL,ADULTOJOVEN
IBAGUE (CT),ADULTO
IBAGUE (CT),ADULTO
IBAGUE (CT),ADULTOJOVEN
IBAGUE (CT),ADULTOJOVEN
ICONONZO,ADULTO
VENADILLO,ADULTO
BUENAVENTURA,ADULTO
BUENAVENTURA,ADULTO
CAICEDONIA,ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTO
CALI (CT),ADULTOJOVEN
CARTAGO,ANCIANO
CARTAGO,ADULTOMAYOR
GUADALAJARA DE BUGA,ADULTO
LA UNION,ADULTO
PALMIRA,ADULTOJOVEN
PALMIRA,ADULTO
PALMIRA,ADULTOJOVEN
TULUA,ADULTO
YUMBO,ADULTO
APARTADO,ADULTOJOVEN
BELLO,ADULTOJOVEN
CHIGORODO,ADULTOMAYOR
CONCORDIA,ADULTOJOVEN
ENVIGADO,ADULTOJOVEN
ENVIGADO,ADULTOJOVEN
ENVIGADO,ADULTOMAYOR
ITAGUI,ADOLESCENTE
MARINILLA,ADULTOJOVEN
MARINILLA,ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ANCIANO
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
NECOCLI,ADOLESCENTE
BARRANQUILLA (CT),ANCIANO
CARTAGENA (CT),ADULTOJOVEN
CARTAGENA (CT),ANCIANO
CARTAGENA (CT),ADULTOMAYOR
EL CARMEN DE BOLIVAR,ADULTO
MAGANGUE,ADULTOJOVEN
CHIQUINQUIRA,ADULTO
DUITAMA,ADULTOJOVEN
CHINCHINA,ADULTO
LA MERCED,ANCIANO
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ADULTOJOVEN
MANIZALES (CT),ANCIANO
MANIZALES (CT),ADULTOMAYOR
MANIZALES (CT),ADULTO
MANIZALES (CT),ADULTO
RIOSUCIO,ADULTO
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTO
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
RIOSUCIO,ADULTOJOVEN
FLORENCIA (CT),ADULTO
POPAYAN (CT),ADULTO
POPAYAN (CT),ADULTOJOVEN
MONTERIA (CT),ADULTO
MONTERIA (CT),ADULTO
MONTERIA (CT),ADULTOMAYOR
SAHAGUN,ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADOLESCENTE
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTOJOVEN
BOGOTA D.C. (CT),ADULTO
BOGOTA D.C. (CT),ADULTOMAYOR
SOACHA,ADULTO
SOACHA,ADULTOJOVEN
NEIVA (CT),ADULTO
PITALITO,ADULTOJOVEN
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ADULTOJOVEN
SANTA MARTA (CT),ANCIANO
SANTA MARTA (CT),ADULTO
SANTA MARTA (CT),ADULTOJOVEN
PUERTO GAITAN,ADULTOJOVEN
PUERTO GAITAN,ADULTO
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTOMAYOR
VILLAVICENCIO (CT),ADULTO
IPIALES,ADULTOJOVEN
PASTO (CT),ADULTO
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOMAYOR
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
PASTO (CT),ADULTOJOVEN
CUCUTA (CT),ADULTOJOVEN
ARMENIA (CT),ADULTOMAYOR
ARMENIA (CT),ADULTOMAYOR
DOSQUEBRADAS,ADULTO
PEREIRA (CT),ADULTOJOVEN
PEREIRA (CT),ADULTOJOVEN
SAN ANDRES (CT),ADULTOJOVEN
BARBOSA,ADULTOJOVEN
BARBOSA,ANCIANO
BARRANCABERMEJA,ADULTOJOVEN
BUCARAMANGA (CT),ADULTOJOVEN
FLORIDABLANCA,ADULTOJOVEN
GIRON,ADULTOMAYOR
MALAGA,ADULTOJOVEN
MALAGA,ADULTOJOVEN
PIEDECUESTA,ADULTOMAYOR
MORROA,ADULTOJOVEN
SINCELEJO (CT),ADOLESCENTE
IBAGUE (CT),ADULTOJOVEN
LERIDA,ADULTO
MELGAR,ADULTO
BUENAVENTURA,ADULTOMAYOR
BUENAVENTURA,ADULTOJOVEN
CALI (CT),ADULTO
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOMAYOR
CALI (CT),ADULTOJOVEN
CALI (CT),ADULTOJOVEN
CANDELARIA,ADULTOJOVEN
JAMUNDI,ADULTO
VIJES,ADULTOMAYOR
YUMBO,ADULTOJOVEN
BELLO,ADULTOJOVEN
BELLO,ADULTO
BELLO,ADULTO
CALDAS,ADULTO
CALDAS,ADULTO
EL CARMEN DE VIBORAL,ADULTOJOVEN
ITAGUI,ADULTOMAYOR
JARDIN,ANCIANO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOMAYOR
MEDELLIN (CT),ADULTO
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ADULTOJOVEN
MEDELLIN (CT),ANCIANO
NECOCLI,ADULTOJOVEN
RIONEGRO,ANCIANO
SANTA BARBARA,ADULTOJOVEN
ARAUCA (CT),NINHO
ARAUCA (CT),ADULTOMAYOR
ARAUCA (CT),ADULTOMAYOR
BARRANQUILLA (CT),ADULTOJOVEN
BARRANQUILLA (CT),ANCIANO
BARRANQUILLA (CT),ADULTO
BARRANQUILLA (CT),ADULTOJOVEN
PUERTO COLOMBIA,ADULTOJOVEN
CARTAGENA (CT),ADULTOJOVEN
CARTAGENA (CT),ADULTO
CARTAGENA (CT),ADULTOJOVEN
CUCAITA,ADULTOJOVEN
DUITAMA,OTRA
DUITAMA,ADULTOJOVEN
SOGAMOSO,ADULTOMAYOR
TUNJA (CT),ADULTO
VILLA DE LEYVA,ADULTOJOVEN
VILLA DE LEYVA,ADULTO
LA DORADA,ADULTOMAYOR
