MUNICIPIO,HORA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),ALMUERZO
IBAGUE (CT),MOVILIZACIONMATUTINA
IBAGUE (CT),MADRUGADA
IBAGUE (CT),NOCHE
IBAGUE (CT),TARDE
BUENAVENTURA,MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),ALMUERZO
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),TARDE
CALI (CT),MOVILIZACIONMATUTINA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),TARDE
EL CERRITO,NOCHE
PALMIRA,MOVILIZACIONVESPERTINA
PALMIRA,MOVILIZACIONVESPERTINA
PALMIRA,TARDE
PALMIRA,TARDE
TULUA,ALMUERZO
YUMBO,ALMUERZO
PUERTO CARRENHO (CT),MOVILIZACIONVESPERTINA
BELLO,NOCHE
BELLO,MANHANA
BELLO,TARDE
BELLO,TARDE
COPACABANA,TARDE
GUARNE,TARDE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MADRUGADA
RIONEGRO,TARDE
SABANETA,MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),TARDE
SOLEDAD,NOCHE
SOLEDAD,MADRUGADA
SOLEDAD,MANHANA
CARTAGENA (CT),NOCHE
CARTAGENA (CT),MOVILIZACIONVESPERTINA
CARTAGENA (CT),MANHANA
EL CARMEN DE BOLIVAR,MANHANA
EL CARMEN DE BOLIVAR,MANHANA
TUNJA (CT),MANHANA
MANIZALES (CT),MANHANA
MANIZALES (CT),MANHANA
MANIZALES (CT),TARDE
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),MADRUGADA
FLORENCIA (CT),TARDE
FLORENCIA (CT),NOCHE
FLORENCIA (CT),MADRUGADA
FLORENCIA (CT),MOVILIZACIONVESPERTINA
YOPAL (CT),ALMUERZO
POPAYAN (CT),ALMUERZO
POPAYAN (CT),NOCHE
PUERTO TEJADA,MANHANA
CHIRIGUANA,ALMUERZO
VALLEDUPAR (CT),TARDE
VALLEDUPAR (CT),MOVILIZACIONMATUTINA
VALLEDUPAR (CT),TARDE
QUIBDO (CT),TARDE
QUIBDO (CT),NOCHE
CERETE,NOCHE
MONTERIA (CT),ALMUERZO
MONTERIA (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONMATUTINA
BOGOTA D.C. (CT),MOVILIZACIONMATUTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
FACATATIVA,TARDE
GIRARDOT,NOCHE
MOSQUERA,MANHANA
TOCANCIPA,MANHANA
RIOHACHA (CT),NOCHE
RIOHACHA (CT),TARDE
RIOHACHA (CT),NOCHE
VILLANUEVA,MANHANA
NEIVA (CT),MOVILIZACIONVESPERTINA
NEIVA (CT),TARDE
TIMANA,MADRUGADA
SANTA MARTA (CT),ALMUERZO
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),TARDE
SANTA MARTA (CT),MADRUGADA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),ALMUERZO
IPIALES,NOCHE
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),ALMUERZO
PASTO (CT),MANHANA
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTILLA,TARDE
LA ESPERANZA,NOCHE
LOS PATIOS,TARDE
LOS PATIOS,MANHANA
OCANHA,TARDE
OCANHA,NOCHE
VILLA DEL ROSARIO,MADRUGADA
MOCOA (CT),MANHANA
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MANHANA
DOSQUEBRADAS,TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
BARRANCABERMEJA,TARDE
BARRANCABERMEJA,TARDE
BARRANCABERMEJA,ALMUERZO
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,MADRUGADA
BARRANCABERMEJA,MADRUGADA
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,MANHANA
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),ALMUERZO
FLORIDABLANCA,MOVILIZACIONVESPERTINA
FLORIDABLANCA,ALMUERZO
PIEDECUESTA,TARDE
PIEDECUESTA,MOVILIZACIONVESPERTINA
PIEDECUESTA,ALMUERZO
PIEDECUESTA,NOCHE
PIEDECUESTA,MADRUGADA
COROZAL,ALMUERZO
SINCELEJO (CT),MOVILIZACIONVESPERTINA
SINCELEJO (CT),ALMUERZO
SINCELEJO (CT),ALMUERZO
SINCELEJO (CT),MADRUGADA
SINCELEJO (CT),ALMUERZO
IBAGUE (CT),NOCHE
IBAGUE (CT),TARDE
IBAGUE (CT),NOCHE
IBAGUE (CT),NOCHE
LERIDA,MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
CALI (CT),TARDE
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
PALMIRA,TARDE
PALMIRA,MANHANA
SEVILLA,MOVILIZACIONVESPERTINA
YUMBO,MADRUGADA
BELLO,MOVILIZACIONVESPERTINA
BELLO,NOCHE
BELLO,MADRUGADA
GIRARDOTA,MOVILIZACIONVESPERTINA
GUARNE,MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),TARDE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
ARAUCA (CT),MANHANA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),TARDE
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),MADRUGADA
MALAMBO,MANHANA
DUITAMA,MOVILIZACIONMATUTINA
MANIZALES (CT),ALMUERZO
MANIZALES (CT),MADRUGADA
MANIZALES (CT),MADRUGADA
MANIZALES (CT),MADRUGADA
MANIZALES (CT),TARDE
FLORENCIA (CT),MOVILIZACIONVESPERTINA
FLORENCIA (CT),NOCHE
YOPAL (CT),MOVILIZACIONVESPERTINA
YOPAL (CT),NOCHE
POPAYAN (CT),NOCHE
POPAYAN (CT),TARDE
POPAYAN (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),MADRUGADA
SANTANDER DE QUILICHAO,MADRUGADA
BOSCONIA,MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),MANHANA
VALLEDUPAR (CT),ALMUERZO
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),MADRUGADA
CERETE,NOCHE
MONTERIA (CT),MOVILIZACIONVESPERTINA
MONTERIA (CT),TARDE
MONTERIA (CT),TARDE
MONTERIA (CT),NOCHE
MONTERIA (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
SOACHA,MOVILIZACIONVESPERTINA
AIPE,MANHANA
NEIVA (CT),TARDE
NEIVA (CT),MADRUGADA
NEIVA (CT),ALMUERZO
NEIVA (CT),NOCHE
PITALITO,MADRUGADA
PITALITO,MADRUGADA
FUNDACION,MANHANA
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),MADRUGADA
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),TARDE
SANTA MARTA (CT),ALMUERZO
VILLAVICENCIO (CT),ALMUERZO
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MADRUGADA
IPIALES,TARDE
PASTO (CT),NOCHE
PASTO (CT),MANHANA
PASTO (CT),NOCHE
PASTO (CT),MANHANA
CUCUTA (CT),TARDE
CUCUTA (CT),MADRUGADA
CUCUTA (CT),NOCHE
CUCUTA (CT),MANHANA
ARMENIA (CT),ALMUERZO
ARMENIA (CT),MOVILIZACIONMATUTINA
ARMENIA (CT),MADRUGADA
ARMENIA (CT),ALMUERZO
CALARCA,MOVILIZACIONVESPERTINA
CIRCASIA,MOVILIZACIONVESPERTINA
FILANDIA,MADRUGADA
DOSQUEBRADAS,TARDE
DOSQUEBRADAS,ALMUERZO
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),ALMUERZO
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),NOCHE
SANTA ROSA DE CABAL,MOVILIZACIONVESPERTINA
SAN ANDRES (CT),ALMUERZO
BARICHARA,NOCHE
BARRANCABERMEJA,MOVILIZACIONVESPERTINA
BARRANCABERMEJA,TARDE
BARRANCABERMEJA,MANHANA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),NOCHE
FLORIDABLANCA,ALMUERZO
FLORIDABLANCA,TARDE
FLORIDABLANCA,TARDE
FLORIDABLANCA,TARDE
FLORIDABLANCA,MOVILIZACIONVESPERTINA
GIRON,TARDE
SOCORRO,MOVILIZACIONVESPERTINA
MORROA,MOVILIZACIONVESPERTINA
SINCELEJO (CT),MANHANA
CHAPARRAL,TARDE
ESPINAL,MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),NOCHE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
MARIQUITA,NOCHE
MELGAR,MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),NOCHE
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
PALMIRA,TARDE
PALMIRA,TARDE
TULUA,NOCHE
ABEJORRAL,ALMUERZO
BELLO,MANHANA
BELLO,TARDE
BELLO,NOCHE
BELLO,NOCHE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
PUERTO TRIUNFO,ALMUERZO
YONDO,MOVILIZACIONVESPERTINA
ARAUCA (CT),NOCHE
ARAUCA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),NOCHE
GALAPA,NOCHE
MALAMBO,ALMUERZO
PALMAR DE VARELA,MADRUGADA
SOLEDAD,MOVILIZACIONVESPERTINA
SOLEDAD,ALMUERZO
CARTAGENA (CT),MOVILIZACIONVESPERTINA
CARTAGENA (CT),MANHANA
AQUITANIA,MANHANA
CHINCHINA,TARDE
MANIZALES (CT),MADRUGADA
MANIZALES (CT),MADRUGADA
FLORENCIA (CT),MANHANA
FLORENCIA (CT),MANHANA
YOPAL (CT),NOCHE
YOPAL (CT),NOCHE
YOPAL (CT),NOCHE
POPAYAN (CT),TARDE
POPAYAN (CT),TARDE
POPAYAN (CT),NOCHE
PUERTO TEJADA,ALMUERZO
SANTANDER DE QUILICHAO,TARDE
SANTANDER DE QUILICHAO,TARDE
BOSCONIA,NOCHE
GAMARRA,MANHANA
PUEBLO BELLO,MADRUGADA
VALLEDUPAR (CT),NOCHE
LORICA,MANHANA
MONTELIBANO,NOCHE
MONTERIA (CT),NOCHE
MONTERIA (CT),MOVILIZACIONVESPERTINA
MONTERIA (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
SOACHA,TARDE
RIOHACHA (CT),MOVILIZACIONMATUTINA
URIBIA,MADRUGADA
NEIVA (CT),MOVILIZACIONVESPERTINA
NEIVA (CT),TARDE
NEIVA (CT),NOCHE
NEIVA (CT),MADRUGADA
NEIVA (CT),ALMUERZO
NEIVA (CT),NOCHE
PITALITO,NOCHE
PITALITO,NOCHE
CIENAGA,NOCHE
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),MOVILIZACIONVESPERTINA
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),MADRUGADA
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),MANHANA
SANTA MARTA (CT),NOCHE
LEJANIAS,NOCHE
PUERTO LLERAS,ALMUERZO
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MADRUGADA
BARBACOAS,MADRUGADA
IPIALES,MOVILIZACIONMATUTINA
IPIALES,MANHANA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),TARDE
PASTO (CT),NOCHE
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MADRUGADA
PASTO (CT),MANHANA
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),ALMUERZO
CUCUTA (CT),MANHANA
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),ALMUERZO
CUCUTA (CT),NOCHE
CUCUTA (CT),ALMUERZO
CUCUTA (CT),ALMUERZO
SANTIAGO,TARDE
VILLA DEL ROSARIO,NOCHE
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),ALMUERZO
CIRCASIA,MANHANA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MANHANA
PEREIRA (CT),TARDE
PEREIRA (CT),NOCHE
PEREIRA (CT),TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),ALMUERZO
SAN ANDRES (CT),MANHANA
BARRANCABERMEJA,MADRUGADA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MADRUGADA
FLORIDABLANCA,TARDE
FLORIDABLANCA,TARDE
FLORIDABLANCA,MOVILIZACIONMATUTINA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
GIRON,MOVILIZACIONVESPERTINA
GIRON,MOVILIZACIONVESPERTINA
GIRON,ALMUERZO
COROZAL,TARDE
SINCELEJO (CT),MOVILIZACIONVESPERTINA
SINCELEJO (CT),MANHANA
ESPINAL,MANHANA
ESPINAL,NOCHE
IBAGUE (CT),MANHANA
IBAGUE (CT),TARDE
IBAGUE (CT),TARDE
IBAGUE (CT),NOCHE
IBAGUE (CT),MANHANA
IBAGUE (CT),NOCHE
LERIDA,MADRUGADA
LERIDA,MANHANA
MELGAR,TARDE
ANDALUCIA,ALMUERZO
ANDALUCIA,ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),MANHANA
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
GUACARI,MOVILIZACIONVESPERTINA
JAMUNDI,MOVILIZACIONVESPERTINA
PALMIRA,NOCHE
ROLDANILLO,MOVILIZACIONVESPERTINA
ROLDANILLO,MANHANA
ROLDANILLO,TARDE
YUMBO,MANHANA
YUMBO,TARDE
BELLO,MANHANA
BELLO,MOVILIZACIONVESPERTINA
BELLO,TARDE
BELLO,NOCHE
BELLO,NOCHE
BELLO,TARDE
BELLO,MADRUGADA
GUARNE,NOCHE
ITAGUI,MANHANA
ITAGUI,MOVILIZACIONVESPERTINA
ITAGUI,TARDE
ITAGUI,MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
BARANOA,NOCHE
BARANOA,NOCHE
BARANOA,NOCHE
BARRANQUILLA (CT),MOVILIZACIONVESPERTINA
