MUNICIPIO,HORA
SAN MARCOS,NOCHE
SINCELEJO (CT),MANHANA
SINCELEJO (CT),NOCHE
ESPINAL,MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),TARDE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),NOCHE
LIBANO,MANHANA
BUENAVENTURA,MANHANA
BUGALAGRANDE,NOCHE
CALI (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MADRUGADA
CALI (CT),MANHANA
JAMUNDI,MOVILIZACIONVESPERTINA
PRADERA,NOCHE
TULUA,ALMUERZO
BELLO,MANHANA
BELLO,MANHANA
COPACABANA,MANHANA
ENVIGADO,MADRUGADA
ITAGUI,NOCHE
JARDIN,ALMUERZO
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),ALMUERZO
RIONEGRO,ALMUERZO
RIONEGRO,MOVILIZACIONVESPERTINA
RIONEGRO,MOVILIZACIONVESPERTINA
BARRANQUILLA (CT),MANHANA
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),MANHANA
CARTAGENA (CT),MANHANA
MAGANGUE,NOCHE
CHIQUINQUIRA,TARDE
DUITAMA,TARDE
DUITAMA,MANHANA
TUNJA (CT),ALMUERZO
TUNJA (CT),MANHANA
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),TARDE
FLORENCIA (CT),TARDE
YOPAL (CT),MOVILIZACIONVESPERTINA
YOPAL (CT),MOVILIZACIONVESPERTINA
YOPAL (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),MOVILIZACIONVESPERTINA
AGUACHICA,MANHANA
AGUACHICA,NOCHE
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),ALMUERZO
VALLEDUPAR (CT),MANHANA
QUIBDO (CT),MOVILIZACIONVESPERTINA
LORICA,MOVILIZACIONVESPERTINA
MONTERIA (CT),MANHANA
MONTERIA (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONMATUTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
FACATATIVA,MADRUGADA
FONSECA,MADRUGADA
MAICAO,MANHANA
MAICAO,TARDE
MAICAO,TARDE
RIOHACHA (CT),NOCHE
NEIVA (CT),ALMUERZO
NEIVA (CT),ALMUERZO
NEIVA (CT),TARDE
NEIVA (CT),NOCHE
NEIVA (CT),MOVILIZACIONVESPERTINA
PITALITO,MANHANA
RIVERA,NOCHE
RIVERA,NOCHE
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),NOCHE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),NOCHE
IPIALES,MOVILIZACIONVESPERTINA
IPIALES,MOVILIZACIONMATUTINA
IPIALES,TARDE
PASTO (CT),ALMUERZO
PASTO (CT),ALMUERZO
PASTO (CT),TARDE
PASTO (CT),ALMUERZO
PASTO (CT),TARDE
PASTO (CT),MADRUGADA
CUCUTA (CT),ALMUERZO
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),MADRUGADA
VILLAGARZON,MANHANA
VILLAGARZON,MANHANA
ARMENIA (CT),ALMUERZO
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),MANHANA
DOSQUEBRADAS,MANHANA
DOSQUEBRADAS,NOCHE
DOSQUEBRADAS,NOCHE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MANHANA
PEREIRA (CT),ALMUERZO
BARRANCABERMEJA,MANHANA
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,NOCHE
BARRANCABERMEJA,MADRUGADA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),NOCHE
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),MADRUGADA
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
FLORIDABLANCA,MOVILIZACIONVESPERTINA
VELEZ,ALMUERZO
SINCELEJO (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),NOCHE
IBAGUE (CT),NOCHE
IBAGUE (CT),MANHANA
IBAGUE (CT),TARDE
IBAGUE (CT),TARDE
IBAGUE (CT),TARDE
PLANADAS,NOCHE
BUENAVENTURA,NOCHE
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),TARDE
CALI (CT),MADRUGADA
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
JAMUNDI,MOVILIZACIONVESPERTINA
PALMIRA,TARDE
PALMIRA,NOCHE
ROLDANILLO,MOVILIZACIONVESPERTINA
TULUA,MOVILIZACIONVESPERTINA
BELLO,NOCHE
COPACABANA,MOVILIZACIONVESPERTINA
ITAGUI,TARDE
LA ESTRELLA,TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),NOCHE
SABANALARGA,NOCHE
SOLEDAD,NOCHE
CARTAGENA (CT),MOVILIZACIONVESPERTINA
CARTAGENA (CT),MADRUGADA
EL CARMEN DE BOLIVAR,MANHANA
COMBITA,ALMUERZO
SOGAMOSO,TARDE
TUNJA (CT),MANHANA
TUNJA (CT),MADRUGADA
TUNJA (CT),MOVILIZACIONVESPERTINA
TUNJA (CT),NOCHE
CHINCHINA,NOCHE
CHINCHINA,NOCHE
MANIZALES (CT),TARDE
MANIZALES (CT),NOCHE
MANIZALES (CT),MOVILIZACIONVESPERTINA
MANIZALES (CT),MADRUGADA
FLORENCIA (CT),ALMUERZO
FLORENCIA (CT),MADRUGADA
SAN VICENTE DEL CAGUAN,MANHANA
PAZ DE ARIPORO,TARDE
YOPAL (CT),NOCHE
YOPAL (CT),NOCHE
YOPAL (CT),NOCHE
POPAYAN (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),MANHANA
POPAYAN (CT),MANHANA
POPAYAN (CT),TARDE
SANTANDER DE QUILICHAO,MANHANA
LA PAZ,MADRUGADA
PAILITAS,TARDE
SAN ALBERTO,NOCHE
VALLEDUPAR (CT),TARDE
VALLEDUPAR (CT),MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),ALMUERZO
VALLEDUPAR (CT),MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),MOVILIZACIONVESPERTINA
VALLEDUPAR (CT),ALMUERZO
VALLEDUPAR (CT),ALMUERZO
VALLEDUPAR (CT),MOVILIZACIONVESPERTINA
QUIBDO (CT),ALMUERZO
LORICA,TARDE
MONTERIA (CT),MOVILIZACIONVESPERTINA
SAHAGUN,TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
FACATATIVA,ALMUERZO
SANTA MARTA (CT),MADRUGADA
ACACIAS,MADRUGADA
GRANADA,MANHANA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),MANHANA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MADRUGADA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),NOCHE
PASTO (CT),MANHANA
PASTO (CT),MANHANA
PASTO (CT),MADRUGADA
CUCUTA (CT),MOVILIZACIONVESPERTINA
CUCUTA (CT),MOVILIZACIONVESPERTINA
VILLA DEL ROSARIO,MOVILIZACIONVESPERTINA
ARMENIA (CT),NOCHE
ARMENIA (CT),TARDE
ARMENIA (CT),ALMUERZO
CALARCA,MOVILIZACIONVESPERTINA
CALARCA,NOCHE
DOSQUEBRADAS,TARDE
DOSQUEBRADAS,TARDE
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),TARDE
SANTA ROSA DE CABAL,NOCHE
SAN ANDRES (CT),NOCHE
BARRANCABERMEJA,NOCHE
BUCARAMANGA (CT),NOCHE
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),MOVILIZACIONVESPERTINA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),NOCHE
FLORIDABLANCA,MANHANA
GIRON,NOCHE
GIRON,MANHANA
SINCELEJO (CT),ALMUERZO
SINCELEJO (CT),MADRUGADA
SINCELEJO (CT),TARDE
ESPINAL,NOCHE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MANHANA
IBAGUE (CT),MANHANA
IBAGUE (CT),MADRUGADA
BUENAVENTURA,NOCHE
CAICEDONIA,TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),TARDE
CALI (CT),TARDE
CALI (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
EL CERRITO,ALMUERZO
PALMIRA,NOCHE
PALMIRA,MOVILIZACIONVESPERTINA
PALMIRA,MOVILIZACIONVESPERTINA
BELLO,MADRUGADA
BELLO,NOCHE
ENVIGADO,MANHANA
ENVIGADO,MANHANA
ITAGUI,MANHANA
ITAGUI,MANHANA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),MANHANA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),TARDE
ARAUCA (CT),TARDE
BARRANQUILLA (CT),ALMUERZO
VALLEDUPAR (CT),MADRUGADA
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),ALMUERZO
BARRANQUILLA (CT),ALMUERZO
CARTAGENA (CT),TARDE
COMBITA,MOVILIZACIONVESPERTINA
TUNJA (CT),MADRUGADA
TUNJA (CT),MADRUGADA
LA DORADA,MOVILIZACIONVESPERTINA
MANIZALES (CT),TARDE
MANIZALES (CT),ALMUERZO
FLORENCIA (CT),MANHANA
YOPAL (CT),MOVILIZACIONVESPERTINA
BOLIVAR,MOVILIZACIONMATUTINA
POPAYAN (CT),ALMUERZO
POPAYAN (CT),NOCHE
SANTANDER DE QUILICHAO,TARDE
VALLEDUPAR (CT),TARDE
VALLEDUPAR (CT),NOCHE
VALLEDUPAR (CT),MANHANA
VALLEDUPAR (CT),ALMUERZO
MONTERIA (CT),MANHANA
MONTERIA (CT),MADRUGADA
MONTERIA (CT),NOCHE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MANHANA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),TARDE
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),MOVILIZACIONVESPERTINA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),NOCHE
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),ALMUERZO
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
BOGOTA D.C. (CT),MADRUGADA
UTICA,NOCHE
RIOHACHA (CT),NOCHE
RIOHACHA (CT),MANHANA
RIOHACHA (CT),MANHANA
NEIVA (CT),NOCHE
NEIVA (CT),TARDE
NEIVA (CT),NOCHE
NEIVA (CT),TARDE
NEIVA (CT),NOCHE
NEIVA (CT),MANHANA
PITALITO,TARDE
PITALITO,TARDE
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),NOCHE
SANTA MARTA (CT),NOCHE
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),TARDE
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),NOCHE
VILLAVICENCIO (CT),MOVILIZACIONVESPERTINA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),MADRUGADA
VILLAVICENCIO (CT),ALMUERZO
IPIALES,MANHANA
PASTO (CT),MOVILIZACIONVESPERTINA
PASTO (CT),MANHANA
PASTO (CT),MANHANA
PASTO (CT),TARDE
PASTO (CT),NOCHE
PASTO (CT),NOCHE
SAN ANDRES DE TUMACO,NOCHE
TAMINANGO,NOCHE
TUQUERRES,MOVILIZACIONVESPERTINA
CUCUTA (CT),MADRUGADA
CUCUTA (CT),ALMUERZO
CUCUTA (CT),TARDE
LOS PATIOS,MADRUGADA
ARMENIA (CT),MOVILIZACIONVESPERTINA
ARMENIA (CT),TARDE
ARMENIA (CT),NOCHE
ARMENIA (CT),MANHANA
DOSQUEBRADAS,TARDE
DOSQUEBRADAS,MADRUGADA
PEREIRA (CT),MOVILIZACIONVESPERTINA
PEREIRA (CT),MANHANA
PEREIRA (CT),TARDE
PEREIRA (CT),NOCHE
PEREIRA (CT),ALMUERZO
SAN ANDRES (CT),MADRUGADA
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),ALMUERZO
BUCARAMANGA (CT),MANHANA
BUCARAMANGA (CT),TARDE
BUCARAMANGA (CT),ALMUERZO
FLORIDABLANCA,MANHANA
PIEDECUESTA,MOVILIZACIONVESPERTINA
PIEDECUESTA,MANHANA
PIEDECUESTA,MANHANA
SINCELEJO (CT),TARDE
ESPINAL,NOCHE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),TARDE
IBAGUE (CT),NOCHE
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MOVILIZACIONVESPERTINA
IBAGUE (CT),MADRUGADA
RIOBLANCO,MADRUGADA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),ALMUERZO
CALI (CT),TARDE
CALI (CT),ALMUERZO
CALI (CT),ALMUERZO
CALI (CT),TARDE
CALI (CT),MOVILIZACIONVESPERTINA
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
CALI (CT),NOCHE
CALI (CT),NOCHE
CALI (CT),MANHANA
CALI (CT),MANHANA
CALI (CT),MADRUGADA
CALI (CT),MADRUGADA
GUADALAJARA DE BUGA,MOVILIZACIONVESPERTINA
JAMUNDI,TARDE
TULUA,MADRUGADA
YUMBO,TARDE
BELLO,MOVILIZACIONVESPERTINA
BELLO,MADRUGADA
ENVIGADO,TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MANHANA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),MANHANA
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),MADRUGADA
MEDELLIN (CT),NOCHE
MEDELLIN (CT),TARDE
MEDELLIN (CT),MOVILIZACIONVESPERTINA
MEDELLIN (CT),ALMUERZO
MEDELLIN (CT),TARDE
MEDELLIN (CT),NOCHE
MEDELLIN (CT),MADRUGADA
RIONEGRO,MADRUGADA
RIONEGRO,NOCHE
ARAUCA (CT),MANHANA
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),TARDE
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),NOCHE
BARRANQUILLA (CT),MADRUGADA
BARRANQUILLA (CT),TARDE
BARRANQUILLA (CT),MADRUGADA
CARTAGENA (CT),ALMUERZO
CARTAGENA (CT),MANHANA
CARTAGENA (CT),MADRUGADA
CARTAGENA (CT),MADRUGADA
CARTAGENA (CT),TARDE
MANIZALES (CT),TARDE
MANIZALES (CT),NOCHE
MANIZALES (CT),MANHANA
BELEN DE LOS ANDAQUIES,TARDE
FLORENCIA (CT),ALMUERZO
FLORENCIA (CT),TARDE
FLORENCIA (CT),MADRUGADA
GUACHENE,MANHANA
LOPEZ,MADRUGADA
POPAYAN (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),TARDE
POPAYAN (CT),MOVILIZACIONVESPERTINA
POPAYAN (CT),NOCHE
AGUACHICA,MANHANA
QUIBDO (CT),TARDE
QUIBDO (CT),MADRUGADA
MOMIL,MANHANA
MOMIL,MANHANA
MONTERIA (CT),MANHANA
MONTERIA (CT),MOVILIZACIONVESPERTINA
