MUNICIPIO,DIA
SAN ANDRES (CT),MARTES
SAN ANDRES (CT),MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
FLORIDABLANCA,MARTES
PIEDECUESTA,MARTES
COROZAL,MARTES
OVEJAS,MARTES
OVEJAS,MARTES
OVEJAS,MARTES
OVEJAS,MARTES
SAN BENITO ABAD,MARTES
SINCELEJO (CT),MARTES
SINCELEJO (CT),MARTES
ALVARADO,MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
MARIQUITA,MARTES
MARIQUITA,MARTES
BUENAVENTURA,MARTES
CAICEDONIA,MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
GUADALAJARA DE BUGA,MARTES
JAMUNDI,MARTES
PALMIRA,MARTES
PALMIRA,MARTES
PALMIRA,MARTES
PRADERA,MARTES
COPACABANA,MIERCOLES
ENVIGADO,MIERCOLES
LA ESTRELLA,MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
SABANETA,MIERCOLES
SABANETA,MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
TUNJA (CT),MIERCOLES
TUNJA (CT),MIERCOLES
MANIZALES (CT),MIERCOLES
NEIRA,MIERCOLES
CALARCA,MIERCOLES
FLORENCIA (CT),MIERCOLES
FLORENCIA (CT),MIERCOLES
FLORENCIA (CT),MIERCOLES
FLORENCIA (CT),MIERCOLES
MONTERREY,MIERCOLES
MONTERREY,MIERCOLES
MONTERREY,MIERCOLES
YOPAL (CT),MIERCOLES
PATIA,MIERCOLES
POPAYAN (CT),MIERCOLES
POPAYAN (CT),MIERCOLES
PUERTO TEJADA,MIERCOLES
SANTANDER DE QUILICHAO,MIERCOLES
AGUACHICA,MIERCOLES
AGUACHICA,MIERCOLES
VALLEDUPAR (CT),MIERCOLES
VALLEDUPAR (CT),MIERCOLES
VALLEDUPAR (CT),MIERCOLES
MONTERIA (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
GIRARDOT,MIERCOLES
GIRARDOT,MIERCOLES
MAICAO,MIERCOLES
URIBIA,MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
PITALITO,MIERCOLES
SANTA MARTA (CT),MIERCOLES
LEBRIJA,MIERCOLES
SANTA MARTA (CT),MIERCOLES
SANTA MARTA (CT),MIERCOLES
SANTA MARTA (CT),MIERCOLES
SANTA MARTA (CT),MIERCOLES
ZONA BANANERA,MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
PASTO (CT),MIERCOLES
PASTO (CT),MIERCOLES
PASTO (CT),MIERCOLES
CUCUTA (CT),MIERCOLES
CUCUTA (CT),MIERCOLES
CUCUTA (CT),MIERCOLES
OCANHA,MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
CALARCA,MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
SAN ANDRES (CT),MIERCOLES
BARRANCABERMEJA,MIERCOLES
BARRANCABERMEJA,MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
FLORIDABLANCA,MIERCOLES
GAMBITA,MIERCOLES
GIRON,MIERCOLES
GIRON,MIERCOLES
GIRON,MIERCOLES
PIEDECUESTA,MIERCOLES
CAIMITO,MIERCOLES
SAMPUES,MIERCOLES
SAMPUES,MIERCOLES
SAN ONOFRE,MIERCOLES
CHAPARRAL,MIERCOLES
ESPINAL,MIERCOLES
ESPINAL,MIERCOLES
FRESNO,MIERCOLES
GUAMO,MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
MELGAR,MIERCOLES
MELGAR,MIERCOLES
NATAGAIMA,MIERCOLES
BUENAVENTURA,MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CANDELARIA,MIERCOLES
GUADALAJARA DE BUGA,MIERCOLES
TULUA,MIERCOLES
TULUA,MIERCOLES
TULUA,MIERCOLES
YUMBO,MIERCOLES
LETICIA (CT),JUEVES
BELLO,JUEVES
BELLO,JUEVES
BELLO,JUEVES
BELLO,JUEVES
ITAGUI,JUEVES
ITAGUI,JUEVES
LA ESTRELLA,JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
MEDELLIN (CT),JUEVES
SANTA ROSA DE OSOS,JUEVES
BARRANQUILLA (CT),JUEVES
BARRANQUILLA (CT),JUEVES
BARRANQUILLA (CT),JUEVES
BARRANQUILLA (CT),JUEVES
BARRANQUILLA (CT),JUEVES
BARRANQUILLA (CT),JUEVES
PUERTO COLOMBIA,JUEVES
CARTAGENA (CT),JUEVES
CARTAGENA (CT),JUEVES
CHIQUINQUIRA,JUEVES
CHIQUINQUIRA,JUEVES
SOGAMOSO,JUEVES
TUNJA (CT),JUEVES
TUNJA (CT),JUEVES
LA DORADA,JUEVES
MANIZALES (CT),JUEVES
MANIZALES (CT),JUEVES
MANIZALES (CT),JUEVES
MANIZALES (CT),JUEVES
FLORENCIA (CT),JUEVES
FLORENCIA (CT),JUEVES
FLORENCIA (CT),JUEVES
MORALES (CAUCA),JUEVES
POPAYAN (CT),JUEVES
POPAYAN (CT),JUEVES
POPAYAN (CT),JUEVES
POPAYAN (CT),JUEVES
POPAYAN (CT),JUEVES
SANTANDER DE QUILICHAO,JUEVES
SANTANDER DE QUILICHAO,JUEVES
SANTANDER DE QUILICHAO,JUEVES
AGUACHICA,JUEVES
AGUSTIN CODAZZI,JUEVES
VALLEDUPAR (CT),JUEVES
VALLEDUPAR (CT),JUEVES
VALLEDUPAR (CT),JUEVES
VALLEDUPAR (CT),JUEVES
VALLEDUPAR (CT),JUEVES
VALLEDUPAR (CT),JUEVES
MONTELIBANO,JUEVES
MONTERIA (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
BOGOTA D.C. (CT),JUEVES
GIRARDOT,JUEVES
MAICAO,JUEVES
AGRADO,JUEVES
NEIVA (CT),JUEVES
NEIVA (CT),JUEVES
CIENAGA,JUEVES
FUNDACION,JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
SANTA MARTA (CT),JUEVES
CUMARAL,JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
VILLAVICENCIO (CT),JUEVES
IPIALES,JUEVES
PASTO (CT),JUEVES
PASTO (CT),JUEVES
PASTO (CT),JUEVES
CUCUTA (CT),JUEVES
CUCUTA (CT),JUEVES
CUCUTA (CT),JUEVES
CUCUTA (CT),JUEVES
CUCUTA (CT),JUEVES
CUCUTA (CT),JUEVES
ARMENIA (CT),JUEVES
ARMENIA (CT),JUEVES
ARMENIA (CT),JUEVES
ARMENIA (CT),JUEVES
ARMENIA (CT),JUEVES
ARMENIA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
PEREIRA (CT),JUEVES
SANTA ROSA DE CABAL,JUEVES
BARBOSA,JUEVES
BUCARAMANGA (CT),JUEVES
BUCARAMANGA (CT),JUEVES
BUCARAMANGA (CT),JUEVES
BUCARAMANGA (CT),JUEVES
BUCARAMANGA (CT),JUEVES
BUCARAMANGA (CT),JUEVES
FLORIDABLANCA,JUEVES
FLORIDABLANCA,JUEVES
GIRON,JUEVES
GIRON,JUEVES
GIRON,JUEVES
PIEDECUESTA,JUEVES
PIEDECUESTA,JUEVES
COROZAL,JUEVES
COROZAL,JUEVES
SINCELEJO (CT),JUEVES
SINCELEJO (CT),JUEVES
ALVARADO,JUEVES
CHAPARRAL,JUEVES
CHAPARRAL,JUEVES
ESPINAL,JUEVES
ESPINAL,JUEVES
ESPINAL,JUEVES
IBAGUE (CT),JUEVES
IBAGUE (CT),JUEVES
LERIDA,JUEVES
MARIQUITA,JUEVES
BUENAVENTURA,JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CALI (CT),JUEVES
CARTAGO,JUEVES
JAMUNDI,JUEVES
PALMIRA,JUEVES
PALMIRA,JUEVES
TULUA,JUEVES
BELLO,VIERNES
ENVIGADO,VIERNES
ENVIGADO,VIERNES
ENVIGADO,VIERNES
ITAGUI,VIERNES
MARINILLA,VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
MEDELLIN (CT),VIERNES
TAME,VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
SOLEDAD,VIERNES
SOLEDAD,VIERNES
CARTAGENA (CT),VIERNES
CHIQUINQUIRA,VIERNES
DUITAMA,VIERNES
DUITAMA,VIERNES
DUITAMA,VIERNES
LA DORADA,VIERNES
MANIZALES (CT),VIERNES
FLORENCIA (CT),VIERNES
YOPAL (CT),VIERNES
YOPAL (CT),VIERNES
YOPAL (CT),VIERNES
YOPAL (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
TIMBIO,VIERNES
VALLEDUPAR (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
CHIA,VIERNES
MOSQUERA,VIERNES
SILVANIA,VIERNES
RIOHACHA (CT),VIERNES
RIOHACHA (CT),VIERNES
CAMPOALEGRE,VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
NEIVA (CT),VIERNES
PITALITO,VIERNES
PITALITO,VIERNES
PITALITO,VIERNES
PITALITO,VIERNES
ARIGUANI,VIERNES
FUNDACION,VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
IPIALES,VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PUPIALES,VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
CUCUTA (CT),VIERNES
MOCOA (CT),VIERNES
MOCOA (CT),VIERNES
ARMENIA (CT),VIERNES
ARMENIA (CT),VIERNES
ARMENIA (CT),VIERNES
ARMENIA (CT),VIERNES
DOSQUEBRADAS,VIERNES
MARSELLA,VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
FLORIDABLANCA,VIERNES
FLORIDABLANCA,VIERNES
FLORIDABLANCA,VIERNES
GIRON,VIERNES
GIRON,VIERNES
GIRON,VIERNES
PIEDECUESTA,VIERNES
PIEDECUESTA,VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
LIBANO,VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
JAMUNDI,VIERNES
PALMIRA,VIERNES
PALMIRA,VIERNES
PALMIRA,VIERNES
PALMIRA,VIERNES
SEVILLA,VIERNES
TULUA,VIERNES
YUMBO,VIERNES
YUMBO,VIERNES
LETICIA (CT),SABADO
ANORI,SABADO
BELLO,SABADO
CAUCASIA,SABADO
ENTRERRIOS,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
ITAGUI,SABADO
LA ESTRELLA,SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
RETIRO,SABADO
RIONEGRO,SABADO
RIONEGRO,SABADO
SABANETA,SABADO
SABANETA,SABADO
SANTAFE DE ANTIOQUIA,SABADO
SANTAFE DE ANTIOQUIA,SABADO
SANTAFE DE ANTIOQUIA,SABADO
ARAUCA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
MALAMBO,SABADO
MALAMBO,SABADO
PIOJO,SABADO
CARTAGENA (CT),SABADO
HATILLO DE LOBA,SABADO
HATILLO DE LOBA,SABADO
SAN PABLO,SABADO
SAN PABLO,SABADO
SAN PABLO,SABADO
DUITAMA,SABADO
PAIPA,SABADO
SOGAMOSO,SABADO
SOGAMOSO,SABADO
TUNJA (CT),SABADO
VILLA DE LEYVA,SABADO
CHINCHINA,SABADO
CHINCHINA,SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
PALESTINA,SABADO
FLORENCIA (CT),SABADO
FLORENCIA (CT),SABADO
FLORENCIA (CT),SABADO
VILLANUEVA,SABADO
POPAYAN (CT),SABADO
POPAYAN (CT),SABADO
AGUACHICA,SABADO
AGUACHICA,SABADO
QUIBDO (CT),SABADO
QUIBDO (CT),SABADO
QUIBDO (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
PURISIMA,SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
MAICAO,SABADO
RIOHACHA (CT),SABADO
RIOHACHA (CT),SABADO
ALTAMIRA,SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
