MUNICIPIO,DIA
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
BARRANQUILLA (CT),VIERNES
SOLEDAD,VIERNES
SOLEDAD,VIERNES
MAGANGUE,VIERNES
DUITAMA,VIERNES
TUNJA (CT),VIERNES
TUNJA (CT),VIERNES
TUNJA (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
MANIZALES (CT),VIERNES
FLORENCIA (CT),VIERNES
FLORENCIA (CT),VIERNES
FLORENCIA (CT),VIERNES
YOPAL (CT),VIERNES
YOPAL (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
POPAYAN (CT),VIERNES
PUERTO TEJADA,VIERNES
PUERTO TEJADA,VIERNES
VALLEDUPAR (CT),VIERNES
VALLEDUPAR (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
MONTERIA (CT),VIERNES
TUCHIN,VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
BOGOTA D.C. (CT),VIERNES
GIRARDOT,VIERNES
SOACHA,VIERNES
SOACHA,VIERNES
SAN JUAN DEL CESAR,VIERNES
SAN JUAN DEL CESAR,VIERNES
SAN JUAN DEL CESAR,VIERNES
PITALITO,VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
SANTA MARTA (CT),VIERNES
ZONA BANANERA,VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
VILLAVICENCIO (CT),VIERNES
IPIALES,VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
PASTO (CT),VIERNES
OCANHA,VIERNES
PAMPLONA,VIERNES
CALARCA,VIERNES
CALARCA,VIERNES
CALARCA,VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
PEREIRA (CT),VIERNES
BARRANCABERMEJA,VIERNES
BARRANCABERMEJA,VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
BUCARAMANGA (CT),VIERNES
FLORIDABLANCA,VIERNES
GIRON,VIERNES
PIEDECUESTA,VIERNES
GUAMO,VIERNES
HONDA,VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
IBAGUE (CT),VIERNES
BUENAVENTURA,VIERNES
BUENAVENTURA,VIERNES
BUENAVENTURA,VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
CALI (CT),VIERNES
GUADALAJARA DE BUGA,VIERNES
CAUCASIA,SABADO
EL BAGRE,SABADO
ENVIGADO,SABADO
ENVIGADO,SABADO
LA ESTRELLA,SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
MEDELLIN (CT),SABADO
SABANETA,SABADO
SABANETA,SABADO
SABANETA,SABADO
BARRANQUILLA (CT),SABADO
BARRANQUILLA (CT),SABADO
SABANAGRANDE,SABADO
SABANALARGA,SABADO
CARTAGENA (CT),SABADO
CARTAGENA (CT),SABADO
MAGANGUE,SABADO
DUITAMA,SABADO
CHINCHINA,SABADO
LA DORADA,SABADO
MANIZALES (CT),SABADO
MANIZALES (CT),SABADO
FLORENCIA (CT),SABADO
FLORENCIA (CT),SABADO
FLORENCIA (CT),SABADO
YOPAL (CT),SABADO
POPAYAN (CT),SABADO
POPAYAN (CT),SABADO
SANTANDER DE QUILICHAO,SABADO
LA JAGUA DE IBIRICO,SABADO
VALLEDUPAR (CT),SABADO
CERETE,SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
MONTERIA (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
BOGOTA D.C. (CT),SABADO
MAICAO,SABADO
CAMPOALEGRE,SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
NEIVA (CT),SABADO
ARACATACA,SABADO
ARACATACA,SABADO
SANTA MARTA (CT),SABADO
SANTA MARTA (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
VILLAVICENCIO (CT),SABADO
IPIALES,SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
PASTO (CT),SABADO
CUCUTA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
ARMENIA (CT),SABADO
MONTENEGRO,SABADO
DOSQUEBRADAS,SABADO
LA VIRGINIA,SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
PEREIRA (CT),SABADO
BARRANCABERMEJA,SABADO
BARRANCABERMEJA,SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
BUCARAMANGA (CT),SABADO
FLORIDABLANCA,SABADO
FLORIDABLANCA,SABADO
GIRON,SABADO
LEBRIJA,SABADO
LEBRIJA,SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
SINCELEJO (CT),SABADO
ARMERO,SABADO
ESPINAL,SABADO
ESPINAL,SABADO
FRESNO,SABADO
MELGAR,SABADO
MELGAR,SABADO
SAN LUIS,SABADO
BUENAVENTURA,SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALI (CT),SABADO
CALIMA,SABADO
CALIMA,SABADO
PALMIRA,SABADO
PALMIRA,SABADO
PALMIRA,SABADO
ENVIGADO,DOMINGO
ITAGUI,DOMINGO
ITAGUI,DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
MEDELLIN (CT),DOMINGO
NARINHO,DOMINGO
YONDO,DOMINGO
BARRANQUILLA (CT),DOMINGO
BARRANQUILLA (CT),DOMINGO
MALAMBO,DOMINGO
CHIQUINQUIRA,DOMINGO
DUITAMA,DOMINGO
SOGAMOSO,DOMINGO
SUTAMARCHAN,DOMINGO
TUNJA (CT),DOMINGO
TUNJA (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
MANIZALES (CT),DOMINGO
FLORENCIA (CT),DOMINGO
YOPAL (CT),DOMINGO
YOPAL (CT),DOMINGO
POPAYAN (CT),DOMINGO
LORICA,DOMINGO
MONTERIA (CT),DOMINGO
MONTERIA (CT),DOMINGO
MONTERIA (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
BOGOTA D.C. (CT),DOMINGO
MOSQUERA,DOMINGO
RIOHACHA (CT),DOMINGO
RIOHACHA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
NEIVA (CT),DOMINGO
SANTA MARTA (CT),DOMINGO
RESTREPO,DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
VILLAVICENCIO (CT),DOMINGO
IPIALES,DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
PASTO (CT),DOMINGO
ARMENIA (CT),DOMINGO
ARMENIA (CT),DOMINGO
ARMENIA (CT),DOMINGO
CALARCA,DOMINGO
DOSQUEBRADAS,DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
PEREIRA (CT),DOMINGO
BARRANCABERMEJA,DOMINGO
BUCARAMANGA (CT),DOMINGO
BUCARAMANGA (CT),DOMINGO
BUCARAMANGA (CT),DOMINGO
BUCARAMANGA (CT),DOMINGO
MORROA,DOMINGO
SANTIAGO DE TOLU,DOMINGO
SINCELEJO (CT),DOMINGO
SINCELEJO (CT),DOMINGO
SINCELEJO (CT),DOMINGO
SINCELEJO (CT),DOMINGO
ATACO,DOMINGO
ESPINAL,DOMINGO
FLANDES,DOMINGO
GUAMO,DOMINGO
IBAGUE (CT),DOMINGO
IBAGUE (CT),DOMINGO
IBAGUE (CT),DOMINGO
MELGAR,DOMINGO
MELGAR,DOMINGO
BUENAVENTURA,DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
CALI (CT),DOMINGO
GUADALAJARA DE BUGA,DOMINGO
PALMIRA,DOMINGO
ROLDANILLO,DOMINGO
YUMBO,DOMINGO
ZARZAL,DOMINGO
BELLO,LUNES
BELLO,LUNES
EL CARMEN DE VIBORAL,LUNES
ITUANGO,LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
MEDELLIN (CT),LUNES
SANTAFE DE ANTIOQUIA,LUNES
BARRANQUILLA (CT),LUNES
BARRANQUILLA (CT),LUNES
SOLEDAD,LUNES
SOLEDAD,LUNES
CARTAGENA (CT),LUNES
CARTAGENA (CT),LUNES
TUNJA (CT),LUNES
MANIZALES (CT),LUNES
FLORENCIA (CT),LUNES
FLORENCIA (CT),LUNES
FLORENCIA (CT),LUNES
AGUAZUL,LUNES
YOPAL (CT),LUNES
POPAYAN (CT),LUNES
SANTANDER DE QUILICHAO,LUNES
QUIBDO (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
MONTERIA (CT),LUNES
SAN CARLOS,LUNES
APULO,LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
BOGOTA D.C. (CT),LUNES
DISTRACCION,LUNES
RIOHACHA (CT),LUNES
SAN JUAN DEL CESAR,LUNES
HOBO,LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
NEIVA (CT),LUNES
PITALITO,LUNES
GRANADA,LUNES
IPIALES,LUNES
PASTO (CT),LUNES
PASTO (CT),LUNES
CUCUTA (CT),LUNES
CUCUTA (CT),LUNES
ARMENIA (CT),LUNES
ARMENIA (CT),LUNES
CORDOBA,LUNES
DOSQUEBRADAS,LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
PEREIRA (CT),LUNES
BARRANCABERMEJA,LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
BUCARAMANGA (CT),LUNES
PIEDECUESTA,LUNES
PIEDECUESTA,LUNES
SINCELEJO (CT),LUNES
CARMEN DE APICALA,LUNES
CARMEN DE APICALA,LUNES
ESPINAL,LUNES
IBAGUE (CT),LUNES
MELGAR,LUNES
MELGAR,LUNES
MELGAR,LUNES
PURIFICACION,LUNES
PURIFICACION,LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CALI (CT),LUNES
CANDELARIA,LUNES
CARTAGO,LUNES
GUADALAJARA DE BUGA,LUNES
GUADALAJARA DE BUGA,LUNES
SEVILLA,LUNES
TULUA,LUNES
COPACABANA,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
ITAGUI,MARTES
MARINILLA,MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
MEDELLIN (CT),MARTES
SABANETA,MARTES
ARAUCA (CT),MARTES
BARRANQUILLA (CT),MARTES
BARRANQUILLA (CT),MARTES
SOLEDAD,MARTES
SOLEDAD,MARTES
TUNJA (CT),MARTES
TUNJA (CT),MARTES
TUNJA (CT),MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
MANIZALES (CT),MARTES
FLORENCIA (CT),MARTES
YOPAL (CT),MARTES
POPAYAN (CT),MARTES
POPAYAN (CT),MARTES
POPAYAN (CT),MARTES
PUERTO TEJADA,MARTES
LA JAGUA DE IBIRICO,MARTES
MONTERIA (CT),MARTES
MONTERIA (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
BOGOTA D.C. (CT),MARTES
CHIA,MARTES
RIOHACHA (CT),MARTES
SAN JUAN DEL CESAR,MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
NEIVA (CT),MARTES
PITALITO,MARTES
SANTA MARTA (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
VILLAVICENCIO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
PASTO (CT),MARTES
SAN ANDRES DE TUMACO,MARTES
CUCUTA (CT),MARTES
CUCUTA (CT),MARTES
OCANHA,MARTES
OCANHA,MARTES
ARMENIA (CT),MARTES
CALARCA,MARTES
CIRCASIA,MARTES
MONTENEGRO,MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
PEREIRA (CT),MARTES
ALBANIA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BARRANCABERMEJA,MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
BUCARAMANGA (CT),MARTES
FLORIDABLANCA,MARTES
GIRON,MARTES
PIEDECUESTA,MARTES
SINCELEJO (CT),MARTES
ESPINAL,MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
IBAGUE (CT),MARTES
MELGAR,MARTES
MELGAR,MARTES
BUENAVENTURA,MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CALI (CT),MARTES
CANDELARIA,MARTES
GUADALAJARA DE BUGA,MARTES
PALMIRA,MARTES
BELLO,MIERCOLES
COPACABANA,MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
MEDELLIN (CT),MIERCOLES
TAMESIS,MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
BARRANQUILLA (CT),MIERCOLES
SAN PABLO,MIERCOLES
SOGAMOSO,MIERCOLES
TUNJA (CT),MIERCOLES
MANIZALES (CT),MIERCOLES
MANIZALES (CT),MIERCOLES
MANIZALES (CT),MIERCOLES
EL DONCELLO,MIERCOLES
FLORENCIA (CT),MIERCOLES
YOPAL (CT),MIERCOLES
YOPAL (CT),MIERCOLES
POPAYAN (CT),MIERCOLES
SANTANDER DE QUILICHAO,MIERCOLES
VALLEDUPAR (CT),MIERCOLES
VALLEDUPAR (CT),MIERCOLES
VALLEDUPAR (CT),MIERCOLES
MONTERIA (CT),MIERCOLES
MONTERIA (CT),MIERCOLES
SAHAGUN,MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
BOGOTA D.C. (CT),MIERCOLES
RIOHACHA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
NEIVA (CT),MIERCOLES
SANTA MARTA (CT),MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
VILLAVICENCIO (CT),MIERCOLES
PASTO (CT),MIERCOLES
PASTO (CT),MIERCOLES
PASTO (CT),MIERCOLES
PASTO (CT),MIERCOLES
CUCUTA (CT),MIERCOLES
CUCUTA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
ARMENIA (CT),MIERCOLES
DOSQUEBRADAS,MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
PEREIRA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
BUCARAMANGA (CT),MIERCOLES
FLORIDABLANCA,MIERCOLES
FLORIDABLANCA,MIERCOLES
GIRON,MIERCOLES
SINCELEJO (CT),MIERCOLES
SINCELEJO (CT),MIERCOLES
SINCELEJO (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
IBAGUE (CT),MIERCOLES
BUENAVENTURA,MIERCOLES
BUENAVENTURA,MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
CALI (CT),MIERCOLES
