HORA,BARRIO
MOVILIZACIONVESPERTINA,LAS MARGARITAS
NOCHE,SANTA ISABEL
MOVILIZACIONVESPERTINA,LAS GRANJAS
MANHANA,JARDIN
NOCHE,JUAN XXIII
MOVILIZACIONVESPERTINA,EL PANTANO
NOCHE,RODADERO SUR
TARDE,RODADERO TRADICIONAL
MOVILIZACIONVESPERTINA,LA ESPERANZA VII ETAPA
TARDE,VILLA JULIA
MANHANA,CORALINA
MOVILIZACIONVESPERTINA,LA ESPERANZA I ETAPA
NOCHE,EL EMPORIO
NOCHE,EL EMPORIO
MADRUGADA,CENTRO
MOVILIZACIONVESPERTINA,CARLOS LLERAS
TARDE,ARANDA
MANHANA,AV. CHAMPAGNAT
NOCHE,QUINTAS DE SAN PEDRO
MADRUGADA,SAN FELIPE
MANHANA,SAN MIGUEL
MOVILIZACIONVESPERTINA,BARRIO PARQUE RESIDENCIAL L
MOVILIZACIONVESPERTINA,BARRIO PARQUE RESIDENCIAL L
NOCHE,BARRIO QUINTA ORIENTAL
MADRUGADA,BARRIO PRADOS DEL NORTE
MANHANA,BARRIO VIDELSO
NOCHE,SECTOR COLISEO DEL CAFE
ALMUERZO,CENTRO
ALMUERZO,CENTRO
MOVILIZACIONVESPERTINA,VERSALLES
MADRUGADA,PLAYA RICA
MANHANA,SANTA TERESITA
MANHANA,SANTA TERESITA
NOCHE,SECTOR PARQUE EL LAGO
NOCHE,CENTRO (A) PEREIRA
TARDE,CUBA V-8
ALMUERZO,SECTOR AVENIDA CIRCUNVALAR
NOCHE,INSCREDIAL
TARDE,LA SALLE
TARDE,MORRORICO
MOVILIZACIONVESPERTINA,GIRARDOT
MOVILIZACIONVESPERTINA,MUTIS
TARDE,CABECERA DEL LLANO
TARDE,GIRARDOT
ALMUERZO,SAN ALONSO
NOCHE,PORTON DEL TEJAR
NOCHE,SAN ALONSO
ALMUERZO,GARCIA ROVIRA
ALMUERZO,NARINHO
MADRUGADA,MUTIS
MADRUGADA,EL PRADO
ALMUERZO,CAMPO HERMOSO
NOCHE,EL TEJAR
MANHANA,SAN FRANCISCO
TARDE,CENTRO
MADRUGADA,CASCO ANTIGUO DE FLORIDABLANCA
MANHANA,MOLINOS BAJOS
MOVILIZACIONVESPERTINA,CENTRO P/TA
MANHANA,COSTA AZUL
MOVILIZACIONVESPERTINA,EL CORTIJO
MADRUGADA,EL CORTIJO
MANHANA,CENTRO
NOCHE,SECTOR LA PICOTA
ALMUERZO,EL CARMEN (E.SUR)
NOCHE,CLARET
MANHANA,LA POLA
TARDE,INTERLAKEN
NOCHE,VERSALLES
MOVILIZACIONVESPERTINA,PARCELACIONES PANCE E22
ALMUERZO,EL RETIRO E15
MANHANA,VALLADO E15
NOCHE,PRADOS DEL NORTE E2
TARDE,LA HACIENDA E17
MOVILIZACIONVESPERTINA,URB. MILITAR E19
TARDE,MUNICIPAL E8
TARDE,UNICENTRO CALI E17
MANHANA,SUCRE E9
MANHANA,CIUDAD CAPRI E17
NOCHE,EL DORADO E10
TARDE,MAYAPAN - LAS VEGAS E17
TARDE,MELENDEZ E18
MADRUGADA,CIUDAD TALANGA E21
MADRUGADA,MIRAFLORES E19
NOCHE,AGUACATAL E1
NOCHE,AGUACATAL E1
MADRUGADA,LOS NARANJOS II E14
MADRUGADA,ANTONIO NARINHO E16
MADRUGADA,MELENDEZ E18
ALMUERZO,EL RECUERDO E11
TARDE,BRISAS DE LOS ALAMOS E2
NOCHE,ALFONSO LOPEZ I E7
MANHANA,EL REMANSO E21
TARDE,EL CARMELO
MADRUGADA,SAN ANTONIO
MANHANA,CANTABRIA E24
MADRUGADA,LA CONCORDIA
MOVILIZACIONVESPERTINA,EL TRAPICHE
NOCHE,SANTANA
NOCHE,ZONA CENTRO
MADRUGADA,ZONA CENTRO
NOCHE,EL GUAYABO
MADRUGADA,SANTA MARIA # 1
NOCHE,PARQUE PRINCIPAL
ALMUERZO,ANCON
MANHANA,LA PINHUELA  C-4
TARDE,LA PALMA C-16
NOCHE,MIRAVALLE C-16
MOVILIZACIONVESPERTINA,CUARTA BRIGADA C-11
NOCHE,SEVILLA  C-4
NOCHE,FLORIDA NUEVA C-11
MADRUGADA,EL POBLADO C-14
MADRUGADA,EL POBLADO C-14
MADRUGADA,MANRIQUE 1  C-4
MADRUGADA,MANILA C-14
ALMUERZO,ABAJO
ALMUERZO,BELLAVISTA
TARDE,ADELITA DE CHAR
TARDE,SANTA HELENA
NOCHE,LOS LAURELES
MADRUGADA,GRANADILLO
MOVILIZACIONVESPERTINA,VILLA ESTRELLA
NOCHE,EL CARMEN
MADRUGADA,PLAZA DE MERCADO
MADRUGADA,PLAZA DE MERCADO
NOCHE,VDA.LA ESPERANZA
MADRUGADA,ZONA ROSA
TARDE,CENTRO
MOVILIZACIONVESPERTINA,CENTRO
MADRUGADA,PLAZA DE TOROS
MADRUGADA,CAMILO TORRES
MOVILIZACIONVESPERTINA,SAN IGNACIO
MANHANA,SANTA CATALINA II ETAPA
MADRUGADA,GUAYACANES DEL RIO
NOCHE,CADILLAL
NOCHE,LA CONQUISTA
MADRUGADA,RETIRO ALTO
MADRUGADA,POPULAR
TARDE,VDA LOS BANCOS
NOCHE,LA FERIA
MANHANA,LA UNIÒN
ALMUERZO,LOS LAURELES
MADRUGADA,LA GRANJA
MOVILIZACIONVESPERTINA,CIUDAD KENNEDY CENTRAL E-8
MOVILIZACIONVESPERTINA,URB. CAOBOS SALAZAR NORTE E-1
MANHANA,POLICARPA SALAVARRIETA E-15
ALMUERZO,PATIO BONITO I E-8
TARDE,SANTA LUCIA E-18
TARDE,SANTA TERESITA E-13
MOVILIZACIONVESPERTINA,SAN JOSE DE BAVARIA E-11
MANHANA,PABLO SEXTO E-7
MANHANA,BOSA E-7
MADRUGADA,LAGO GAITAN E-2
TARDE,ANDALUCIA E-7
NOCHE,EL RINCON E-11
MOVILIZACIONVESPERTINA,SAN CAYETANO E-11
MADRUGADA,HIPOTECHO OCCIDENTAL E-8
MADRUGADA,SANTA ISABEL OCCIDENTAL E-16
MADRUGADA,PALESTINA E-7
MADRUGADA,SAN PABLO E-7
MADRUGADA,CARVAJAL E-8
MANHANA,GRAN BRITALIA E-8
MADRUGADA,EL TUNAL II E-6
MADRUGADA,EL ROSARIO E-12
MADRUGADA,VILLA CLAUDIA E-8
MANHANA,LOS ALPES E-4
MADRUGADA,LAS HUERTAS E-19
MANHANA,BOITA E-8
MANHANA,BACHUE E-10
TARDE,EL CENTRO
TARDE,EL CENTRO
TARDE,EL CENTRO
MANHANA,SAN JUDAS
MOVILIZACIONVESPERTINA,20 DE JULIO
ALMUERZO,ENCENILLO
ALMUERZO,VILLA DEL RIO
ALMUERZO,VILLA DEL RIO
MOVILIZACIONVESPERTINA,DARIO ECHANDIA
MADRUGADA,CAMILO TORRES
ALMUERZO,POPULAR
NOCHE,VEREDA CABECERAS
MADRUGADA,PANORAMA
NOCHE,CORDOBA
MANHANA,LA CEIBA
MANHANA,SAN GREGORIO
MADRUGADA,RODEO
MOVILIZACIONVESPERTINA,VILLA FLOR I
NOCHE,EL ROSARIO
TARDE,MAPACHICO
NOCHE,AIRE LIBRE
NOCHE,VILLA VERGEL
TARDE,GRANADA I
MOVILIZACIONVESPERTINA,SAN ANDRES
MADRUGADA,ONCE DE NOVIEMBRE
MANHANA,LA AVENIDA DE TUQUERRES
MOVILIZACIONVESPERTINA,BARRIO LATINO
NOCHE,BARRIO PARAMO
MADRUGADA,BARRIO EL RAMAL
MADRUGADA,CIUDAD DORADA
MADRUGADA,SECTOR COLISEO DEL CAFE
MANHANA,"LAS BRISAS I,II Y III"
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,SECTOR AEROPUERTO
MADRUGADA,EL PROGRESO
NOCHE,CENTRO (C) PEREIRA
NOCHE,VENECIA CENTRO V-3
MOVILIZACIONVESPERTINA,CUBA V-8
MOVILIZACIONVESPERTINA,SECTOR GUAYABITO
NOCHE,BARRIO MODELO I
TARDE,COLOMBIA
NOCHE,LOS PINOS
TARDE,PARQUE INDUSTRIAL
ALMUERZO,LA UNIVERSIDAD
MADRUGADA,LA RENTA
MOVILIZACIONVESPERTINA,EL CENTRO LBJA
MANHANA,CENTRO P/TA
MOVILIZACIONVESPERTINA,CHUPUNDUM
NOCHE,SECTOR VARIANTE
MADRUGADA,CHAMBACU
MOVILIZACIONVESPERTINA,LAS BRISAS
NOCHE,NUEVO ARMERO
MANHANA,CENTRO
NOCHE,RESTREPO
NOCHE,COMUNEROS
MOVILIZACIONVESPERTINA,CHIPICHAPE E2
ALMUERZO,CAMINO REAL - LOS FUNDADORES E19
ALMUERZO,OLIMPICO E10
MANHANA,PETECUY I E6
ALMUERZO,CANHAVERALES - LOS SAMANES E17
ALMUERZO,PARCELACIONES PANCE E22
TARDE,GRANADA E2
MANHANA,LA HACIENDA E17
TARDE,LOS CAMBULOS E19
TARDE,NUEVA TEQUENDAMA E19
MOVILIZACIONVESPERTINA,SUCRE E9
NOCHE,LOS SAUCES E11
NOCHE,LOS SAUCES E11
MADRUGADA,EL RETIRO E15
NOCHE,SANTA ROSA E3
NOCHE,CALIMA E4
MADRUGADA,MARIANO RAMOS E16
MADRUGADA,SUCRE E9
MADRUGADA,SUCRE E9
MADRUGADA,LLANO VERDE E15
MADRUGADA,LLANO VERDE E15
NOCHE,BOSQUE MUNICIPAL E19
NOCHE,PORVENIR
MOVILIZACIONVESPERTINA,CORREGIMIENTO PALMASECA
MOVILIZACIONVESPERTINA,URIBE URIBE
MADRUGADA,LA CONCORDIA
NOCHE,SANTA INES DE COMFAMILIAR
ALMUERZO,ZONA CENTRO
MOVILIZACIONVESPERTINA,CIUDADELA DEL NORTE
MADRUGADA,PEREZ
TARDE,ZONA CENTRO
MOVILIZACIONVESPERTINA,NAVARRA
NOCHE,SAN FERNANDO
MOVILIZACIONVESPERTINA,CONQUISTADORES C-11
NOCHE,NARANJAL C-11
MANHANA,SAN BENITO C-10
MOVILIZACIONVESPERTINA,GUAYAQUIL C-10
MOVILIZACIONVESPERTINA,LA AGUACATALA C-14
MANHANA,LAS ACACIAS C-11
ALMUERZO,VILLA DEL SOCORRO  C-2
TARDE,MANILA C-14
MADRUGADA,LA CANDELARIA C-10
TARDE,EL DANUBIO C-12
TARDE,MANILA C-14
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MANHANA,LA MAGDALENA
ALMUERZO,LA VICTORIA
NOCHE,PRADO
TARDE,SAN MARTIN
TARDE,CENTRO
MANHANA,INVASION 1º DE DICIEMBRE
MANHANA,INVASION 1º DE DICIEMBRE
MANHANA,CARGUA
MADRUGADA,VDA.SALITRILLOS
NOCHE,BARRIO SAN RAFAEL
NOCHE,BARRIO SAN RAFAEL
MOVILIZACIONVESPERTINA,BARRIO SANTA LUCIA
MADRUGADA,VDA LA LOMA
MOVILIZACIONVESPERTINA,TERMINAL
MOVILIZACIONVESPERTINA,FUNDADORES
MOVILIZACIONVESPERTINA,PALERMO
NOCHE,LAS AVENIDAS
TARDE,SECTOR PAN DE AZUCAR
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,LOS LAURELES
MANHANA,CIUDADELA 450 ANHOS
MANHANA,FUNDADORES
MADRUGADA,EL RETIRO DE LOS INDIOS
NOCHE,ALFONSO PAZ
NOCHE,ALFONSO PAZ
NOCHE,ALFONSO PAZ
NOCHE,ALFONSO PAZ
MANHANA,URB. LOS RECUERDOS
MANHANA,BUENAVISTA
MOVILIZACIONVESPERTINA,LA CASTELLANA E-12
MOVILIZACIONVESPERTINA,SAN ANDRESITO LA 38 E-16
MOVILIZACIONVESPERTINA,SUCRE E-2
NOCHE,LA SOLEDAD E-13
NOCHE,RESTREPO E-15
NOCHE,ROMA  E-8
TARDE,BOSQUE CALDERON E-2
TARDE,GRAN BRITALIA E-8
MOVILIZACIONMATUTINA,CHAPINERO CENTRAL E-2
TARDE,VILLA MAYOR E-15
MADRUGADA,OLARTE E-7
TARDE,LAS MARGARITAS E-8
MADRUGADA,PATIO BONITO I E-8
MOVILIZACIONVESPERTINA,EL JAZMIN II SECTOR E-16
MOVILIZACIONVESPERTINA,FONTIBON CENTRO E-9
TARDE,PATIO BONITO I E-8
MADRUGADA,BOHIOS DE HUNZA E-9
NOCHE,PABLO SEXTO E-13
TARDE,URB. PALENQUE E-8
MANHANA,SANTA ISABEL OCCIDENTAL E-16
NOCHE,URB. ELTEJAR E-16
NOCHE,MUZU E-16
MADRUGADA,LA PAZ E-3
ALMUERZO,SAN VICTORINO E-14
ALMUERZO,SANTANDER
TARDE,GUAPUNA
MADRUGADA,LAS PALMAS ETAPA II
TARDE,LAS PALMAS ETAPA II
NOCHE,LOS PINOS
TARDE,LOS CAMBULOS
MANHANA,VEREDA CUCUANA
NOCHE,POBLADO
ALMUERZO,LOS LAURELES (TREBOL)
NOCHE,LOS NARANJOS
MOVILIZACIONVESPERTINA,VILLAS DE SANTA CRUZ
NOCHE,VILLA UNION
MADRUGADA,PROGRESO
NOCHE,MACARENA
MANHANA,BARZAL ALTO
MOVILIZACIONVESPERTINA,BALATA
MANHANA,SAN BENITO
NOCHE,MANANTIAL
NOCHE,MANANTIAL
MOVILIZACIONVESPERTINA,LORENZO
NOCHE,EL PILAR
MOVILIZACIONVESPERTINA,CENTRO
NOCHE,AV. ESTUDIANTES
MANHANA,CENTRO
MOVILIZACIONVESPERTINA,CIUDAD DORADA
MADRUGADA,PROFESIONALES
MOVILIZACIONVESPERTINA,MILAN
MOVILIZACIONVESPERTINA,SANTA ISABEL 1
NOCHE,LA ALAMEDA
MANHANA,PLAZA CIVICA CIUDAD VICTORIA
MADRUGADA,HEROES I
TARDE,CENTRO (A) PEREIRA
NOCHE,SAN FERNANDO
NOCHE,PUERTA DEL SOL
MANHANA,MEJORAS PUBLICAS
MANHANA,CENTRO
TARDE,MUTUALIDAD
MOVILIZACIONVESPERTINA,CABECERA DEL LLANO
TARDE,MARIANELA
MOVILIZACIONVESPERTINA,CERROS DE CANHAVERAL
MOVILIZACIONVESPERTINA,JOSE A. MORALES
MADRUGADA,CAMPO VERDE
ALMUERZO,LA ESMERALDA
NOCHE,CALLE DEL COMERCIO
MOVILIZACIONVESPERTINA,EL MAIZAL
MADRUGADA,LAS DELICIAS
TARDE,LAS MERCEDES
ALMUERZO,EL SALADO
MADRUGADA,BELEN
MADRUGADA,BELEN
NOCHE,CENTRO
MANHANA,EL JARDIN E11
MANHANA,VALLADO E15
TARDE,MARROQUIN I E14
MANHANA,MENGA E2
TARDE,EL LIDO E19
MANHANA,DESEPAZ INVICALI E21
NOCHE,METROPOLITANO DEL NORTE E5
MANHANA,MELENDEZ E18
MADRUGADA,SANTA MONICA POPULAR E8
NOCHE,VILLA DEL PRADO - EL GUABITO E5
ALMUERZO,FLORA INDUSTRIAL E4
ALMUERZO,SAN PASCUAL E3
NOCHE,LA ESMERALDA E4
MADRUGADA,NUEVA TEQUENDAMA E19
MOVILIZACIONVESPERTINA,CIUDAD CAMPESTRE E22
MOVILIZACIONVESPERTINA,EL LIDO E19
MOVILIZACIONVESPERTINA,SANTANDER E4
TARDE,LOS CAMBULOS E19
MANHANA,EL INGENIO E17
MANHANA,VERSALLES E2
MOVILIZACIONVESPERTINA,EL LIDO E19
TARDE,EL REFUGIO E19
MOVILIZACIONVESPERTINA,PRADO
MADRUGADA,URIBE E25
MADRUGADA,URIBE E25
MADRUGADA,CGTO.LA PAILA
NOCHE,GUAMAL
MANHANA,ZONA CENTRO
NOCHE,PLAYA RICA
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MANHANA,LA CANDELARIA C-10
TARDE,BARRIO COLOMBIA C-14
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MANHANA,CALAZANS C-12
MOVILIZACIONVESPERTINA,BELEN C-16
MOVILIZACIONVESPERTINA,MANILA C-14
TARDE,JESUS NAZARENO C-10
MADRUGADA,LA ESPERANZA
MANHANA,LAS BODEGAS
ALMUERZO,LAS NIEVES
MOVILIZACIONVESPERTINA,VILLA SAN PABLO
NOCHE,EL TABOR
ALMUERZO,VILLA BLANCA
MOVILIZACIONVESPERTINA,SALAMANCA
MANHANA,BARRIO MALDONADO
MANHANA,BARRIO MALDONADO
ALMUERZO,BARRIO SANTA INES
ALMUERZO,SAN JOAQUIN
MANHANA,SINAI
ALMUERZO,BARRIO EL CARIBE
TARDE,BARRIO VERSALLES
ALMUERZO,BAJO PRADO
ALMUERZO,BAJO PRADO
TARDE,JUAN XXIII
MANHANA,NUEVA COLOMBIA
MOVILIZACIONVESPERTINA,VDA LA BUITRERA
MANHANA,LAS AMERICAS
MOVILIZACIONVESPERTINA,MODELO
MOVILIZACIONVESPERTINA,MODELO
MOVILIZACIONVESPERTINA,NUEVA VIDA
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,LA NEVADA
ALMUERZO,NUEVO MILENIO
MOVILIZACIONVESPERTINA,VENUS
TARDE,LAS AMERICAS
ALMUERZO,FINZENU
ALMUERZO,FINZENU
ALMUERZO,CASERIO LOS PERICOS
MOVILIZACIONVESPERTINA,LA VICTORIA E-4
MOVILIZACIONVESPERTINA,LAGO GAITAN E-2
MOVILIZACIONVESPERTINA,SAMPER E-3
MOVILIZACIONVESPERTINA,ALMIRANTE COLON E-11
MOVILIZACIONVESPERTINA,CHAPINERO CENTRAL E-2
ALMUERZO,LAS DOS AVENIDAS E-8
TARDE,CARVAJAL E-8
MOVILIZACIONVESPERTINA,SALITRE PLAZA E-9
NOCHE,LA ESTANCIA E-9
NOCHE,LAGOS DE SUBA E-11
MADRUGADA,TOBERIN ORIENTAL E-1
NOCHE,CHAPINERO CENTRAL E-2
NOCHE,LAS FLORES E-11
MOVILIZACIONVESPERTINA,SAN CRISTOBAL E-1
TARDE,PORTALES DEL NORTE E-11
TARDE,TIERRA GRATA E-10
MADRUGADA,URB. SANTANDER E-15
MOVILIZACIONVESPERTINA,LOS CEDRITOS E-1
NOCHE,LA PRADERA NORTE E-16
MANHANA,BOSA E-7
TARDE,EL DESCANSO E-8
MADRUGADA,VILLA DEL PRADO E-11
MANHANA,MARIA PAZ E-8
MOVILIZACIONVESPERTINA,SANTA TERESITA E-13
MOVILIZACIONVESPERTINA,CHAPINERO CENTRAL E-2
MOVILIZACIONVESPERTINA,QUINTA CAMACHO E-2
ALMUERZO,SAN LUIS E-13
MADRUGADA,LA CASTELLANA E-12
TARDE,LA AZUCENA A E-7
MOVILIZACIONVESPERTINA,EL RESTREPO E-15
MOVILIZACIONVESPERTINA,EL PINAR E-11
MADRUGADA,ALAMOS SUR E-10
ALMUERZO,PERDOMO ALTO E-19
MADRUGADA,TURINGA SUBA E-11
ALMUERZO,ALCAZARES E-12
ALMUERZO,LAGO DE CHAPINERO E-2
MOVILIZACIONVESPERTINA,OLARTE E-7
MOVILIZACIONVESPERTINA,CENTRO
MANHANA,LA ESPERANZA
MANHANA,LA ESPERANZA
TARDE,LIBERTADOR
ALMUERZO,DIVINO NINHO
NOCHE,QUINTAS DE SAN LUIS
MADRUGADA,PANDO
MADRUGADA,PESCAITO
MADRUGADA,VEREDA GUADUALITO
TARDE,LA ESPERANZA IV ETAPA
NOCHE,7 DE AGOSTO
TARDE,CENTRO
MOVILIZACIONVESPERTINA,LAS LUNAS
MANHANA,CORAZON DE JESUS
MOVILIZACIONVESPERTINA,FATIMA
NOCHE,MIRAFLORES I
NOCHE,PARQUE INFANTIL
MADRUGADA,SAN VICENTE
MOVILIZACIONVESPERTINA,NUEVA ARANDA
NOCHE,ESMERALDA
MANHANA,BARRIO CENTRO
TARDE,VILLA DEL CARMEN
MANHANA,SECTOR CENTRO COMERCIAL UNICENTRO
NOCHE,EL BERLIN
MOVILIZACIONVESPERTINA,NUEVA CECILIA
MOVILIZACIONVESPERTINA,NUEVA CECILIA
MANHANA,ZONA CENTRO
MANHANA,ZONA CENTRO
TARDE,EL CENTRO
TARDE,EL CENTRO
TARDE,EL CENTRO
TARDE,EL CENTRO
TARDE,EL CENTRO
TARDE,RESTREPO
MANHANA,CIRCUNVALAR
MADRUGADA,LAS PALMAS RIO OTUN
MOVILIZACIONVESPERTINA,CENTRO (A) PEREIRA
MANHANA,SECTOR EL MUELLE
MOVILIZACIONVESPERTINA,MODELO
ALMUERZO,CENTRO
MANHANA,URB. COLSEGUROS NORTE
MANHANA,URB. COLSEGUROS NORTE
MANHANA,MUTIS
TARDE,LA CONCORDIA
NOCHE,ALFONSO LOPEZ
TARDE,LA CONCORDIA
MOVILIZACIONMATUTINA,BRISAS DEL RIO
MOVILIZACIONVESPERTINA,RINCON DE LA PAZ
TARDE,OSPINA PEREZ
TARDE,20 DE JULIO
NOCHE,CENTRO
ALMUERZO,SAN SIMON PARTE BAJA
MANHANA,EL CRISTAL
MOVILIZACIONVESPERTINA,GUAYAQUIL E9
NOCHE,ALFONSO B. ARAGON E14
TARDE,ANTONIO NARINHO E16
MOVILIZACIONVESPERTINA,LA MERCED E3
MANHANA,CENTENARIO E2
NOCHE,CIUDADELA FLORALIA E6
NOCHE,DEPARTAMENTAL E10
TARDE,EL RETIRO E15
TARDE,LOS LAGOS E13
NOCHE,LILI E17
MOVILIZACIONMATUTINA,AGUACATAL E1
MANHANA,LLERAS RESTREPO E13
MANHANA,SANTA ANITA E17
TARDE,EL GRAN LIMONAR E17
TARDE,GUAYAQUIL E9
MADRUGADA,PASO DEL COMERCIO E6
MADRUGADA,SAN LUIS E6
MANHANA,CENTENARIO E2
ALMUERZO,JOSE M. MARROQUIN II E14
TARDE,LOS LIBERTADORES E3
MANHANA,EL LIMONAR E17
ALMUERZO,SAN PEDRO E3
NOCHE,VIA CARTAGO - ALCALA
ALMUERZO,CENTRO
TARDE,BELALCAZAR E25
MADRUGADA,CARLOS PIZARRO E25
TARDE,EL CAIRO
MOVILIZACIONVESPERTINA,VILLAGRANDE
MANHANA,SANTA MARIA # 2
ALMUERZO,LA AMERICA C-12
ALMUERZO,LA CANDELARIA C-10
MOVILIZACIONVESPERTINA,SAN BERNARDO C-16
ALMUERZO,ESTADIO C-11
MOVILIZACIONVESPERTINA,BARRIO COLOMBIA C-14
MOVILIZACIONVESPERTINA,CASTILLA C-5
NOCHE,MANILA C-14
MANHANA,SUCRE C-8
TARDE,GUAYAQUIL C-10
NOCHE,PRADO C-10
TARDE,ARANJUEZ  C-4
MANHANA,LA CANDELARIA C-10
TARDE,SAN JOAQUIN C-11
NOCHE,ALTAVISTA C-16
NOCHE,LORENA C-11
MOVILIZACIONVESPERTINA,CALLE NUEVA C-10
MOVILIZACIONVESPERTINA,CRISTO REY C-15
MOVILIZACIONVESPERTINA,LA CANDELARIA C-10
MOVILIZACIONVESPERTINA,PROGRESO C-5
MANHANA,GALICIA
MANHANA,CIUDADELA 20 DE JULIO
TARDE,CEVILLAR
MOVILIZACIONVESPERTINA,LA PAZ
MADRUGADA,MEQUEJO
MOVILIZACIONVESPERTINA,VILLA LINDA MURILLO
MOVILIZACIONVESPERTINA,EL MIRADOR DEL BOSQUE
MANHANA,BARRIO CENTRO
MANHANA,RESIDENCIAL SIRATA
MANHANA,BARRIO LA ESPERANZA
MANHANA,FATIMA
TARDE,ESTAMBUL
MANHANA,CENTRO
MADRUGADA,NOGALES
NOCHE,AVENIDA EL CIPRES
MANHANA,LA LIBERTAD
TARDE,LA PAMBA
NOCHE,URB. LA CEIBA
TARDE,SAN VICENTE
MOVILIZACIONVESPERTINA,VALLES DE IBARRA E-11
ALMUERZO,MARIA PAZ E-8
MANHANA,SANTA CATALINA E-8
MANHANA,SANTA CATALINA E-8
MOVILIZACIONVESPERTINA,CASTILLA LA NUEVA E-8
MOVILIZACIONVESPERTINA,LA CASTELLANA E-12
MOVILIZACIONVESPERTINA,LA CASTELLANA E-12
MOVILIZACIONVESPERTINA,TAIRONA  E-8
MOVILIZACIONVESPERTINA,VALLADOLID      E-8
NOCHE,LISBOA E-1
MOVILIZACIONVESPERTINA,PASADENA ROYAL E-11
MOVILIZACIONVESPERTINA,URB. ELTEJAR E-16
MOVILIZACIONVESPERTINA,URB. ELTEJAR E-16
NOCHE,SAN CRISTOBAL E-4
ALMUERZO,GRANADA SUR E-4
MANHANA,EL RESTREPO E-15
TARDE,JOSE JOAQUIN VARGAS E-12
NOCHE,SAN ISIDRO E-4
MOVILIZACIONMATUTINA,CHAPINERO CENTRAL E-2
MOVILIZACIONMATUTINA,EL AMPARO E-8
TARDE,MANDALAY I ETAPA E-8
MADRUGADA,SAN VICTORINO E-3
MADRUGADA,BOYACA REAL E-10
MADRUGADA,BACHUE E-10
MADRUGADA,LA PERSEVERANCIA E-3
MANHANA,LAS MARGARITAS E-1
MADRUGADA,CHAPINERO CENTRAL E-2
MANHANA,MODELO E-12
MOVILIZACIONVESPERTINA,RESTREPO E-15
MADRUGADA,LA SOLEDAD E-13
MOVILIZACIONVESPERTINA,URB. PINOS DE LOMBARDIA E-11
MADRUGADA,COUNTRY SUR E-18
MADRUGADA,COUNTRY SUR E-18
TARDE,OLAYA E-18
ALMUERZO,COLINA LINDA E-11
ALMUERZO,TEUSAQUILLO E-13
TARDE,JUAN PABLO II E-19
TARDE,LOS NARANJOS EL RETAZO E-7
MANHANA,SUCRE E-2
NOCHE,SAN ANTONIO E-1
MANHANA,CIUDAD JARDIN SUR E-15
ALMUERZO,BANDERAS E-8
NOCHE,SAN VICENTE FERRER E-6
MANHANA,SAN VICTORINO E-3
ALMUERZO,GALERIAS E-13
MOVILIZACIONVESPERTINA,LAS TUNAS
MOVILIZACIONVESPERTINA,LAS TUNAS
NOCHE,CENTRO
ALMUERZO,DIEGO DE OSPINA
MANHANA,EFRAIN ROJAS TRUJILLO
NOCHE,LA LIBERTAD
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,LA TOMA
MOVILIZACIONVESPERTINA,LA LUCHA 19 DE ABRIL
NOCHE,CIUDADELA 29 DE JULIO
TARDE,VILLA JULIA
NOCHE,CANAIMA
ALMUERZO,MARACOS
ALMUERZO,MARACOS
MOVILIZACIONVESPERTINA,ESMERALDA
NOCHE,EL ROSARIO
TARDE,AQUINE I
ALMUERZO,LUIS CARLOS GALAN
ALMUERZO,JULIAN BUCHELI
NOCHE,PANDIACO
MADRUGADA,BOMBONA
NOCHE,PARANA
NOCHE,PUENTE DEL MORRO
MOVILIZACIONVESPERTINA,BARRIO CARORA
NOCHE,BARRIO MONTEBELLO
TARDE,SECTOR CENTRO COMERCIAL MOCAWA
NOCHE,PARQUE DE RECREACION
MANHANA,CENTRO
NOCHE,LOS SAUCES
MANHANA,LA VILLA
TARDE,CENTRO (A) PEREIRA
MOVILIZACIONVESPERTINA,COLOMBIA
NOCHE,PALMIRA
MOVILIZACIONVESPERTINA,CENTRO
ALMUERZO,CENTRO
MANHANA,LA CEIBA
MANHANA,GARCIA ROVIRA
MOVILIZACIONVESPERTINA,LA CONCORDIA
MADRUGADA,VDA. LOS CAUCHOS
TARDE,EL PESEBRE
MANHANA,CENTRO
MANHANA,CENTRO
MANHANA,CHACARITA
MOVILIZACIONVESPERTINA,EL CORTIJO
NOCHE,URB LA TOSCANA
MADRUGADA,CENTRO
MOVILIZACIONVESPERTINA,EL TRIUNFO
MANHANA,CIUDADELA FLORALIA E6
MANHANA,JORGE ELIECER GAITAN E6
MANHANA,VALLADO E15
MANHANA,MELENDEZ E18
MANHANA,FLORA INDUSTRIAL E4
MANHANA,SILOE E20
TARDE,SUCRE E9
TARDE,URB. TEQUENDAMA E19
MANHANA,EL JORDAN E18
MADRUGADA,SUCRE E9
MOVILIZACIONVESPERTINA,LAS CEIBAS E7
TARDE,LOS COMUNEROS II E13
MADRUGADA,BENJAMIN HERRERA E8
MOVILIZACIONVESPERTINA,PARCELACIONES PANCE E22
